SampleId	Chromosome	Start	End	CopyNumber	BAF
5FU-PATIENT6-LivN-CLONE2	11	1	53144204	2.0008	0.5102
5FU-PATIENT6-LivN-CLONE2	11	53144205	135006516	1.9937	0.5118
5FU-PATIENT6-LivN-CLONE2	22	1	14499999	1.9997	0.5083
5FU-PATIENT6-LivN-CLONE2	22	14500000	51304566	1.9997	0.5083
5FU-PATIENT6-LivN-CLONE2	12	1	36356693	1.9937	0.5083
5FU-PATIENT6-LivN-CLONE2	12	36356694	133851895	1.9996	0.5076
5FU-PATIENT6-LivN-CLONE2	13	1	17499999	1.9838	0.5082
5FU-PATIENT6-LivN-CLONE2	13	17500000	115169878	1.9838	0.5082
5FU-PATIENT6-LivN-CLONE2	14	1	17499999	1.9970	0.5092
5FU-PATIENT6-LivN-CLONE2	14	17500000	107349540	1.9970	0.5092
5FU-PATIENT6-LivN-CLONE2	15	1	18499999	2.0054	0.5100
5FU-PATIENT6-LivN-CLONE2	15	18500000	102531392	2.0054	0.5100
5FU-PATIENT6-LivN-CLONE2	16	1	36835800	1.9753	0.5099
5FU-PATIENT6-LivN-CLONE2	16	36835801	90354753	1.9798	0.5102
5FU-PATIENT6-LivN-CLONE2	17	1	23763005	1.9821	0.5136
5FU-PATIENT6-LivN-CLONE2	17	23763006	81195210	2.0077	0.5093
5FU-PATIENT6-LivN-CLONE2	18	1	16960897	1.9998	0.5100
5FU-PATIENT6-LivN-CLONE2	18	16960898	78077248	1.9886	0.5098
5FU-PATIENT6-LivN-CLONE2	19	1	26181781	1.9563	0.5179
5FU-PATIENT6-LivN-CLONE2	19	26181782	59128983	1.9651	0.5166
5FU-PATIENT6-LivN-CLONE2	1	1	123035433	2.0013	0.5076
5FU-PATIENT6-LivN-CLONE2	1	123035434	249250621	2.0042	0.5101
5FU-PATIENT6-LivN-CLONE2	2	1	93826170	1.9892	0.5102
5FU-PATIENT6-LivN-CLONE2	2	93826171	243199373	2.0007	0.5086
5FU-PATIENT6-LivN-CLONE2	3	1	92004853	1.9920	0.5117
5FU-PATIENT6-LivN-CLONE2	3	92004854	198022430	1.9990	0.5081
5FU-PATIENT6-LivN-CLONE2	4	1	51160116	1.9856	0.5120
5FU-PATIENT6-LivN-CLONE2	4	51160117	191154276	1.9854	0.5092
5FU-PATIENT6-LivN-CLONE2	5	1	21558051	1.9693	0.5119
5FU-PATIENT6-LivN-CLONE2	5	21558052	21558089	1.5853	0.6153
5FU-PATIENT6-LivN-CLONE2	5	21558090	47905640	1.9760	0.5064
5FU-PATIENT6-LivN-CLONE2	5	47905641	180915260	1.9969	0.5085
5FU-PATIENT6-LivN-CLONE2	6	1	60330165	2.0097	0.5094
5FU-PATIENT6-LivN-CLONE2	6	60330166	171115067	1.9920	0.5087
5FU-PATIENT6-LivN-CLONE2	7	1	59554330	1.9979	0.5083
5FU-PATIENT6-LivN-CLONE2	7	59554331	159138663	1.9823	0.5109
5FU-PATIENT6-LivN-CLONE2	8	1	45338886	1.9868	0.5128
5FU-PATIENT6-LivN-CLONE2	8	45338887	146364022	1.9875	0.5090
5FU-PATIENT6-LivN-CLONE2	X	1	45603255	1.9595	0.5145
5FU-PATIENT6-LivN-CLONE2	X	45603256	45603306	0.7655	1.0000
5FU-PATIENT6-LivN-CLONE2	X	45603307	60132011	1.9561	0.5235
5FU-PATIENT6-LivN-CLONE2	X	60132012	155270560	1.9391	0.5196
5FU-PATIENT6-LivN-CLONE2	9	1	48867678	1.9833	0.5105
5FU-PATIENT6-LivN-CLONE2	9	48867679	141213431	2.0011	0.5085
5FU-PATIENT6-LivN-CLONE2	20	1	27869568	2.0093	0.5033
5FU-PATIENT6-LivN-CLONE2	20	27869569	63025520	1.9945	0.5118
5FU-PATIENT6-LivN-CLONE2	10	1	40754934	1.9875	0.5095
5FU-PATIENT6-LivN-CLONE2	10	40754935	135534747	2.0000	0.5093
5FU-PATIENT6-LivN-CLONE2	21	1	12788128	1.9896	0.5088
5FU-PATIENT6-LivN-CLONE2	21	12788129	48129895	1.9896	0.5088
