Id	SvId	IsStart	Gene	TranscriptId	Canonical	IsUpstream	Disruptive	ReportedDisruption	UndisruptedCopyNumber	RegionType	CodingContext	Biotype	ExonBasePhase	NextSpliceRank	NextSplicePhase	NextSpliceDistance	TotalExonCount
0	1	true	CACHD1	ENST00000290039	true	true	true	false	1.234	Intronic	Coding	protein_coding	-1	1	0	53731	27
1	1	true	MIR4794	ENST00000582305	true	true	false	false	1.234	Upstream	NonCoding	miRNA	-1	0	-1	-39004	1
2	1	false	CACHD1	ENST00000290039	true	false	true	false	1.232	Intronic	Coding	protein_coding	-1	3	0	13170	27
3	1	false	MIR4794	ENST00000582305	true	false	false	false	1.232	Upstream	NonCoding	miRNA	-1	1	-1	10861	1
4	3	true	PRG4	ENST00000445192	true	false	true	false	2.025	Intronic	Coding	protein_coding	-1	3	1	2371	13
5	3	true	C1orf27	ENST00000287859	true	false	false	false	2.025	Upstream	5P_UTR	protein_coding	-1	2	-1	82047	14
6	3	false	TPR	ENST00000367478	true	false	true	false	1.92	Intronic	Coding	protein_coding	-1	34	1	162	51
7	3	false	RNU6-1240P	ENST00000365155	true	false	false	false	1.92	Upstream	NonCoding	snRNA	-1	1	-1	23777	1
8	3	false	C1orf27	ENST00000287859	true	true	false	false	1.92	Upstream	5P_UTR	protein_coding	-1	0	-1	22024	14
9	3	false	OCLM	ENST00000574641	true	true	false	false	1.92	Upstream	5P_UTR	protein_coding	-1	0	-1	-63249	1
10	6	true	FHIT	ENST00000468189	true	false	false	false	1.4889999999999999	Intronic	Coding	protein_coding	-1	6	1	75509	9
11	6	false	FHIT	ENST00000468189	true	true	false	false	1.4929999999999999	Intronic	Coding	protein_coding	-1	5	1	160588	9
12	8	false	HCG4P7	ENST00000420084	true	true	false	false	1.998	Upstream	NonCoding	unprocessed_pseudogene	-1	0	-1	-44818	1
13	8	false	MCCD1P1	ENST00000445732	true	true	false	false	1.998	Upstream	NonCoding	unprocessed_pseudogene	-1	0	-1	-25788	2
14	8	false	HCG4B	ENST00000450128	true	true	false	false	1.998	Upstream	NonCoding	unprocessed_pseudogene	-1	0	-1	-9694	1
15	8	false	HCG4P5	ENST00000429656	true	true	false	false	1.998	Upstream	NonCoding	unprocessed_pseudogene	-1	0	-1	18315	1
16	8	false	HLA-W	ENST00000439514	true	false	false	false	1.998	Upstream	NonCoding	unprocessed_pseudogene	-1	2	-1	4678	5
17	8	false	HCG9	ENST00000376800	true	false	false	false	1.998	Upstream	NonCoding	lincRNA	-1	2	-1	24893	3
18	8	false	DDX39BP2	ENST00000453923	true	false	false	false	1.998	Upstream	NonCoding	unprocessed_pseudogene	-1	2	-1	40710	2
19	8	false	HLA-J	ENST00000462773	true	false	false	false	1.998	Upstream	NonCoding	processed_transcript	-1	2	-1	54039	6
20	8	false	ETF1P1	ENST00000427296	true	false	false	false	1.998	Upstream	NonCoding	processed_pseudogene	-1	2	-1	79695	2
21	9	false	HCG4P7	ENST00000420084	true	false	false	false	2.0229999999999997	Upstream	NonCoding	unprocessed_pseudogene	-1	1	-1	64580	1
