SampleId	Chromosome	Start	End	CopyNumber	BAF
5FU-PATIENT12-COLN-CLONE4	11	1	53144204	2.0009	0.5121
5FU-PATIENT12-COLN-CLONE4	11	53144205	135006516	1.9992	0.5097
5FU-PATIENT12-COLN-CLONE4	22	1	14499999	2.0063	0.5118
5FU-PATIENT12-COLN-CLONE4	22	14500000	28953000	2.0063	0.5118
5FU-PATIENT12-COLN-CLONE4	22	28953001	51304566	2.0043	1.0102
5FU-PATIENT12-COLN-CLONE4	12	1	36356693	2.0077	0.5110
5FU-PATIENT12-COLN-CLONE4	12	36356694	74109925	2.0078	0.5143
5FU-PATIENT12-COLN-CLONE4	12	74109926	133851895	1.9924	0.5068
5FU-PATIENT12-COLN-CLONE4	13	1	17499999	1.9766	0.5095
5FU-PATIENT12-COLN-CLONE4	13	17500000	115169878	1.9766	0.5095
5FU-PATIENT12-COLN-CLONE4	14	1	17499999	1.9985	0.5091
5FU-PATIENT12-COLN-CLONE4	14	17500000	107349540	1.9985	0.5091
5FU-PATIENT12-COLN-CLONE4	15	1	18499999	2.0086	0.5097
5FU-PATIENT12-COLN-CLONE4	15	18500000	102531392	2.0086	0.5097
5FU-PATIENT12-COLN-CLONE4	16	1	36835800	1.9725	0.5130
5FU-PATIENT12-COLN-CLONE4	16	36835801	90354753	1.9784	0.5087
5FU-PATIENT12-COLN-CLONE4	17	1	23763005	1.9822	0.5082
5FU-PATIENT12-COLN-CLONE4	17	23763006	81195210	2.0067	0.5061
5FU-PATIENT12-COLN-CLONE4	18	1	16960897	1.9755	0.5110
5FU-PATIENT12-COLN-CLONE4	18	16960898	78077248	1.9827	0.5113
5FU-PATIENT12-COLN-CLONE4	19	1	26181781	1.9347	0.5168
5FU-PATIENT12-COLN-CLONE4	19	26181782	59128983	1.9554	0.5151
5FU-PATIENT12-COLN-CLONE4	1	1	64990356	2.0152	0.5079
5FU-PATIENT12-COLN-CLONE4	1	64990357	65034668	1.2289	0.9054
5FU-PATIENT12-COLN-CLONE4	1	65034669	123035433	1.9966	0.5108
5FU-PATIENT12-COLN-CLONE4	1	123035434	186266851	2.0230	0.5078
5FU-PATIENT12-COLN-CLONE4	1	186266852	186304837	2.1881	0.5430
5FU-PATIENT12-COLN-CLONE4	1	186304838	189262095	1.9184	0.5215
5FU-PATIENT12-COLN-CLONE4	1	189262096	249250621	2.0004	0.5107
5FU-PATIENT12-COLN-CLONE4	2	1	93826170	1.9902	0.5116
5FU-PATIENT12-COLN-CLONE4	2	93826171	243199373	2.0020	0.5086
5FU-PATIENT12-COLN-CLONE4	3	1	60075387	2.0049	0.5092
5FU-PATIENT12-COLN-CLONE4	3	60075388	60362004	1.4943	0.6541
5FU-PATIENT12-COLN-CLONE4	3	60362005	92004853	1.9715	0.5158
5FU-PATIENT12-COLN-CLONE4	3	92004854	198022430	1.9989	0.5087
5FU-PATIENT12-COLN-CLONE4	4	1	51160116	1.9803	0.5115
5FU-PATIENT12-COLN-CLONE4	4	51160117	135115910	1.9884	0.5113
5FU-PATIENT12-COLN-CLONE4	4	135115911	135115914	1.5695	0.6192
5FU-PATIENT12-COLN-CLONE4	4	135115915	191154276	1.9697	0.5125
5FU-PATIENT12-COLN-CLONE4	5	1	47905640	1.9577	0.5140
