SampleId	Chromosome	Start	End	CopyNumber	BAF
5FU-PATIENT8-LivN-CLONE13	11	1	53144204	1.9984	0.5054
5FU-PATIENT8-LivN-CLONE13	11	53144205	135006516	1.9925	0.5027
5FU-PATIENT8-LivN-CLONE13	22	1	14499999	1.9688	0.5089
5FU-PATIENT8-LivN-CLONE13	22	14500000	51304566	1.9688	0.5089
5FU-PATIENT8-LivN-CLONE13	12	1	36356693	1.9953	0.5065
5FU-PATIENT8-LivN-CLONE13	12	36356694	133851895	1.9931	0.5025
5FU-PATIENT8-LivN-CLONE13	13	1	17499999	1.9971	0.5018
5FU-PATIENT8-LivN-CLONE13	13	17500000	115169878	1.9971	0.5018
5FU-PATIENT8-LivN-CLONE13	14	1	17499999	1.9949	0.5025
5FU-PATIENT8-LivN-CLONE13	14	17500000	107349540	1.9949	0.5025
5FU-PATIENT8-LivN-CLONE13	15	1	18499999	1.9919	0.5029
5FU-PATIENT8-LivN-CLONE13	15	18500000	102531392	1.9919	0.5029
5FU-PATIENT8-LivN-CLONE13	16	1	36835800	1.9714	0.5069
5FU-PATIENT8-LivN-CLONE13	16	36835801	90354753	1.9828	0.5037
5FU-PATIENT8-LivN-CLONE13	17	1	23763005	1.9562	0.5106
5FU-PATIENT8-LivN-CLONE13	17	23763006	81195210	1.9704	0.5094
5FU-PATIENT8-LivN-CLONE13	18	1	16960897	1.9989	0.5016
5FU-PATIENT8-LivN-CLONE13	18	16960898	78077248	1.9986	0.5017
5FU-PATIENT8-LivN-CLONE13	19	1	26181781	1.9146	0.5209
5FU-PATIENT8-LivN-CLONE13	19	26181782	59128983	1.9422	0.5147
5FU-PATIENT8-LivN-CLONE13	1	1	123035433	1.9867	0.5044
5FU-PATIENT8-LivN-CLONE13	1	123035434	249250621	1.9963	0.5035
5FU-PATIENT8-LivN-CLONE13	2	1	93826170	1.9939	0.5049
5FU-PATIENT8-LivN-CLONE13	2	93826171	217543407	1.9990	0.5038
5FU-PATIENT8-LivN-CLONE13	2	217543408	217543441	1.4083	0.7043
5FU-PATIENT8-LivN-CLONE13	2	217543442	243199373	1.9893	0.5067
5FU-PATIENT8-LivN-CLONE13	3	1	92004853	1.9963	0.5026
5FU-PATIENT8-LivN-CLONE13	3	92004854	198022430	1.9988	0.5021
5FU-PATIENT8-LivN-CLONE13	4	1	51160116	1.9920	0.5018
5FU-PATIENT8-LivN-CLONE13	4	51160117	191154276	1.9967	0.5022
5FU-PATIENT8-LivN-CLONE13	5	1	47905640	1.9968	0.5013
5FU-PATIENT8-LivN-CLONE13	5	47905641	119902188	2.0027	0.5021
5FU-PATIENT8-LivN-CLONE13	5	119902189	119902237	1.0987	0.9019
5FU-PATIENT8-LivN-CLONE13	5	119902238	180915260	1.9949	0.5032
5FU-PATIENT8-LivN-CLONE13	6	1	60330165	1.9928	0.5034
5FU-PATIENT8-LivN-CLONE13	6	60330166	171115067	1.9973	0.5016
5FU-PATIENT8-LivN-CLONE13	7	1	59554330	1.9975	0.5045
5FU-PATIENT8-LivN-CLONE13	7	59554331	156978748	1.9881	0.5045
5FU-PATIENT8-LivN-CLONE13	7	156978749	156978807	1.3556	0.7266
5FU-PATIENT8-LivN-CLONE13	7	156978808	159138663	1.9885	0.5029
5FU-PATIENT8-LivN-CLONE13	8	1	45338886	1.9944	0.5030
5FU-PATIENT8-LivN-CLONE13	8	45338887	146364022	1.9984	0.5028
5FU-PATIENT8-LivN-CLONE13	X	1	60132011	0.9985	1.0000
5FU-PATIENT8-LivN-CLONE13	X	60132012	155270560	0.9968	1.0000
5FU-PATIENT8-LivN-CLONE13	9	1	48867678	1.9927	0.5028
5FU-PATIENT8-LivN-CLONE13	9	48867679	141213431	1.9872	0.5024
5FU-PATIENT8-LivN-CLONE13	Y	1	11604552	1.0086	1.0000
5FU-PATIENT8-LivN-CLONE13	Y	11604553	59373566	0.9991	1.0000
5FU-PATIENT8-LivN-CLONE13	20	1	27869568	2.0001	0.5023
5FU-PATIENT8-LivN-CLONE13	20	27869569	63025520	1.9841	0.5068
5FU-PATIENT8-LivN-CLONE13	10	1	40754934	1.9915	0.5031
5FU-PATIENT8-LivN-CLONE13	10	40754935	135534747	1.9984	0.5023
5FU-PATIENT8-LivN-CLONE13	21	1	12788128	1.9909	0.5032
5FU-PATIENT8-LivN-CLONE13	21	12788129	48129895	1.9909	0.5032
