svId	clusterId	clusterReason	fragileSiteStart	fragileSiteEnd	isFoldback	lineTypeStart	lineTypeEnd	ploidyMin	ploidyMax	geneStart	geneEnd	replicationTimingStart	replicationTimingEnd	localTopologyIdStart	localTopologyIdEnd	localTopologyStart	localTopologyEnd	localTICountStart	localTICountEnd
1	1	Prox_3	false	false	false	None	None	-0.3994	1.5894	IGSF11;C3orf30;RP11-484M3.5	IGSF11;C3orf30;RP11-484M3.5	0.3918	0.0000	1	-1	DSB		0	0
3	1	Prox_4	false	false	false	None	Suspect	0.1362	2.2026	IGSF11;C3orf30;RP11-484M3.5	IGSF11;C3orf30;RP11-484M3.5	0.3918	0.3861	1	0	DSB	DSB	0	0
4	1	Prox_3	false	false	false	Suspect	None	-0.6033	3.1833	GRIK4	GRIK4	0.3861	0.0000	0	-1	DSB		0	0
5	2		false	false	false	None	None	0.7699	1.4389	KIRREL3;RP11-688I9.4	KIRREL3;RP11-688I9.4	0.2377	0.2357	0	0	DSB	DSB	0	0
6	3	LOH_9	false	false	false	None	None	0.7987	1.2213	XRCC3;AL049840.1	XRCC3;AL049840.1	0.7498	0.0000	1	-1	ISOLATED_BE		0	0
7	0		false	false	false	None	None	0.0097	0.2367	AC136932.2;AC136932.1	AC136932.2;AC136932.1	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
8	3	TiPloidyMatch_9	false	false	false	None	None	0.8597	1.2170			0.7672	0.7571	2	3	ISOLATED_BE	ISOLATED_BE	0	0
9	3	LOH_6;TiPloidyMatch_8	false	false	false	None	None	0.8277	1.1643	ZNF839;AL137229.1	ZNF839;AL137229.1	0.7545	0.7377	0	4	ISOLATED_BE	ISOLATED_BE	0	0
10	3	LOH_9	false	false	false	None	None	0.8160	1.2640	RAP1GAP2	RAP1GAP2	0.6389	0.0000	5	-1	ISOLATED_BE		0	0
12	7		false	false	false	None	None	0.0928	2.1268			0.7509	0.7509	0	0	SIMPLE_DUP	SIMPLE_DUP	0	0
