SampleId	Chromosome	Start	End	CopyNumber	BAF
EGAF00000860187	11	1	53144204	2.0021	0.5045
EGAF00000860187	11	53144205	135006516	2.0016	0.5013
EGAF00000860187	22	1	14499999	1.9959	0.5016
EGAF00000860187	22	14500000	51304566	1.9959	0.5016
EGAF00000860187	12	1	36356693	2.0097	0.5043
EGAF00000860187	12	36356694	133851895	2.0021	0.5033
EGAF00000860187	13	1	17499999	1.9975	0.5049
EGAF00000860187	13	17500000	115169878	1.9975	0.5049
EGAF00000860187	14	1	17499999	2.0023	0.5027
EGAF00000860187	14	17500000	107349540	2.0023	0.5027
EGAF00000860187	15	1	18499999	2.0049	0.5012
EGAF00000860187	15	18500000	102531392	2.0049	0.5012
EGAF00000860187	16	1	36835800	1.9895	0.5044
EGAF00000860187	16	36835801	90354753	1.9924	0.5025
EGAF00000860187	17	1	23763005	1.9969	0.5039
EGAF00000860187	17	23763006	81195210	2.0005	0.5012
EGAF00000860187	18	1	16960897	2.0069	0.5019
EGAF00000860187	18	16960898	78077248	1.9968	0.5013
EGAF00000860187	19	1	17493702	1.9640	0.5089
EGAF00000860187	19	17493703	17493782	1.2772	0.7552
EGAF00000860187	19	17493783	26181781	1.9843	0.5209
EGAF00000860187	19	26181782	59128983	1.9785	0.5059
EGAF00000860187	1	1	123035433	2.0039	0.5025
EGAF00000860187	1	123035434	195386062	2.0050	0.5036
EGAF00000860187	1	195386063	195386149	2.3805	0.5802
EGAF00000860187	1	195386150	249250621	2.0067	0.5020
EGAF00000860187	2	1	93826170	2.0005	0.5015
EGAF00000860187	2	93826171	243199373	2.0061	0.5026
EGAF00000860187	3	1	92004853	1.9982	0.5022
EGAF00000860187	3	92004854	136487531	2.0021	0.5012
EGAF00000860187	3	136487532	136487769	1.0705	0.9315
EGAF00000860187	3	136487770	198022430	2.0060	0.5029
EGAF00000860187	4	1	51160116	1.9971	0.5012
EGAF00000860187	4	51160117	191154276	1.9994	0.5024
EGAF00000860187	5	1	47905640	1.9933	0.5021
EGAF00000860187	5	47905641	149557738	2.0072	0.5027
EGAF00000860187	5	149557739	149557799	2.8511	0.6499
EGAF00000860187	5	149557800	180915260	1.9932	0.5018
EGAF00000860187	6	1	60330165	2.0068	0.5026
EGAF00000860187	6	60330166	171115067	2.0041	0.5031
EGAF00000860187	7	1	59554330	2.0049	0.5019
EGAF00000860187	7	59554331	159138663	1.9991	0.5028
EGAF00000860187	8	1	45338886	2.0030	0.5017
EGAF00000860187	8	45338887	146364022	1.9988	0.5021
EGAF00000860187	X	1	60132011	1.9806	0.5058
EGAF00000860187	X	60132012	155270560	1.9723	0.5082
EGAF00000860187	9	1	48867678	1.9991	0.5034
EGAF00000860187	9	48867679	141213431	2.0056	0.5025
EGAF00000860187	20	1	27869568	2.0117	0.5032
EGAF00000860187	20	27869569	63025520	2.0008	0.5008
EGAF00000860187	10	1	40754934	2.0010	0.5021
EGAF00000860187	10	40754935	135534747	2.0038	0.5024
EGAF00000860187	21	1	12788128	2.0009	0.5022
EGAF00000860187	21	12788129	48129895	2.0009	0.5022
