SampleId	Chromosome	Start	End	CopyNumber	BAF
ste01205f	11	1	53144204	2.0124	0.5058
ste01205f	11	53144205	135006516	2.0072	0.5035
ste01205f	22	1	14499999	2.0011	0.5032
ste01205f	22	14500000	33605274	2.0011	0.5032
ste01205f	22	33605275	51304566	1.9945	0.5019
ste01205f	12	1	36356693	1.9905	0.5074
ste01205f	12	36356694	133851895	1.9983	0.5026
ste01205f	13	1	17499999	1.9852	0.5039
ste01205f	13	17500000	115169878	1.9852	0.5039
ste01205f	14	1	17499999	1.9960	0.5038
ste01205f	14	17500000	107349540	1.9960	0.5038
ste01205f	15	1	18499999	2.0005	0.5025
ste01205f	15	18500000	102531392	2.0005	0.5025
ste01205f	16	1	33952600	1.9840	0.5041
ste01205f	16	33952601	36835800	2.0454	0.5118
ste01205f	16	36835801	90354753	1.9932	0.5032
ste01205f	17	1	23763005	1.9795	0.5059
ste01205f	17	23763006	81195210	2.0030	0.5039
ste01205f	18	1	16960897	1.9774	0.5057
ste01205f	18	16960898	55334187	1.9954	0.5010
ste01205f	18	55334188	78077248	1.9798	0.5052
ste01205f	19	1	26181781	1.9573	0.5105
ste01205f	19	26181782	59128983	1.9695	0.5082
ste01205f	1	1	123035433	2.0074	0.5071
ste01205f	1	123035434	249250621	1.9992	0.5052
ste01205f	2	1	93826170	1.9922	0.5032
ste01205f	2	93826171	133026683	1.9928	0.5028
ste01205f	2	133026684	158268705	1.9896	0.5027
ste01205f	2	158268706	158268724	1.9949	0.5004
ste01205f	2	158268725	243199373	2.0001	0.5017
ste01205f	3	1	92004853	2.0006	0.5034
ste01205f	3	92004854	198022430	1.9953	0.5037
ste01205f	4	1	51160116	1.9937	0.5041
ste01205f	4	51160117	191154276	1.9826	0.5049
ste01205f	5	1	47905640	1.9845	0.5045
ste01205f	5	47905641	180915260	1.9988	0.5028
ste01205f	6	1	60330165	2.0057	0.5038
ste01205f	6	60330166	171115067	1.9891	0.5039
ste01205f	7	1	59554330	1.9935	0.5033
ste01205f	7	59554331	62477000	2.3980	0.5913
ste01205f	7	62477001	159138663	1.9854	0.5064
ste01205f	8	1	45338886	1.9931	0.5040
ste01205f	8	45338887	146364022	1.9932	0.5049
ste01205f	X	1	23916475	1.9864	0.5039
ste01205f	X	23916476	58343000	1.9729	0.5076
ste01205f	X	58343001	60132011	2.4793	0.5984
ste01205f	X	60132012	155270560	1.9675	0.5099
ste01205f	9	1	48867678	1.9945	0.5024
ste01205f	9	48867679	141213431	2.0022	0.5026
ste01205f	20	1	27869568	2.0135	0.5047
ste01205f	20	27869569	63025520	2.0138	0.5037
ste01205f	10	1	40754934	1.9759	0.5063
ste01205f	10	40754935	135534747	2.0069	0.5045
ste01205f	21	1	12788128	1.9699	0.5094
ste01205f	21	12788129	28741299	1.9699	0.5094
ste01205f	21	28741300	48129895	2.0047	0.5036
