Id	SvId	IsStart	Gene	TranscriptId	Canonical	IsUpstream	Disruptive	ReportedDisruption	UndisruptedCopyNumber	RegionType	CodingContext	Biotype	ExonBasePhase	NextSpliceRank	NextSplicePhase	NextSpliceDistance	TotalExonCount
0	1	true	ERMN	ENST00000397283	true	true	false	false	1.984768	Upstream	Coding	protein_coding	-1	0	-1	-31780	4
1	1	true	FAM133DP	ENST00000464802	true	true	false	false	1.984768	Upstream	NonCoding	processed_pseudogene	-1	0	-1	3949	1
2	1	true	AC019201.1	ENST00000401235	true	false	false	false	1.984768	Upstream	NonCoding	miRNA	-1	1	-1	29356	1
3	1	false	ERMN	ENST00000397283	true	true	false	false	1.994768	Upstream	Coding	protein_coding	-1	0	-1	-31799	4
4	1	false	FAM133DP	ENST00000464802	true	true	false	false	1.994768	Upstream	NonCoding	processed_pseudogene	-1	0	-1	3930	1
5	1	false	AC019201.1	ENST00000401235	true	false	false	false	1.994768	Upstream	NonCoding	miRNA	-1	1	-1	29337	1
6	2	true	RNU6-417P	ENST00000384712	true	false	false	false	1.9869999999999999	Upstream	NonCoding	snRNA	-1	1	-1	5053	1
7	2	true	RP11-196D18.2	ENST00000440210	true	true	false	false	1.9869999999999999	Upstream	NonCoding	unprocessed_pseudogene	-1	0	-1	-1	2
8	3	true	ANKRD30BL	ENST00000295181	true	true	false	false	1.993223	Upstream	Coding	nonsense_mediated_decay	-1	0	-1	16781	7
9	3	true	RNA5-8SP5	ENST00000365304	true	true	false	false	1.993223	Upstream	NonCoding	rRNA	-1	0	-1	-12031	1
10	3	true	MIR663B	ENST00000408361	true	true	false	false	1.993223	Upstream	NonCoding	miRNA	-1	0	-1	-11142	1
11	3	true	ZNF806	ENST00000438300	true	false	false	false	1.993223	Upstream	NonCoding	unprocessed_pseudogene	-1	2	-1	43758	3
12	3	true	FAM201B	ENST00000545408	true	false	false	false	1.993223	Upstream	NonCoding	processed_pseudogene	-1	1	0	83556	1
13	3	false	CTD-2522B17.5	ENST00000566406	true	true	false	false	1.9889999999999999	Upstream	NonCoding	processed_pseudogene	-1	0	-1	-8128	1
14	3	false	CTD-2522B17.4	ENST00000566845	true	true	false	false	1.9889999999999999	Upstream	NonCoding	processed_pseudogene	-1	0	-1	-6580	1
15	3	false	AC136932.2	ENST00000583871	true	true	false	false	1.9889999999999999	Upstream	NonCoding	miRNA	-1	0	-1	9902	1
16	3	false	AC136932.1	ENST00000385251	true	false	false	false	1.9889999999999999	Upstream	NonCoding	miRNA	-1	1	-1	9051	1
17	3	false	RNA5-8SP2	ENST00000363564	true	false	false	false	1.9889999999999999	Upstream	NonCoding	rRNA	-1	1	-1	12825	1
18	4	true	FECH	ENST00000382873	true	false	false	false	1.984	Upstream	Coding	protein_coding	-1	2	1	80301	11
19	4	true	NARS	ENST00000256854	true	false	false	false	1.984	Upstream	Coding	protein_coding	-1	2	1	44782	14
20	4	true	RP11-35G9.3	ENST00000599199	true	true	true	false	1.984	Intronic	NonCoding	antisense	-1	2	1	24903	6
21	4	true	RP11-35G9.5	ENST00000588925	true	true	true	false	1.984	Intronic	NonCoding	antisense	-1	2	-1	24903	6
22	4	true	ATP8B1	ENST00000536015	true	false	true	false	1.984	Intronic	Coding	protein_coding	-1	21	2	4340	28
23	4	true	RNU6-742P	ENST00000365289	true	true	false	false	1.984	Upstream	NonCoding	snRNA	-1	0	-1	-70807	1
24	4	false	AP001604.3	ENST00000420186	true	false	true	false	2.00485	Intronic	NonCoding	lincRNA	-1	4	-1	7824	4
25	4	false	AP001605.4	ENST00000447384	true	true	true	false	2.00485	Intronic	NonCoding	lincRNA	-1	2	-1	6167	5
26	4	false	EIF4A1P1	ENST00000420241	true	false	false	false	2.00485	Upstream	NonCoding	processed_pseudogene	-1	1	-1	1033	1
27	5	false	APOO	ENST00000379226	true	false	true	false	1.977	Intronic	Coding	protein_coding	-1	2	0	17406	9
28	5	false	RPL9P7	ENST00000418824	true	false	false	false	1.977	Upstream	NonCoding	pseudogene	-1	2	2	61016	2
29	5	false	CXorf58	ENST00000379211	true	true	false	false	1.977	Upstream	5P_UTR	protein_coding	-1	0	-1	-1	9
30	5	true	LARGE	ENST00000610186	false	true	true	false	0.0	Intronic	Coding	protein_coding	-1	6	2	73913	7
