SampleId	Chromosome	Start	End	CopyNumber	BAF
C30913DClone12	11	1	53144204	2.0100	0.5089
C30913DClone12	11	53144205	135006516	2.0015	0.5131
C30913DClone12	22	1	14499999	1.9592	0.5150
C30913DClone12	22	14500000	51304566	1.9592	0.5150
C30913DClone12	12	1	36356693	2.0036	0.5133
C30913DClone12	12	36356694	133851895	2.0035	0.5102
C30913DClone12	13	1	17499999	2.0105	0.5073
C30913DClone12	13	17500000	115169878	2.0105	0.5073
C30913DClone12	14	1	17499999	2.0010	0.5072
C30913DClone12	14	17500000	107349540	2.0010	0.5072
C30913DClone12	15	1	18499999	1.9891	0.5068
C30913DClone12	15	18500000	41823821	1.9891	0.5068
C30913DClone12	15	41823822	102531392	1.9954	0.5084
C30913DClone12	16	1	36835800	1.9490	0.5170
C30913DClone12	16	36835801	90354753	1.9699	0.5097
C30913DClone12	17	1	23763005	1.9482	0.5167
C30913DClone12	17	23763006	81195210	1.9665	0.5129
C30913DClone12	18	1	16960897	1.9979	0.5029
C30913DClone12	18	16960898	78077248	2.0079	0.5099
C30913DClone12	19	1	26181781	1.8992	0.5243
C30913DClone12	19	26181782	59128983	1.9269	0.5225
C30913DClone12	1	1	123035433	2.0015	0.5119
C30913DClone12	1	123035434	249250621	2.0084	0.5073
C30913DClone12	2	1	65576460	1.9950	0.5085
C30913DClone12	2	65576461	93826170	2.0024	0.5098
C30913DClone12	2	93826171	243199373	2.0108	0.5083
C30913DClone12	3	1	92004853	2.0049	0.5083
C30913DClone12	3	92004854	198022430	2.0165	0.5082
C30913DClone12	4	1	51160116	2.0060	0.5054
C30913DClone12	4	51160117	191154276	2.0221	0.5079
C30913DClone12	5	1	47905640	1.9983	0.5070
C30913DClone12	5	47905641	180915260	2.0119	0.5075
C30913DClone12	6	1	56249880	1.9956	0.5071
C30913DClone12	6	56249881	56249945	3.0710	0.6797
C30913DClone12	6	56249946	60330165	2.0408	0.5161
C30913DClone12	6	60330166	171115067	2.0158	0.5075
C30913DClone12	7	1	21876845	1.9975	0.5112
C30913DClone12	7	21876846	21876931	0.9962	1.0000
C30913DClone12	7	21876932	59554330	2.0046	0.5035
C30913DClone12	7	59554331	110536398	1.9982	0.5141
C30913DClone12	7	110536399	110536673	0.6883	1.0000
C30913DClone12	7	110536674	159138663	2.0000	0.5112
C30913DClone12	8	1	45338886	1.9872	0.5066
C30913DClone12	8	45338887	146364022	2.0104	0.5054
C30913DClone12	X	1	60132011	1.0048	1.0000
C30913DClone12	X	60132012	155270560	1.0074	1.0000
C30913DClone12	9	1	48867678	2.0120	0.5090
C30913DClone12	9	48867679	141213431	1.9919	0.5090
C30913DClone12	Y	1	11604552	1.0041	1.0000
C30913DClone12	Y	11604553	59373566	1.0044	1.0000
C30913DClone12	20	1	27869568	1.9999	0.5093
C30913DClone12	20	27869569	63025520	1.9701	0.5113
C30913DClone12	10	1	40754934	1.9876	0.5109
C30913DClone12	10	40754935	135534747	1.9999	0.5064
C30913DClone12	21	1	12788128	1.9927	0.5059
C30913DClone12	21	12788129	48129895	1.9927	0.5059
