SampleId	Chromosome	Start	End	CopyNumber	BAF
5FU-PATIENT10-LIVN-CLONE4	11	1	53144204	1.9935	0.5031
5FU-PATIENT10-LIVN-CLONE4	11	53144205	135006516	1.9937	0.5024
5FU-PATIENT10-LIVN-CLONE4	22	1	14499999	1.9890	0.5053
5FU-PATIENT10-LIVN-CLONE4	22	14500000	51304566	1.9890	0.5053
5FU-PATIENT10-LIVN-CLONE4	12	1	36356693	1.9929	0.5036
5FU-PATIENT10-LIVN-CLONE4	12	36356694	133851895	1.9924	0.5038
5FU-PATIENT10-LIVN-CLONE4	13	1	17499999	1.9879	0.5038
5FU-PATIENT10-LIVN-CLONE4	13	17500000	115169878	1.9879	0.5038
5FU-PATIENT10-LIVN-CLONE4	14	1	17499999	1.9909	0.5035
5FU-PATIENT10-LIVN-CLONE4	14	17500000	103205033	1.9909	0.5035
5FU-PATIENT10-LIVN-CLONE4	14	103205034	103205070	1.2229	0.8084
5FU-PATIENT10-LIVN-CLONE4	14	103205071	107349540	2.0023	0.5287
5FU-PATIENT10-LIVN-CLONE4	15	1	18499999	1.9948	0.5032
5FU-PATIENT10-LIVN-CLONE4	15	18500000	102531392	1.9948	0.5032
5FU-PATIENT10-LIVN-CLONE4	16	1	36835800	1.9872	0.5054
5FU-PATIENT10-LIVN-CLONE4	16	36835801	90354753	1.9872	0.5039
5FU-PATIENT10-LIVN-CLONE4	17	1	23763005	1.9857	0.5062
5FU-PATIENT10-LIVN-CLONE4	17	23763006	81195210	1.9895	0.5053
5FU-PATIENT10-LIVN-CLONE4	18	1	16960897	1.9926	0.5018
5FU-PATIENT10-LIVN-CLONE4	18	16960898	78077248	1.9928	0.5038
5FU-PATIENT10-LIVN-CLONE4	19	1	26181781	1.9677	0.5079
5FU-PATIENT10-LIVN-CLONE4	19	26181782	59128983	1.9779	0.5059
5FU-PATIENT10-LIVN-CLONE4	1	1	123035433	1.9917	0.5036
5FU-PATIENT10-LIVN-CLONE4	1	123035434	249250621	1.9907	0.5045
5FU-PATIENT10-LIVN-CLONE4	2	1	93826170	1.9942	0.5029
5FU-PATIENT10-LIVN-CLONE4	2	93826171	243199373	1.9952	0.5029
5FU-PATIENT10-LIVN-CLONE4	3	1	43928399	1.9945	0.5024
5FU-PATIENT10-LIVN-CLONE4	3	43928400	43928443	0.9466	1.0000
5FU-PATIENT10-LIVN-CLONE4	3	43928444	92004853	1.9887	0.5035
5FU-PATIENT10-LIVN-CLONE4	3	92004854	198022430	1.9911	0.5034
5FU-PATIENT10-LIVN-CLONE4	4	1	51160116	1.9916	0.5033
5FU-PATIENT10-LIVN-CLONE4	4	51160117	146117106	1.9893	0.5037
5FU-PATIENT10-LIVN-CLONE4	4	146117107	191154276	1.9854	0.5038
5FU-PATIENT10-LIVN-CLONE4	5	1	47905640	1.9933	0.5048
5FU-PATIENT10-LIVN-CLONE4	5	47905641	180915260	1.9963	0.5028
5FU-PATIENT10-LIVN-CLONE4	6	1	21398572	1.9908	0.5020
5FU-PATIENT10-LIVN-CLONE4	6	21398573	60330165	1.9928	0.5037
5FU-PATIENT10-LIVN-CLONE4	6	60330166	171115067	1.9885	0.5034
5FU-PATIENT10-LIVN-CLONE4	7	1	59554330	1.9940	0.5025
5FU-PATIENT10-LIVN-CLONE4	7	59554331	159138663	1.9903	0.5041
5FU-PATIENT10-LIVN-CLONE4	8	1	22646645	1.9887	0.5032
5FU-PATIENT10-LIVN-CLONE4	8	22646646	22646711	2.6684	0.6297
5FU-PATIENT10-LIVN-CLONE4	8	22646712	45338886	1.9939	0.5026
5FU-PATIENT10-LIVN-CLONE4	8	45338887	146364022	1.9927	0.5033
5FU-PATIENT10-LIVN-CLONE4	X	1	60132011	0.9981	1.0000
5FU-PATIENT10-LIVN-CLONE4	X	60132012	155270560	0.9969	1.0000
5FU-PATIENT10-LIVN-CLONE4	9	1	48867678	1.9896	0.5031
5FU-PATIENT10-LIVN-CLONE4	9	48867679	141213431	1.9934	0.5036
5FU-PATIENT10-LIVN-CLONE4	Y	1	11604552	0.9995	1.0000
5FU-PATIENT10-LIVN-CLONE4	Y	11604553	59373566	0.9951	1.0000
5FU-PATIENT10-LIVN-CLONE4	20	1	27869568	2.0004	0.5024
5FU-PATIENT10-LIVN-CLONE4	20	27869569	63025520	1.9958	0.5027
5FU-PATIENT10-LIVN-CLONE4	10	1	40754934	1.9904	0.5026
5FU-PATIENT10-LIVN-CLONE4	10	40754935	135534747	1.9960	0.5037
5FU-PATIENT10-LIVN-CLONE4	21	1	12788128	1.9878	0.5038
5FU-PATIENT10-LIVN-CLONE4	21	12788129	48129895	1.9878	0.5038
