SampleId	Chromosome	Start	End	CopyNumber	BAF
c110116DCLONE2	11	1	53144204	2.0111	0.5089
c110116DCLONE2	11	53144205	135006516	1.9965	0.5031
c110116DCLONE2	22	1	14499999	1.9620	0.5120
c110116DCLONE2	22	14500000	51304566	1.9620	0.5120
c110116DCLONE2	12	1	36356693	2.0011	0.5071
c110116DCLONE2	12	36356694	133851895	2.0018	0.5066
c110116DCLONE2	13	1	17499999	2.0017	0.5051
c110116DCLONE2	13	17500000	115169878	2.0017	0.5051
c110116DCLONE2	14	1	17499999	1.9981	0.5052
c110116DCLONE2	14	17500000	107349540	1.9981	0.5052
c110116DCLONE2	15	1	18499999	1.9986	0.5078
c110116DCLONE2	15	18500000	102531392	1.9986	0.5078
c110116DCLONE2	16	1	36835800	1.9488	0.5125
c110116DCLONE2	16	36835801	90354753	1.9795	0.5073
c110116DCLONE2	17	1	23763005	1.9403	0.5157
c110116DCLONE2	17	23763006	81195210	1.9759	0.5105
c110116DCLONE2	18	1	16960897	1.9991	0.5021
c110116DCLONE2	18	16960898	78077248	2.0033	0.5026
c110116DCLONE2	19	1	26181781	1.8831	0.5351
c110116DCLONE2	19	26181782	59128983	1.9136	0.5218
c110116DCLONE2	1	1	123035433	1.9939	0.5086
c110116DCLONE2	1	123035434	249250621	2.0020	0.5064
c110116DCLONE2	2	1	78961444	1.9981	0.5052
c110116DCLONE2	2	78961445	78961477	1.2472	0.7926
c110116DCLONE2	2	78961478	93826170	1.9714	0.5065
c110116DCLONE2	2	93826171	224039738	2.0104	0.5054
c110116DCLONE2	2	224039739	224039798	2.8813	0.6549
c110116DCLONE2	2	224039799	243199373	2.0011	0.5078
c110116DCLONE2	3	1	92004853	2.0072	0.5051
c110116DCLONE2	3	92004854	198022430	2.0049	0.5074
c110116DCLONE2	4	1	51160116	1.9979	0.5044
c110116DCLONE2	4	51160117	191154276	1.9995	0.5043
c110116DCLONE2	5	1	47905640	1.9947	0.5050
c110116DCLONE2	5	47905641	117882166	2.0167	0.5060
c110116DCLONE2	5	117882167	117882220	2.5770	0.6134
c110116DCLONE2	5	117882221	180915260	2.0012	0.5070
c110116DCLONE2	6	1	60330165	2.0033	0.5057
c110116DCLONE2	6	60330166	171115067	2.0004	0.5047
c110116DCLONE2	7	1	59554330	2.0001	0.5079
c110116DCLONE2	7	59554331	159138663	1.9837	0.5096
c110116DCLONE2	8	1	45338886	1.9921	0.5038
c110116DCLONE2	8	45338887	146364022	2.0015	0.5049
c110116DCLONE2	X	1	60132011	0.9997	1.0000
c110116DCLONE2	X	60132012	155270560	0.9821	1.0000
c110116DCLONE2	9	1	48867678	1.9960	0.5055
c110116DCLONE2	9	48867679	141213431	1.9905	0.5053
c110116DCLONE2	Y	1	10035449	1.0299	1.0000
c110116DCLONE2	Y	10035450	11604552	9.4403	1.0000
c110116DCLONE2	Y	11604553	59373566	0.9758	1.0000
c110116DCLONE2	20	1	27869568	2.0211	0.5082
c110116DCLONE2	20	27869569	63025520	1.9894	0.5070
c110116DCLONE2	10	1	40754934	1.9857	0.5077
c110116DCLONE2	10	40754935	135534747	2.0066	0.5099
c110116DCLONE2	21	1	9827579	1.9986	0.5063
c110116DCLONE2	21	9827580	12788128	1.9986	0.5063
c110116DCLONE2	21	12788129	48129895	1.9986	0.5063
