SampleId	ClusterId	ChainId	SvId	Type	ResolvedType	IsSynthetic	ChrStart	ChrEnd	PosStart	PosEnd	OrientStart	OrientEnd	InfoStart	InfoEnd	Ploidy
5FU-PATIENT1-N-CLONE2	2	1	1	DEL	DEL	false	1	1	219159922	219159974	1	-1	NORMAL	NORMAL	0.8479
5FU-PATIENT1-N-CLONE2	3	0	2	BND	COMPLEX	false	2	5	133038506	71146510	-1	-1	NORMAL	NORMAL	3.1162
5FU-PATIENT1-N-CLONE2	3	2	3	BND	COMPLEX	false	2	5	230045488	71146742	-1	-1	NORMAL	NORMAL	0.0329
5FU-PATIENT1-N-CLONE2	3	0	4	BND	COMPLEX	false	2	5	133038258	71146942	1	1	NORMAL	NORMAL	3.0551
5FU-PATIENT1-N-CLONE2	6	1	5	INF	INF	false	6	-1	11835000	0	1	0	NORMAL		0.0053
5FU-PATIENT1-N-CLONE2	0	1	8	DEL	DEL	false	11	11	100652324	100700153	1	-1	NORMAL	NORMAL	0.4883
5FU-PATIENT1-N-CLONE2	1	1	11	SGL	LINE	false	11	-1	134690222	0	-1	0	NORMAL		0.2490
5FU-PATIENT1-N-CLONE2	5	1	12	DEL	DEL	false	16	16	62218289	62220384	1	-1	NORMAL	NORMAL	0.5833
5FU-PATIENT1-N-CLONE2	1	2	13	BND	LINE	false	11	22	134690237	29065691	1	1	NORMAL	NORMAL	0.5425
5FU-PATIENT1-N-CLONE2	1	3	14	INV	LINE	false	22	22	29065409	29065702	-1	-1	NORMAL	NORMAL	0.2235
