SampleId	Chromosome	Start	End	CopyNumber	BAF
Healthy14CLONE10	11	1	53144204	2.0077	0.5091
Healthy14CLONE10	11	53144205	135006516	1.9963	0.5098
Healthy14CLONE10	22	1	14499999	1.9655	0.5095
Healthy14CLONE10	22	14500000	51304566	1.9655	0.5095
Healthy14CLONE10	12	1	36356693	1.9922	0.5073
Healthy14CLONE10	12	36356694	120729549	2.0019	0.5142
Healthy14CLONE10	12	120729550	120729587	0.9529	1.0000
Healthy14CLONE10	12	120729588	133851895	1.9539	0.5134
Healthy14CLONE10	13	1	17499999	1.9939	0.5062
Healthy14CLONE10	13	17500000	115169878	1.9939	0.5062
Healthy14CLONE10	14	1	17499999	1.9929	0.5070
Healthy14CLONE10	14	17500000	107349540	1.9929	0.5070
Healthy14CLONE10	15	1	18499999	1.9871	0.5057
Healthy14CLONE10	15	18500000	54844824	1.9871	0.5057
Healthy14CLONE10	15	54844825	102531392	1.9892	0.5062
Healthy14CLONE10	16	1	6686814	1.9180	0.5208
Healthy14CLONE10	16	6686815	6686844	3.4895	0.7316
Healthy14CLONE10	16	6686845	17887126	1.9593	0.5219
Healthy14CLONE10	16	17887127	36835800	1.9671	0.5251
Healthy14CLONE10	16	36835801	90354753	1.9690	0.5136
Healthy14CLONE10	17	1	23763005	1.9461	0.5187
Healthy14CLONE10	17	23763006	81195210	1.9657	0.5146
Healthy14CLONE10	18	1	16960897	1.9881	0.5058
Healthy14CLONE10	18	16960898	78077248	1.9924	0.5060
Healthy14CLONE10	19	1	26181781	1.9055	0.5483
Healthy14CLONE10	19	26181782	59128983	1.9342	0.5422
Healthy14CLONE10	1	1	66413996	1.9847	0.5196
Healthy14CLONE10	1	66413997	66415477	0.8722	1.0000
Healthy14CLONE10	1	66415478	95695543	2.0111	0.5105
Healthy14CLONE10	1	95695544	123035433	2.0022	0.5036
Healthy14CLONE10	1	123035434	156186655	1.9724	0.5185
Healthy14CLONE10	1	156186656	156186656	38.2819	0.9742
Healthy14CLONE10	1	156186657	219107524	2.0100	0.5094
Healthy14CLONE10	1	219107525	249250621	1.9914	0.5094
Healthy14CLONE10	2	1	93826170	1.9898	0.5074
Healthy14CLONE10	2	93826171	243199373	2.0004	0.5070
Healthy14CLONE10	3	1	92004853	1.9952	0.5081
Healthy14CLONE10	3	92004854	94491731	2.0032	0.5026
Healthy14CLONE10	3	94491732	95651808	2.9749	0.6532
Healthy14CLONE10	3	95651809	111726406	2.0150	0.5059
Healthy14CLONE10	3	111726407	113471636	3.0000	0.6560
Healthy14CLONE10	3	113471637	198022430	2.0016	0.5098
Healthy14CLONE10	4	1	51160116	1.9964	0.5057
Healthy14CLONE10	4	51160117	191154276	2.0017	0.5064
Healthy14CLONE10	5	1	47905640	1.9866	0.5073
Healthy14CLONE10	5	47905641	180915260	2.0014	0.5088
Healthy14CLONE10	6	1	60330165	1.9941	0.5082
Healthy14CLONE10	6	60330166	171115067	1.9996	0.5057
Healthy14CLONE10	7	1	59554330	1.9915	0.5061
Healthy14CLONE10	7	59554331	159138663	1.9875	0.5082
Healthy14CLONE10	8	1	45338886	1.9785	0.5157
Healthy14CLONE10	8	45338887	146364022	1.9987	0.5066
Healthy14CLONE10	X	1	60132011	1.0023	1.0000
Healthy14CLONE10	X	60132012	155270560	1.0010	1.0000
Healthy14CLONE10	9	1	48867678	1.9969	0.5077
Healthy14CLONE10	9	48867679	141213431	1.9895	0.5099
Healthy14CLONE10	Y	1	11604552	1.0056	1.0000
Healthy14CLONE10	Y	11604553	59373566	0.9938	1.0000
Healthy14CLONE10	20	1	26188000	1.9982	0.5108
Healthy14CLONE10	20	26188001	26190511	13.3440	0.9267
Healthy14CLONE10	20	26190512	27869568	2.1276	0.6129
Healthy14CLONE10	20	27869569	63025520	1.9720	0.5118
Healthy14CLONE10	10	1	40754934	1.9813	0.5072
Healthy14CLONE10	10	40754935	135534747	1.9942	0.5086
Healthy14CLONE10	21	1	12788128	1.9807	0.5061
Healthy14CLONE10	21	12788129	48129895	1.9807	0.5061
