Id	SvId	IsStart	Gene	TranscriptId	Canonical	IsUpstream	Disruptive	ReportedDisruption	UndisruptedCopyNumber	RegionType	CodingContext	Biotype	ExonBasePhase	NextSpliceRank	NextSplicePhase	NextSpliceDistance	TotalExonCount
0	0	true	PDE4B	ENST00000329654	true	true	false	false	0.8699999999999999	Intronic	Coding	protein_coding	-1	3	2	29478	17
1	0	false	PDE4B	ENST00000329654	true	false	false	false	0.8699999999999999	Intronic	Coding	protein_coding	-1	4	2	297665	17
2	1	true	SNORA26	ENST00000516427	true	true	false	false	-11.54065620559696	Upstream	NonCoding	snoRNA	-1	0	-1	27538	1
3	1	true	PMF1-BGLAP	ENST00000368276	true	false	false	false	-11.54065620559696	Intronic	Coding	protein_coding	-1	2	2	15455	7
4	1	true	PMF1	ENST00000567140	true	false	false	false	-11.54065620559696	Intronic	Coding	protein_coding	-1	2	2	15455	7
5	1	true	BGLAP	ENST00000368272	true	false	false	false	-11.54065620559696	Upstream	Coding	protein_coding	-1	2	1	25688	4
6	1	true	TMEM79	ENST00000405535	true	false	false	false	-11.54065620559696	Upstream	5P_UTR	protein_coding	-1	2	-1	68319	4
7	4	true	TAGLN3	ENST00000393917	true	false	true	false	2.015	Intronic	Coding	protein_coding	-1	4	1	4203	5
8	4	true	TMPRSS7	ENST00000419127	true	false	false	false	2.015	Upstream	5P_UTR	protein_coding	-1	2	-1	34360	16
9	4	true	C3orf52	ENST00000431717	true	false	false	false	2.015	Upstream	Coding	protein_coding	-1	2	0	85800	4
10	4	false	KIAA2018	ENST00000316407	true	false	false	false	2.002	Upstream	5P_UTR	protein_coding	-1	2	-1	56143	7
11	4	false	NAA50	ENST00000240922	true	false	false	false	2.002	Upstream	Coding	protein_coding	-1	2	2	6515	5
12	4	false	RP11-271C24.3	ENST00000496068	true	false	false	false	2.002	Upstream	NonCoding	processed_pseudogene	-1	1	-1	11535	1
13	4	false	RP11-271C24.2	ENST00000492981	true	false	false	false	2.002	Upstream	NonCoding	lincRNA	-1	2	-1	5381	2
14	4	false	ATP6V1A	ENST00000273398	true	true	true	false	2.002	Intronic	5P_UTR	protein_coding	-1	1	-1	5676	15
15	4	false	GRAMD1C	ENST00000358160	true	true	false	false	2.002	Upstream	Coding	protein_coding	-1	0	-1	-56546	18
16	7	true	GCN1L1	ENST00000300648	true	false	false	false	0.95	Upstream	Coding	protein_coding	-1	2	0	97036	58
17	7	true	RPLP0	ENST00000551150	true	false	false	false	0.95	Upstream	Coding	protein_coding	-1	2	0	90647	7
18	7	true	PXN	ENST00000267257	true	false	false	false	0.95	Upstream	Coding	protein_coding	-1	2	1	25986	11
19	7	true	SIRT4	ENST00000202967	true	true	false	false	0.95	Upstream	5P_UTR	protein_coding	-1	0	-1	9443	4
20	7	true	RPS27P25	ENST00000477404	true	true	false	false	0.95	Upstream	NonCoding	processed_transcript	-1	0	-1	-21138	3
21	7	true	RP1-166H1.2	ENST00000536933	true	true	false	false	0.95	Upstream	NonCoding	lincRNA	-1	0	-1	-79656	4
22	7	false	GCN1L1	ENST00000300648	true	true	false	false	0.95	Upstream	Coding	protein_coding	-1	0	-1	-94851	58
23	7	false	RPLP0	ENST00000551150	true	true	false	false	0.95	Upstream	Coding	protein_coding	-1	0	-1	-79205	7
24	7	false	PXN	ENST00000267257	true	true	false	false	0.95	Upstream	Coding	protein_coding	-1	0	-1	118	11
25	7	false	RNU4-2	ENST00000365668	true	true	true	false	0.95	Exonic	NonCoding	snRNA	-1	0	-1	118	1
26	7	false	SIRT4	ENST00000202967	true	false	false	false	0.95	Upstream	5P_UTR	protein_coding	-1	2	-1	11776	4
27	7	false	RPS27P25	ENST00000477404	true	false	false	false	0.95	Upstream	NonCoding	processed_transcript	-1	2	-1	79294	3
28	7	false	RP1-166H1.2	ENST00000536933	true	false	false	false	0.95	Upstream	NonCoding	lincRNA	-1	2	-1	101717	4
29	8	true	RP11-412H9.1	ENST00000397383	true	false	false	false	1.9909999999999999	Upstream	NonCoding	processed_pseudogene	-1	1	-1	51532	1
30	8	true	RP11-412H9.2	ENST00000446002	true	false	false	false	1.9909999999999999	Upstream	NonCoding	lincRNA	-1	2	-1	17998	3
31	8	false	UNC13C	ENST00000260323	true	true	true	false	1.992162	Intronic	Coding	protein_coding	-1	27	0	2935	32
32	9	true	RBFOX1	ENST00000311745	true	false	false	false	0.4524200354457464	Upstream	Coding	protein_coding	-1	2	0	881334	13
33	9	true	RP11-185J20.2	ENST00000567192	true	false	false	false	0.4524200354457464	Upstream	NonCoding	processed_pseudogene	-1	1	-1	84972	1
34	10	true	RBFOX1	ENST00000311745	true	true	false	false	0.32498130204349596	Upstream	Coding	protein_coding	-1	0	-1	-138890	13
35	10	true	RP11-185J20.2	ENST00000567192	true	true	false	false	0.32498130204349596	Upstream	NonCoding	processed_pseudogene	-1	0	-1	-17760	1
36	11	true	TMEM56-RWDD3	ENST00000604534	true	true	true	false	2.001112	Intronic	Coding	protein_coding	-1	6	2	56098	8
37	11	true	RP11-57H12.3	ENST00000421762	true	false	true	false	2.001112	Intronic	NonCoding	antisense	-1	2	-1	8156	4
38	11	true	RWDD3	ENST00000370202	true	true	false	false	2.001112	Upstream	Coding	protein_coding	-1	0	-1	-915	4
39	11	false	CTD-3229J4.1	ENST00000564852	true	true	false	false	1.9678229999999999	Upstream	NonCoding	lincRNA	-1	0	-1	-1	1
40	12	true	NCOR1P1	ENST00000478176	true	true	false	false	1.9900000000000002	Upstream	NonCoding	processed_transcript	-1	0	-1	-74368	2
41	12	true	RP13-329D4.3	ENST00000416563	true	true	false	false	1.9900000000000002	Upstream	NonCoding	lincRNA	-1	0	-1	-19824	2
42	12	true	MIR663A	ENST00000427348	true	true	false	false	1.9900000000000002	Intronic	NonCoding	lincRNA	-1	1	-1	1758	5
43	13	true	SNORA26	ENST00000516427	true	false	false	false	-11.500656205596961	Upstream	NonCoding	snoRNA	-1	1	-1	24662	1
44	13	true	PMF1-BGLAP	ENST00000368276	true	true	true	false	-11.500656205596961	Intronic	Coding	protein_coding	-1	1	2	3689	7
45	13	true	PMF1	ENST00000567140	true	true	true	false	-11.500656205596961	Intronic	Coding	protein_coding	-1	1	2	3689	7
46	13	true	BGLAP	ENST00000368272	true	true	false	false	-11.500656205596961	Upstream	Coding	protein_coding	-1	0	-1	-22683	4
47	13	true	TMEM79	ENST00000405535	true	true	false	false	-11.500656205596961	Upstream	5P_UTR	protein_coding	-1	0	-1	-26168	4
48	13	false	NCOR1P1	ENST00000478176	true	false	false	false	2.119999999999999	Upstream	NonCoding	processed_transcript	-1	2	-1	95847	2
49	13	false	RP13-329D4.3	ENST00000416563	true	false	false	false	2.119999999999999	Upstream	NonCoding	lincRNA	-1	2	-1	75677	2
50	13	false	MIR663A	ENST00000427348	true	false	false	false	2.119999999999999	Upstream	NonCoding	lincRNA	-1	2	-1	642	5
