SampleId	Chromosome	Start	End	CopyNumber	BAF
5FU-PATIENT9-LivN-CLONE3	11	1	53144204	1.9974	0.5030
5FU-PATIENT9-LivN-CLONE3	11	53144205	111977783	1.9955	0.5026
5FU-PATIENT9-LivN-CLONE3	11	111977784	111977834	3.1486	0.6848
5FU-PATIENT9-LivN-CLONE3	11	111977835	135006516	1.9908	0.5058
5FU-PATIENT9-LivN-CLONE3	22	1	14499999	1.9875	0.5035
5FU-PATIENT9-LivN-CLONE3	22	14500000	51304566	1.9875	0.5035
5FU-PATIENT9-LivN-CLONE3	12	1	36356693	1.9972	0.5031
5FU-PATIENT9-LivN-CLONE3	12	36356694	133851895	1.9958	0.5031
5FU-PATIENT9-LivN-CLONE3	13	1	17499999	1.9917	0.5027
5FU-PATIENT9-LivN-CLONE3	13	17500000	115169878	1.9917	0.5027
5FU-PATIENT9-LivN-CLONE3	14	1	17499999	1.9941	0.5028
5FU-PATIENT9-LivN-CLONE3	14	17500000	107349540	1.9941	0.5028
5FU-PATIENT9-LivN-CLONE3	15	1	18499999	1.9952	0.5046
5FU-PATIENT9-LivN-CLONE3	15	18500000	102531392	1.9952	0.5046
5FU-PATIENT9-LivN-CLONE3	16	1	36835800	1.9834	0.5070
5FU-PATIENT9-LivN-CLONE3	16	36835801	90354753	1.9881	0.5033
5FU-PATIENT9-LivN-CLONE3	17	1	23763005	1.9763	0.5064
5FU-PATIENT9-LivN-CLONE3	17	23763006	38088479	1.9842	0.5047
5FU-PATIENT9-LivN-CLONE3	17	38088480	38088517	1.2042	0.8206
5FU-PATIENT9-LivN-CLONE3	17	38088518	81195210	1.9900	0.5035
5FU-PATIENT9-LivN-CLONE3	18	1	16960897	1.9974	0.5033
5FU-PATIENT9-LivN-CLONE3	18	16960898	78077248	1.9950	0.5030
5FU-PATIENT9-LivN-CLONE3	19	1	26181781	1.9613	0.5110
5FU-PATIENT9-LivN-CLONE3	19	26181782	55630069	1.9708	0.5116
5FU-PATIENT9-LivN-CLONE3	19	55630070	55630140	2.8971	0.6678
5FU-PATIENT9-LivN-CLONE3	19	55630141	59128983	1.9707	0.5069
5FU-PATIENT9-LivN-CLONE3	1	1	123035433	1.9940	0.5030
5FU-PATIENT9-LivN-CLONE3	1	123035434	193208138	2.0000	0.5049
5FU-PATIENT9-LivN-CLONE3	1	193208139	193208235	1.1808	0.8391
5FU-PATIENT9-LivN-CLONE3	1	193208236	249250621	1.9976	0.5040
5FU-PATIENT9-LivN-CLONE3	2	1	54992441	1.9942	0.5022
5FU-PATIENT9-LivN-CLONE3	2	54992442	54992506	2.9189	0.6599
5FU-PATIENT9-LivN-CLONE3	2	54992507	75227390	1.9985	0.5034
5FU-PATIENT9-LivN-CLONE3	2	75227391	75336369	1.6427	0.6925
5FU-PATIENT9-LivN-CLONE3	2	75336370	93826170	1.9894	0.5034
5FU-PATIENT9-LivN-CLONE3	2	93826171	217515186	1.9982	0.5021
5FU-PATIENT9-LivN-CLONE3	2	217515187	217570874	0.9440	1.0000
5FU-PATIENT9-LivN-CLONE3	2	217570875	243199373	1.9996	0.5021
5FU-PATIENT9-LivN-CLONE3	3	1	92004853	1.9964	0.5028
5FU-PATIENT9-LivN-CLONE3	3	92004854	198022430	1.9968	0.5029
5FU-PATIENT9-LivN-CLONE3	4	1	51160116	1.9943	0.5031
5FU-PATIENT9-LivN-CLONE3	4	51160117	191154276	1.9932	0.5028
5FU-PATIENT9-LivN-CLONE3	5	1	47905640	1.9917	0.5025
5FU-PATIENT9-LivN-CLONE3	5	47905641	180915260	1.9990	0.5030
5FU-PATIENT9-LivN-CLONE3	6	1	32992448	1.9954	0.5019
5FU-PATIENT9-LivN-CLONE3	6	32992449	32992495	1.1789	0.8430
5FU-PATIENT9-LivN-CLONE3	6	32992496	60330165	2.0017	0.5063
5FU-PATIENT9-LivN-CLONE3	6	60330166	171115067	1.9936	0.5021
5FU-PATIENT9-LivN-CLONE3	7	1	59554330	1.9973	0.5018
5FU-PATIENT9-LivN-CLONE3	7	59554331	159138663	1.9916	0.5043
5FU-PATIENT9-LivN-CLONE3	8	1	45338886	1.9946	0.5044
5FU-PATIENT9-LivN-CLONE3	8	45338887	146364022	1.9989	0.5028
5FU-PATIENT9-LivN-CLONE3	X	1	60132011	1.9874	0.5049
5FU-PATIENT9-LivN-CLONE3	X	60132012	155270560	1.9875	0.5045
5FU-PATIENT9-LivN-CLONE3	9	1	48867678	1.9924	0.5039
5FU-PATIENT9-LivN-CLONE3	9	48867679	141213431	1.9942	0.5039
5FU-PATIENT9-LivN-CLONE3	20	1	27869568	2.0035	0.5037
5FU-PATIENT9-LivN-CLONE3	20	27869569	63025520	1.9940	0.5021
5FU-PATIENT9-LivN-CLONE3	10	1	40754934	1.9948	0.5036
5FU-PATIENT9-LivN-CLONE3	10	40754935	135534747	1.9981	0.5034
5FU-PATIENT9-LivN-CLONE3	21	1	12788128	1.9950	0.5035
5FU-PATIENT9-LivN-CLONE3	21	12788129	48129895	1.9950	0.5035
