Id	SvId	IsStart	Gene	TranscriptId	Canonical	IsUpstream	Disruptive	ReportedDisruption	UndisruptedCopyNumber	RegionType	CodingContext	Biotype	ExonBasePhase	NextSpliceRank	NextSplicePhase	NextSpliceDistance	TotalExonCount
0	1	true	CDC73	ENST00000367435	true	true	false	false	1.181	Intronic	Coding	protein_coding	-1	15	1	2652	17
1	1	true	B3GALT2	ENST00000367434	true	false	false	false	1.181	Upstream	5P_UTR	protein_coding	-1	2	-1	52354	2
2	1	true	LINC01031	ENST00000420807	true	true	false	false	1.181	Upstream	NonCoding	lincRNA	-1	0	-1	-11668	4
3	1	false	CDC73	ENST00000367435	true	false	false	false	1.183	Intronic	Coding	protein_coding	-1	16	1	10624	17
4	1	false	B3GALT2	ENST00000367434	true	true	false	false	1.183	Upstream	5P_UTR	protein_coding	-1	0	-1	-1	2
5	1	false	LINC01031	ENST00000420807	true	false	false	false	1.183	Upstream	NonCoding	lincRNA	-1	2	-1	110027	4
6	2	true	EML6	ENST00000356458	true	false	false	false	1.9949999999999999	Intronic	Coding	protein_coding	-1	2	2	47927	41
7	2	true	AC104781.1	ENST00000449838	true	true	false	false	1.9949999999999999	Upstream	NonCoding	antisense	-1	0	-1	-1	2
8	2	true	RNU7-81P	ENST00000516698	true	false	false	false	1.9949999999999999	Upstream	NonCoding	snRNA	-1	1	-1	84984	1
9	2	false	EML6	ENST00000356458	true	true	false	false	2.0	Intronic	Coding	protein_coding	-1	1	2	40111	41
10	2	false	AC104781.1	ENST00000449838	true	false	false	false	2.0	Upstream	NonCoding	antisense	-1	2	-1	16965	2
11	2	false	RNU7-81P	ENST00000516698	true	true	false	false	2.0	Upstream	NonCoding	snRNA	-1	0	-1	-84593	1
12	3	true	AC104135.2	ENST00000418001	true	false	false	false	1.6440000000000001	Upstream	NonCoding	lincRNA	-1	2	-1	75417	2
13	3	true	MIR5000	ENST00000577717	true	true	false	false	1.6440000000000001	Upstream	NonCoding	miRNA	-1	0	-1	-1	1
14	3	false	TACR1	ENST00000305249	true	true	true	false	1.643	Intronic	Coding	protein_coding	-1	2	2	11330	5
15	3	false	RP11-355F16.1	ENST00000604271	true	false	false	false	1.643	Upstream	NonCoding	antisense	-1	2	-1	46960	3
16	4	true	AC073321.3	ENST00000449783	true	false	false	false	0.95	Upstream	NonCoding	antisense	-1	2	-1	43525	4
17	4	true	PSMB3P2	ENST00000457237	true	false	false	false	0.95	Upstream	NonCoding	processed_pseudogene	-1	1	-1	39504	1
18	4	true	IGFBP2	ENST00000233809	true	true	true	false	0.95	Intronic	Coding	protein_coding	-1	1	1	16498	4
19	4	true	AC007563.5	ENST00000447289	true	true	false	false	0.95	Upstream	NonCoding	antisense	-1	0	-1	-13477	4
20	4	false	AC073321.3	ENST00000449783	true	true	false	false	0.94	Upstream	NonCoding	antisense	-1	0	-1	-95193	4
21	4	false	PSMB3P2	ENST00000457237	true	true	false	false	0.94	Upstream	NonCoding	processed_pseudogene	-1	0	-1	-29270	1
22	4	false	IGFBP5	ENST00000233813	true	true	false	false	0.94	Upstream	Coding	protein_coding	-1	0	-1	79992	4
23	4	false	AC007563.5	ENST00000447289	true	false	true	false	0.94	Intronic	NonCoding	antisense	-1	2	-1	6228	4
24	4	false	AC007563.3	ENST00000434973	true	false	false	false	0.94	Upstream	NonCoding	lincRNA	-1	2	-1	98573	2
25	5	true	HLA-DMB	ENST00000418107	true	false	false	false	1.1840000000000002	Upstream	Coding	protein_coding	-1	2	1	83601	6
26	5	true	AL645941.1	ENST00000390777	true	false	false	false	1.1840000000000002	Upstream	NonCoding	miRNA	-1	1	-1	87661	1
27	5	true	XXbac-BPG181M17.5	ENST00000429234	true	false	false	false	1.1840000000000002	Upstream	Coding	protein_coding	-1	2	1	71549	4
28	5	true	HLA-DMA	ENST00000374843	true	false	false	false	1.1840000000000002	Upstream	Coding	protein_coding	-1	2	1	71549	5
29	5	true	XXbac-BPG181M17.6	ENST00000580587	true	false	false	false	1.1840000000000002	Upstream	NonCoding	antisense	-1	2	-1	51818	2
30	5	true	HLA-DOA	ENST00000229829	true	false	false	false	1.1840000000000002	Upstream	Coding	protein_coding	-1	2	1	15059	5
31	5	true	HLA-DPB1	ENST00000418931	true	true	false	false	1.1840000000000002	Upstream	Coding	protein_coding	-1	0	-1	44089	6
32	5	true	RPL32P1	ENST00000439737	true	true	false	false	1.1840000000000002	Upstream	NonCoding	processed_pseudogene	-1	0	-1	-51339	1
33	5	true	HLA-DPB2	ENST00000435499	true	true	false	false	1.1840000000000002	Upstream	NonCoding	transcribed_unprocessed_pseudogene	-1	0	-1	-61868	3
34	5	false	HLA-DMB	ENST00000418107	true	true	false	false	1.177	Upstream	Coding	protein_coding	-1	0	-1	-75851	6
