SampleId	Chromosome	Start	End	CopyNumber	BAF
5FU-PATIENT14-LIVN-CLONE7	11	1	7720744	2.0240	0.5065
5FU-PATIENT14-LIVN-CLONE7	11	7720745	7720779	1.1542	0.8603
5FU-PATIENT14-LIVN-CLONE7	11	7720780	48818000	2.0166	0.5076
5FU-PATIENT14-LIVN-CLONE7	11	48818001	48894000	2.9569	0.5649
5FU-PATIENT14-LIVN-CLONE7	11	48894001	53144204	2.0746	0.5062
5FU-PATIENT14-LIVN-CLONE7	11	53144205	73847146	2.0256	0.5138
5FU-PATIENT14-LIVN-CLONE7	11	73847147	73847207	1.3088	0.7592
5FU-PATIENT14-LIVN-CLONE7	11	73847208	135006516	2.0097	0.5056
5FU-PATIENT14-LIVN-CLONE7	22	1	14499999	2.0164	0.5043
5FU-PATIENT14-LIVN-CLONE7	22	14500000	51304566	2.0164	0.5043
5FU-PATIENT14-LIVN-CLONE7	12	1	36356693	2.0170	0.5071
5FU-PATIENT14-LIVN-CLONE7	12	36356694	86618506	2.0166	0.5051
5FU-PATIENT14-LIVN-CLONE7	12	86618507	86618590	1.0158	0.9789
5FU-PATIENT14-LIVN-CLONE7	12	86618591	133851895	2.0103	0.5054
5FU-PATIENT14-LIVN-CLONE7	13	1	17499999	2.0046	0.5037
5FU-PATIENT14-LIVN-CLONE7	13	17500000	24862001	2.0046	0.5037
5FU-PATIENT14-LIVN-CLONE7	13	24862002	24862168	0.7746	1.0000
5FU-PATIENT14-LIVN-CLONE7	13	24862169	115169878	2.0015	0.5067
5FU-PATIENT14-LIVN-CLONE7	14	1	17499999	2.0136	0.5069
5FU-PATIENT14-LIVN-CLONE7	14	17500000	107349540	2.0136	0.5069
5FU-PATIENT14-LIVN-CLONE7	15	1	18499999	2.0188	0.5069
5FU-PATIENT14-LIVN-CLONE7	15	18500000	102531392	2.0188	0.5069
5FU-PATIENT14-LIVN-CLONE7	16	1	36835800	1.9957	0.5048
5FU-PATIENT14-LIVN-CLONE7	16	36835801	90354753	2.0017	0.5064
5FU-PATIENT14-LIVN-CLONE7	17	1	23763005	2.0005	0.5112
5FU-PATIENT14-LIVN-CLONE7	17	23763006	81195210	2.0165	0.5075
5FU-PATIENT14-LIVN-CLONE7	18	1	16960897	2.0183	0.5050
5FU-PATIENT14-LIVN-CLONE7	18	16960898	78077248	2.0072	0.5061
5FU-PATIENT14-LIVN-CLONE7	19	1	26181781	1.9748	0.5111
5FU-PATIENT14-LIVN-CLONE7	19	26181782	59128983	1.9874	0.5086
5FU-PATIENT14-LIVN-CLONE7	1	1	123035433	2.0174	0.5078
5FU-PATIENT14-LIVN-CLONE7	1	123035434	249250621	2.0179	0.5064
5FU-PATIENT14-LIVN-CLONE7	2	1	93826170	2.0088	0.5079
5FU-PATIENT14-LIVN-CLONE7	2	93826171	243199373	2.0172	0.5085
5FU-PATIENT14-LIVN-CLONE7	3	1	92004853	2.0108	0.5071
5FU-PATIENT14-LIVN-CLONE7	3	92004854	198022430	2.0155	0.5073
5FU-PATIENT14-LIVN-CLONE7	4	1	51160116	2.0090	0.5073
5FU-PATIENT14-LIVN-CLONE7	4	51160117	191154276	2.0045	0.5071
5FU-PATIENT14-LIVN-CLONE7	5	1	47905640	1.9939	0.5059
5FU-PATIENT14-LIVN-CLONE7	5	47905641	180915260	2.0165	0.5077
5FU-PATIENT14-LIVN-CLONE7	6	1	60330165	2.0204	0.5065
5FU-PATIENT14-LIVN-CLONE7	6	60330166	171115067	2.0079	0.5066
5FU-PATIENT14-LIVN-CLONE7	7	1	59554330	2.0153	0.5065
5FU-PATIENT14-LIVN-CLONE7	7	59554331	159138663	2.0050	0.5071
5FU-PATIENT14-LIVN-CLONE7	8	1	45338886	2.0087	0.5070
5FU-PATIENT14-LIVN-CLONE7	8	45338887	146364022	2.0091	0.5063
5FU-PATIENT14-LIVN-CLONE7	X	1	60132011	1.9861	0.5060
5FU-PATIENT14-LIVN-CLONE7	X	60132012	155270560	1.9858	0.5066
5FU-PATIENT14-LIVN-CLONE7	9	1	14205842	2.0037	0.5034
5FU-PATIENT14-LIVN-CLONE7	9	14205843	14205903	2.8451	0.6517
5FU-PATIENT14-LIVN-CLONE7	9	14205904	48867678	2.0066	0.5062
5FU-PATIENT14-LIVN-CLONE7	9	48867679	141213431	2.0170	0.5064
5FU-PATIENT14-LIVN-CLONE7	20	1	27869568	2.0255	0.5065
5FU-PATIENT14-LIVN-CLONE7	20	27869569	58461929	2.0155	0.5069
5FU-PATIENT14-LIVN-CLONE7	20	58461930	58461960	1.3744	0.7232
5FU-PATIENT14-LIVN-CLONE7	20	58461961	63025520	2.0178	0.5041
5FU-PATIENT14-LIVN-CLONE7	10	1	40754934	2.0015	0.5056
5FU-PATIENT14-LIVN-CLONE7	10	40754935	135534747	2.0190	0.5089
5FU-PATIENT14-LIVN-CLONE7	21	1	12788128	2.0050	0.5090
5FU-PATIENT14-LIVN-CLONE7	21	12788129	48129895	2.0050	0.5090
