SampleId	Chromosome	Start	End	CopyNumber	BAF
5FU-PATIENT13-COLN-CLONE2	11	1	53144204	1.9979	0.5038
5FU-PATIENT13-COLN-CLONE2	11	53144205	135006516	1.9990	0.5036
5FU-PATIENT13-COLN-CLONE2	22	1	14499999	1.9552	0.5113
5FU-PATIENT13-COLN-CLONE2	22	14500000	51304566	1.9552	0.5113
5FU-PATIENT13-COLN-CLONE2	12	1	36356693	1.9896	0.5031
5FU-PATIENT13-COLN-CLONE2	12	36356694	133851895	1.9955	0.5037
5FU-PATIENT13-COLN-CLONE2	13	1	17499999	2.0036	0.5021
5FU-PATIENT13-COLN-CLONE2	13	17500000	115169878	2.0036	0.5021
5FU-PATIENT13-COLN-CLONE2	14	1	17499999	1.9900	0.5028
5FU-PATIENT13-COLN-CLONE2	14	17500000	107349540	1.9900	0.5028
5FU-PATIENT13-COLN-CLONE2	15	1	18499999	1.9804	0.5042
5FU-PATIENT13-COLN-CLONE2	15	18500000	102531392	1.9804	0.5042
5FU-PATIENT13-COLN-CLONE2	16	1	36835800	1.9542	0.5118
5FU-PATIENT13-COLN-CLONE2	16	36835801	90354753	1.9759	0.5057
5FU-PATIENT13-COLN-CLONE2	17	1	23763005	1.9505	0.5136
5FU-PATIENT13-COLN-CLONE2	17	23763006	81195210	1.9623	0.5101
5FU-PATIENT13-COLN-CLONE2	18	1	16960897	1.9699	0.5076
5FU-PATIENT13-COLN-CLONE2	18	16960898	78077248	1.9910	0.5029
5FU-PATIENT13-COLN-CLONE2	19	1	26181781	1.9147	0.5218
5FU-PATIENT13-COLN-CLONE2	19	26181782	59128983	1.9282	0.5180
5FU-PATIENT13-COLN-CLONE2	1	1	123035433	1.9954	0.5043
5FU-PATIENT13-COLN-CLONE2	1	123035434	249250621	2.0031	0.5031
5FU-PATIENT13-COLN-CLONE2	2	1	93826170	2.0043	0.5033
5FU-PATIENT13-COLN-CLONE2	2	93826171	243199373	2.0155	0.5054
5FU-PATIENT13-COLN-CLONE2	3	1	92004853	2.0047	0.5033
5FU-PATIENT13-COLN-CLONE2	3	92004854	198022430	2.0127	0.5049
5FU-PATIENT13-COLN-CLONE2	4	1	3727800	1.9745	0.5208
5FU-PATIENT13-COLN-CLONE2	4	3727801	3728453	0.5876	1.0000
5FU-PATIENT13-COLN-CLONE2	4	3728454	51160116	2.0035	0.5023
5FU-PATIENT13-COLN-CLONE2	4	51160117	191154276	2.0181	0.5056
5FU-PATIENT13-COLN-CLONE2	5	1	47905640	2.0004	0.5015
5FU-PATIENT13-COLN-CLONE2	5	47905641	180915260	2.0112	0.5039
5FU-PATIENT13-COLN-CLONE2	6	1	60330165	1.9923	0.5035
5FU-PATIENT13-COLN-CLONE2	6	60330166	171115067	2.0156	0.5039
5FU-PATIENT13-COLN-CLONE2	7	1	59554330	2.0013	0.5036
5FU-PATIENT13-COLN-CLONE2	7	59554331	159138663	1.9997	0.5058
5FU-PATIENT13-COLN-CLONE2	8	1	45338886	1.9885	0.5035
5FU-PATIENT13-COLN-CLONE2	8	45338887	146364022	2.0085	0.5025
5FU-PATIENT13-COLN-CLONE2	X	1	60132011	1.9921	0.5023
5FU-PATIENT13-COLN-CLONE2	X	60132012	155270560	1.9900	0.5023
5FU-PATIENT13-COLN-CLONE2	9	1	48867678	1.9952	0.5027
5FU-PATIENT13-COLN-CLONE2	9	48867679	141213431	1.9932	0.5018
5FU-PATIENT13-COLN-CLONE2	20	1	27869568	1.9854	0.5038
5FU-PATIENT13-COLN-CLONE2	20	27869569	63025520	1.9656	0.5093
5FU-PATIENT13-COLN-CLONE2	10	1	40754934	1.9791	0.5052
5FU-PATIENT13-COLN-CLONE2	10	40754935	135534747	2.0022	0.5032
5FU-PATIENT13-COLN-CLONE2	21	1	12788128	1.9822	0.5065
5FU-PATIENT13-COLN-CLONE2	21	12788129	48129895	1.9822	0.5065
