svId	clusterId	clusterReason	fragileSiteStart	fragileSiteEnd	isFoldback	lineTypeStart	lineTypeEnd	ploidyMin	ploidyMax	geneStart	geneEnd	replicationTimingStart	replicationTimingEnd	localTopologyIdStart	localTopologyIdEnd	localTopologyStart	localTopologyEnd	localTICountStart	localTICountEnd
1	3		false	false	false	None	None	0.0626	1.7674			0.3826	0.3826	0	0	DSB	DSB	0	0
2	4		false	false	false	None	None	0.1071	1.7627	VPRBP	VPRBP	0.6817	0.6817	0	0	DSB	DSB	0	0
3	5		false	false	false	None	None	0.2744	1.9741	MECOM;RP11-3K16.2	MECOM;RP11-3K16.2	0.6150	0.6154	0	0	DSB	DSB	0	0
5	6		false	false	false	None	None	0.3134	1.9794	C5orf64;RP11-2O17.2;RNU6-913P	C5orf64;RP11-2O17.2;RNU6-913P	0.6289	0.6289	0	0	DSB	DSB	0	0
7	7		false	false	false	None	None	-0.0016	1.8117	HGF	HGF	0.6053	0.6053	0	0	SIMPLE_DUP	SIMPLE_DUP	0	0
8	10		false	false	false	None	None	0.0683	1.7230	UBE2R2	UBE2R2	0.7590	0.7590	0	0	DSB	DSB	0	0
10	1		false	false	false	None	None	0.5641	1.2659			0.0000	0.0000	0	-1	ISOLATED_BE		0	0
11	0		false	false	false	None	None	0.5221	1.2239	RP11-56P9.5	RP11-56P9.5	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
12	2		false	false	false	None	None	0.1498	1.7629	EFCAB4B	EFCAB4B	0.2422	0.2422	0	0	DSB	DSB	0	0
15	8		false	false	false	None	None	0.2995	2.0165	DLGAP1	DLGAP1	0.3656	0.3656	0	0	DSB	DSB	0	0
17	9		false	false	false	None	None	0.2515	1.9501			0.6120	0.6123	0	0	DSB	DSB	0	0
