SampleId	ClusterId	ChainId	SvId	Type	ResolvedType	IsSynthetic	ChrStart	ChrEnd	PosStart	PosEnd	OrientStart	OrientEnd	InfoStart	InfoEnd	Ploidy
5FU-PATIENT14-LIVN-CLONE11	3	1	1	DEL	DEL	false	2	2	3896762	3896868	1	-1	NORMAL	NORMAL	0.9150
5FU-PATIENT14-LIVN-CLONE11	4	1	2	DEL	DEL	false	3	3	51446558	51446612	1	-1	NORMAL	NORMAL	0.9349
5FU-PATIENT14-LIVN-CLONE11	5	1	3	DEL	DEL	false	3	3	169340423	169341400	1	-1	NORMAL	NORMAL	1.1243
5FU-PATIENT14-LIVN-CLONE11	6	1	5	DEL	DEL	false	5	5	60961918	60962008	1	-1	NORMAL	NORMAL	1.1464
5FU-PATIENT14-LIVN-CLONE11	7	1	7	DUP	DUP	false	7	7	81373275	81373366	-1	1	NORMAL	NORMAL	0.9050
5FU-PATIENT14-LIVN-CLONE11	10	1	8	DEL	DEL	false	9	9	33831296	33831339	1	-1	NORMAL	NORMAL	0.8957
5FU-PATIENT14-LIVN-CLONE11	1	1	10	INF	PAIR_INF	false	11	-1	48818001	0	-1	0	NORMAL		0.9150
5FU-PATIENT14-LIVN-CLONE11	0	1	11	INF	PAIR_INF	false	11	-1	48894000	0	1	0	NORMAL		0.8730
5FU-PATIENT14-LIVN-CLONE11	2	1	12	DEL	DEL	false	12	12	3740005	3740049	1	-1	NORMAL	NORMAL	0.9563
5FU-PATIENT14-LIVN-CLONE11	8	1	15	DEL	DEL	false	18	18	4299177	4299326	1	-1	NORMAL	NORMAL	1.1580
5FU-PATIENT14-LIVN-CLONE11	9	1	17	DEL	DEL	false	19	19	40527454	40527531	1	-1	NORMAL	NORMAL	1.1008
