Id	SvId	IsStart	Gene	TranscriptId	Canonical	IsUpstream	Disruptive	ReportedDisruption	UndisruptedCopyNumber	RegionType	CodingContext	Biotype	ExonBasePhase	NextSpliceRank	NextSplicePhase	NextSpliceDistance	TotalExonCount
0	2	true	VPRBP	ENST00000423656	true	false	false	false	1.0659999999999998	Intronic	Coding	protein_coding	-1	14	0	5729	16
1	2	true	RP11-89F17.5	ENST00000605061	true	true	false	false	1.0659999999999998	Upstream	NonCoding	processed_pseudogene	-1	0	-1	17827	1
2	2	false	VPRBP	ENST00000423656	true	true	false	false	1.069	Intronic	Coding	protein_coding	-1	13	0	3221	16
3	2	false	RP11-89F17.5	ENST00000605061	true	false	false	false	1.069	Upstream	NonCoding	processed_pseudogene	-1	1	-1	23373	1
4	3	true	MECOM	ENST00000264674	true	false	false	false	0.8799999999999999	Upstream	5P_UTR	protein_coding	-1	2	-1	476330	17
5	3	true	RP11-3K16.2	ENST00000469794	true	false	false	false	0.8799999999999999	Intronic	NonCoding	sense_intronic	-1	2	-1	7645	3
6	3	true	RP11-3K16.1	ENST00000484597	true	true	false	false	0.8799999999999999	Upstream	NonCoding	processed_pseudogene	-1	0	-1	-1	1
7	3	false	MECOM	ENST00000264674	true	true	false	false	0.8799999999999999	Upstream	5P_UTR	protein_coding	-1	0	-1	96681	17
8	3	false	RP11-3K16.2	ENST00000469794	true	true	false	false	0.8799999999999999	Intronic	NonCoding	sense_intronic	-1	1	-1	291	3
9	3	false	RP11-3K16.1	ENST00000484597	true	false	false	false	0.8799999999999999	Upstream	NonCoding	processed_pseudogene	-1	1	-1	85683	1
10	5	true	C5orf64	ENST00000505642	true	true	false	false	0.8700000000000001	Intronic	Coding	protein_coding	-1	2	1	22691	4
11	5	true	RP11-2O17.2	ENST00000505623	true	false	false	false	0.8700000000000001	Intronic	NonCoding	antisense	-1	4	-1	2548	5
12	5	true	RNU6-913P	ENST00000390913	true	false	false	false	0.8700000000000001	Upstream	NonCoding	snRNA	-1	1	-1	1852	1
13	5	false	C5orf64	ENST00000505642	true	false	false	false	0.8700000000000001	Intronic	Coding	protein_coding	-1	3	1	20702	4
14	5	false	RP11-2O17.2	ENST00000505623	true	true	false	false	0.8700000000000001	Intronic	NonCoding	antisense	-1	3	-1	1576	5
15	5	false	RNU6-913P	ENST00000390913	true	true	false	false	0.8700000000000001	Upstream	NonCoding	snRNA	-1	0	-1	1696	1
16	7	true	HGF	ENST00000222390	true	true	false	false	1.973	Intronic	Coding	protein_coding	-1	6	2	1041	18
17	7	false	HGF	ENST00000222390	true	false	false	false	1.984	Intronic	Coding	protein_coding	-1	7	2	579	18
18	8	true	RP11-384P7.6	ENST00000444956	true	false	false	false	1.1179999999999999	Upstream	NonCoding	antisense	-1	2	-1	92882	2
19	8	true	RP11-133O22.6	ENST00000454429	true	false	false	false	1.1179999999999999	Upstream	NonCoding	antisense	-1	2	-1	12503	4
20	8	true	UBE2R2	ENST00000263228	true	true	false	false	1.1179999999999999	Intronic	Coding	protein_coding	-1	1	0	13364	5
21	8	true	RNU4ATAC11P	ENST00000515939	true	true	false	false	1.1179999999999999	Upstream	NonCoding	snRNA	-1	0	-1	320	1
22	8	false	RP11-384P7.6	ENST00000444956	true	true	false	false	1.116	Upstream	NonCoding	antisense	-1	0	-1	-45231	2
23	8	false	RP11-133O22.6	ENST00000454429	true	true	false	false	1.116	Upstream	NonCoding	antisense	-1	0	-1	78927	4
24	8	false	UBE2R2	ENST00000263228	true	false	false	false	1.116	Intronic	Coding	protein_coding	-1	2	0	55540	5
25	8	false	RNU4ATAC11P	ENST00000515939	true	false	false	false	1.116	Upstream	NonCoding	snRNA	-1	1	-1	37199	1
26	10	true	RP11-56P9.5	ENST00000525520	true	false	false	false	1.995	Upstream	NonCoding	unprocessed_pseudogene	-1	2	-1	85863	3
27	10	true	RP11-56P9.6	ENST00000534243	true	false	false	false	1.995	Upstream	NonCoding	unprocessed_pseudogene	-1	2	-1	98512	4
28	11	true	RP11-56P9.5	ENST00000525520	true	true	false	false	2.037	Upstream	NonCoding	unprocessed_pseudogene	-1	0	-1	-1	3
29	11	true	RP11-56P9.6	ENST00000534243	true	true	false	false	2.037	Upstream	NonCoding	unprocessed_pseudogene	-1	0	-1	-12311	4
30	11	true	RP11-56P9.4	ENST00000533838	true	true	false	false	2.037	Upstream	NonCoding	unprocessed_pseudogene	-1	0	-1	-25940	2
31	11	true	TRIM51CP	ENST00000505076	true	true	false	false	2.037	Upstream	NonCoding	unprocessed_pseudogene	-1	0	-1	-35840	6
32	11	true	RP11-56P9.8	ENST00000528030	true	true	false	false	2.037	Upstream	NonCoding	unprocessed_pseudogene	-1	0	-1	-78950	4
33	12	true	EFCAB4B	ENST00000440314	true	false	false	false	1.046	Intronic	Coding	protein_coding	-1	16	1	3133	20
34	12	false	EFCAB4B	ENST00000440314	true	true	false	false	1.052	Intronic	Coding	protein_coding	-1	15	1	2721	20
35	15	true	DLGAP1	ENST00000315677	true	false	false	false	0.8500000000000001	Intronic	5P_UTR	protein_coding	-1	2	-1	147890	13
36	15	false	DLGAP1	ENST00000315677	true	true	false	false	0.8500000000000001	Intronic	5P_UTR	protein_coding	-1	1	-1	155680	13
37	17	true	FCGBP	ENST00000221347	true	false	false	false	0.8699999999999999	Upstream	Coding	protein_coding	-1	2	1	86921	36
38	17	true	CTC-471F3.4	ENST00000314084	true	false	false	false	0.8699999999999999	Upstream	NonCoding	pseudogene	-1	2	1	77820	2
39	17	true	AC007842.1	ENST00000408306	true	false	false	false	0.8699999999999999	Upstream	NonCoding	miRNA	-1	1	-1	29508	1
40	17	true	AC005614.3	ENST00000598952	true	true	false	false	0.8699999999999999	Upstream	NonCoding	antisense	-1	0	-1	1162	1
41	17	false	FCGBP	ENST00000221347	true	true	false	false	0.8799999999999999	Upstream	Coding	protein_coding	-1	0	-1	-78058	36
42	17	false	CTC-471F3.4	ENST00000314084	true	true	false	false	0.8799999999999999	Upstream	NonCoding	pseudogene	-1	0	-1	-29585	2
43	17	false	AC007842.1	ENST00000408306	true	true	false	false	0.8799999999999999	Upstream	NonCoding	miRNA	-1	0	-1	3170	1
