SampleId	ClusterId	ChainId	SvId	Type	ResolvedType	IsSynthetic	ChrStart	ChrEnd	PosStart	PosEnd	OrientStart	OrientEnd	InfoStart	InfoEnd	Ploidy
5FU-PATIENT3-N-CLONE6	0	1	2	DEL	DEL	false	1	1	218790187	218822924	1	-1	NORMAL	NORMAL	1.1458
5FU-PATIENT3-N-CLONE6	5	1	6	DUP	DUP	false	3	3	97338876	97338981	-1	1	NORMAL	NORMAL	1.6331
5FU-PATIENT3-N-CLONE6	6	1	8	DEL	DEL	false	3	3	184945997	184947568	1	-1	NORMAL	NORMAL	0.9738
5FU-PATIENT3-N-CLONE6	7	1	9	INV	INV	false	4	4	105325394	122856738	-1	-1	FOLDBACK	FOLDBACK	0.0464
5FU-PATIENT3-N-CLONE6	8	1	11	DEL	DEL	false	5	5	49903549	49903589	1	-1	NORMAL	NORMAL	0.9290
5FU-PATIENT3-N-CLONE6	9	1	13	DEL	DEL	false	7	7	54527671	54527987	1	-1	NORMAL	NORMAL	1.1500
5FU-PATIENT3-N-CLONE6	10	1	14	DEL	DEL	false	9	9	17596817	17596856	1	-1	NORMAL	NORMAL	0.8880
5FU-PATIENT3-N-CLONE6	1	1	15	DEL	DEL	false	12	12	21723015	21723891	1	-1	NORMAL	NORMAL	1.4147
5FU-PATIENT3-N-CLONE6	2	0	16	INV	RECIP_INV	false	12	12	29671380	29671816	1	1	NORMAL	NORMAL	0.6225
5FU-PATIENT3-N-CLONE6	2	0	17	INV	RECIP_INV	false	12	12	29671745	29672453	-1	-1	NORMAL	NORMAL	0.6393
5FU-PATIENT3-N-CLONE6	3	1	20	DEL	DEL	false	12	12	80524752	80525147	1	-1	NORMAL	NORMAL	1.0963
5FU-PATIENT3-N-CLONE6	4	1	21	DEL	DEL	false	12	12	105475411	105475961	1	-1	NORMAL	NORMAL	1.4607
