SampleId	Chromosome	Start	End	CopyNumber	BAF
c150216DCLONE2	11	1	53144204	2.0045	0.5088
c150216DCLONE2	11	53144205	135006516	1.9945	0.5054
c150216DCLONE2	22	1	14499999	1.9603	0.5103
c150216DCLONE2	22	14500000	51304566	1.9603	0.5103
c150216DCLONE2	12	1	36356693	1.9994	0.5106
c150216DCLONE2	12	36356694	133851895	1.9986	0.5073
c150216DCLONE2	13	1	17499999	1.9939	0.5071
c150216DCLONE2	13	17500000	115169878	1.9939	0.5071
c150216DCLONE2	14	1	17499999	1.9957	0.5044
c150216DCLONE2	14	17500000	107349540	1.9957	0.5044
c150216DCLONE2	15	1	18499999	1.9999	0.5074
c150216DCLONE2	15	18500000	102531392	1.9999	0.5074
c150216DCLONE2	16	1	36835800	1.9485	0.5134
c150216DCLONE2	16	36835801	90354753	1.9749	0.5112
c150216DCLONE2	17	1	23763005	1.9542	0.5139
c150216DCLONE2	17	23763006	81195210	1.9754	0.5113
c150216DCLONE2	18	1	16960897	2.0123	0.5038
c150216DCLONE2	18	16960898	78077248	2.0076	0.5039
c150216DCLONE2	19	1	26181781	1.8977	0.5418
c150216DCLONE2	19	26181782	59128983	1.9204	0.5287
c150216DCLONE2	1	1	123035433	1.9939	0.5067
c150216DCLONE2	1	123035434	205899001	2.0076	0.5058
c150216DCLONE2	1	205899002	205899036	1.1460	0.8657
c150216DCLONE2	1	205899037	249250621	1.9990	0.5062
c150216DCLONE2	2	1	93826170	1.9935	0.5080
c150216DCLONE2	2	93826171	243199373	2.0097	0.5053
c150216DCLONE2	3	1	92004853	2.0011	0.5066
c150216DCLONE2	3	92004854	198022430	2.0105	0.5058
c150216DCLONE2	4	1	51160116	1.9948	0.5058
c150216DCLONE2	4	51160117	191154276	2.0003	0.5086
c150216DCLONE2	5	1	47905640	1.9808	0.5081
c150216DCLONE2	5	47905641	180915260	2.0052	0.5059
c150216DCLONE2	6	1	60330165	2.0060	0.5064
c150216DCLONE2	6	60330166	171115067	2.0044	0.5058
c150216DCLONE2	7	1	59554330	2.0019	0.5059
c150216DCLONE2	7	59554331	159138663	1.9851	0.5081
c150216DCLONE2	8	1	22327904	1.9792	0.5082
c150216DCLONE2	8	22327905	22327928	1.9878	0.5103
c150216DCLONE2	8	22327929	45338886	1.9963	0.5082
c150216DCLONE2	8	45338887	146364022	1.9956	0.5062
c150216DCLONE2	X	1	60132011	0.9973	1.0000
c150216DCLONE2	X	60132012	155270560	0.9900	1.0000
c150216DCLONE2	9	1	48867678	1.9928	0.5099
c150216DCLONE2	9	48867679	141213431	1.9922	0.5044
c150216DCLONE2	Y	1	11604552	1.0032	1.0000
c150216DCLONE2	Y	11604553	59373566	0.9760	1.0000
c150216DCLONE2	20	1	27869568	2.0151	0.5046
c150216DCLONE2	20	27869569	63025520	1.9716	0.5074
c150216DCLONE2	10	1	40754934	1.9813	0.5080
c150216DCLONE2	10	40754935	135534747	2.0006	0.5072
c150216DCLONE2	21	1	12788128	1.9827	0.5069
c150216DCLONE2	21	12788129	48129895	1.9827	0.5069
