SampleId	Chromosome	Start	End	CopyNumber	BAF
5FU-PATIENT7-LivN-CLONE4	11	1	53144204	1.9998	0.5029
5FU-PATIENT7-LivN-CLONE4	11	53144205	135006516	2.0023	0.5054
5FU-PATIENT7-LivN-CLONE4	22	1	14499999	1.9627	0.5086
5FU-PATIENT7-LivN-CLONE4	22	14500000	51304566	1.9627	0.5086
5FU-PATIENT7-LivN-CLONE4	12	1	36356693	1.9917	0.5035
5FU-PATIENT7-LivN-CLONE4	12	36356694	133851895	1.9895	0.5036
5FU-PATIENT7-LivN-CLONE4	13	1	17499999	2.0087	0.5034
5FU-PATIENT7-LivN-CLONE4	13	17500000	115169878	2.0087	0.5034
5FU-PATIENT7-LivN-CLONE4	14	1	17499999	1.9920	0.5040
5FU-PATIENT7-LivN-CLONE4	14	17500000	107349540	1.9920	0.5040
5FU-PATIENT7-LivN-CLONE4	15	1	18499999	1.9854	0.5040
5FU-PATIENT7-LivN-CLONE4	15	18500000	102531392	1.9854	0.5040
5FU-PATIENT7-LivN-CLONE4	16	1	36835800	1.9681	0.5094
5FU-PATIENT7-LivN-CLONE4	16	36835801	90354753	1.9891	0.5043
5FU-PATIENT7-LivN-CLONE4	17	1	23763005	1.9566	0.5103
5FU-PATIENT7-LivN-CLONE4	17	23763006	81195210	1.9547	0.5109
5FU-PATIENT7-LivN-CLONE4	18	1	16960897	1.9859	0.5054
5FU-PATIENT7-LivN-CLONE4	18	16960898	78077248	2.0068	0.5025
5FU-PATIENT7-LivN-CLONE4	19	1	26181781	1.9071	0.5243
5FU-PATIENT7-LivN-CLONE4	19	26181782	59128983	1.9369	0.5206
5FU-PATIENT7-LivN-CLONE4	1	1	123035433	1.9900	0.5054
5FU-PATIENT7-LivN-CLONE4	1	123035434	249250621	1.9961	0.5051
5FU-PATIENT7-LivN-CLONE4	2	1	11469896	2.0245	0.5091
5FU-PATIENT7-LivN-CLONE4	2	11469897	11469949	2.6556	0.6264
5FU-PATIENT7-LivN-CLONE4	2	11469950	93826170	2.0035	0.5048
5FU-PATIENT7-LivN-CLONE4	2	93826171	243199373	2.0095	0.5037
5FU-PATIENT7-LivN-CLONE4	3	1	92004853	2.0024	0.5037
5FU-PATIENT7-LivN-CLONE4	3	92004854	198022430	2.0043	0.5034
5FU-PATIENT7-LivN-CLONE4	4	1	51160116	2.0071	0.5045
5FU-PATIENT7-LivN-CLONE4	4	51160117	191154276	2.0125	0.5039
5FU-PATIENT7-LivN-CLONE4	5	1	47905640	2.0167	0.5050
5FU-PATIENT7-LivN-CLONE4	5	47905641	180915260	2.0076	0.5047
5FU-PATIENT7-LivN-CLONE4	6	1	60330165	1.9849	0.5046
5FU-PATIENT7-LivN-CLONE4	6	60330166	80689405	2.0146	0.5049
5FU-PATIENT7-LivN-CLONE4	6	80689406	80689440	1.1529	0.8634
5FU-PATIENT7-LivN-CLONE4	6	80689441	171115067	2.0058	0.5037
5FU-PATIENT7-LivN-CLONE4	7	1	59554330	2.0025	0.5048
5FU-PATIENT7-LivN-CLONE4	7	59554331	159138663	1.9988	0.5052
5FU-PATIENT7-LivN-CLONE4	8	1	33656497	1.9942	0.5023
5FU-PATIENT7-LivN-CLONE4	8	33656498	33656556	0.8265	1.0000
5FU-PATIENT7-LivN-CLONE4	8	33656557	45338886	2.0019	0.5057
5FU-PATIENT7-LivN-CLONE4	8	45338887	146364022	2.0128	0.5042
5FU-PATIENT7-LivN-CLONE4	X	1	60132011	2.0000	0.5041
5FU-PATIENT7-LivN-CLONE4	X	60132012	155270560	2.0078	0.5037
5FU-PATIENT7-LivN-CLONE4	9	1	27082981	2.0026	0.5030
5FU-PATIENT7-LivN-CLONE4	9	27082982	27083031	1.1013	0.9038
5FU-PATIENT7-LivN-CLONE4	9	27083032	48867678	1.9885	0.5049
5FU-PATIENT7-LivN-CLONE4	9	48867679	136243300	1.9911	0.5036
5FU-PATIENT7-LivN-CLONE4	9	136243301	136243336	1.1566	0.8546
5FU-PATIENT7-LivN-CLONE4	9	136243337	141213431	1.9873	0.5066
5FU-PATIENT7-LivN-CLONE4	20	1	27869568	1.9994	0.5074
5FU-PATIENT7-LivN-CLONE4	20	27869569	63025520	1.9813	0.5050
5FU-PATIENT7-LivN-CLONE4	10	1	40754934	1.9869	0.5040
5FU-PATIENT7-LivN-CLONE4	10	40754935	135534747	2.0014	0.5053
5FU-PATIENT7-LivN-CLONE4	21	1	12788128	1.9943	0.5020
5FU-PATIENT7-LivN-CLONE4	21	12788129	48129895	1.9943	0.5020
