Id	SvId	IsStart	Gene	TranscriptId	Canonical	IsUpstream	Disruptive	ReportedDisruption	UndisruptedCopyNumber	RegionType	CodingContext	Biotype	ExonBasePhase	NextSpliceRank	NextSplicePhase	NextSpliceDistance	TotalExonCount
0	1	true	ROCK2	ENST00000315872	true	true	false	false	2.029	Intronic	Coding	protein_coding	-1	1	0	14225	33
1	1	true	AC018463.5	ENST00000545442	true	false	false	false	2.029	Upstream	NonCoding	processed_pseudogene	-1	1	0	21856	1
2	1	true	LINC00570	ENST00000417473	true	false	false	false	2.029	Upstream	NonCoding	lincRNA	-1	2	-1	70601	3
3	1	false	ROCK2	ENST00000315872	true	false	false	false	2.008	Intronic	Coding	protein_coding	-1	2	0	42087	33
4	1	false	AC018463.5	ENST00000545442	true	true	false	false	2.008	Upstream	NonCoding	processed_pseudogene	-1	0	-1	21798	1
5	1	false	LINC00570	ENST00000417473	true	true	false	false	2.008	Upstream	NonCoding	lincRNA	-1	0	-1	-21804	3
6	3	true	ELOVL4	ENST00000369816	true	false	false	false	1.1479999999999997	Upstream	Coding	protein_coding	-1	2	1	32108	6
7	3	true	GAPDHP63	ENST00000405405	true	false	false	false	1.1479999999999997	Upstream	NonCoding	processed_pseudogene	-1	1	-1	25677	1
8	3	true	TTK	ENST00000369798	true	true	false	false	1.1479999999999997	Upstream	5P_UTR	protein_coding	-1	0	-1	15473	22
9	3	false	ELOVL4	ENST00000369816	true	true	false	false	1.1569999999999998	Upstream	Coding	protein_coding	-1	0	-1	-25713	6
10	3	false	GAPDHP63	ENST00000405405	true	true	false	false	1.1569999999999998	Upstream	NonCoding	processed_pseudogene	-1	0	-1	-1	1
11	3	false	TTK	ENST00000369798	true	false	false	false	1.1569999999999998	Upstream	5P_UTR	protein_coding	-1	2	-1	26118	22
12	4	true	RP11-317N12.1	ENST00000523336	true	true	false	false	0.8200000000000001	Upstream	NonCoding	lincRNA	-1	0	-1	258794	3
13	4	true	VENTXP5	ENST00000523979	true	false	false	false	0.8200000000000001	Upstream	NonCoding	processed_pseudogene	-1	1	-1	75900	1
14	4	false	RP11-317N12.1	ENST00000523336	true	false	false	false	0.8200000000000001	Upstream	NonCoding	lincRNA	-1	2	-1	235847	3
15	4	false	VENTXP5	ENST00000523979	true	true	false	false	0.8200000000000001	Upstream	NonCoding	processed_pseudogene	-1	0	-1	-1	1
16	5	true	LRRC19	ENST00000380055	true	false	false	false	1.099	Upstream	5P_UTR	protein_coding	-1	2	-1	77290	5
17	5	true	RP11-56F10.3	ENST00000522960	true	true	false	false	1.099	Upstream	NonCoding	lincRNA	-1	0	-1	20365	2
18	5	true	TEK	ENST00000380036	true	true	false	false	1.099	Upstream	Coding	protein_coding	-1	0	-1	-21629	23
19	5	false	LRRC19	ENST00000380055	true	true	false	false	1.103	Upstream	5P_UTR	protein_coding	-1	0	-1	-1	5
20	5	false	RP11-56F10.3	ENST00000522960	true	false	false	false	1.103	Upstream	NonCoding	lincRNA	-1	2	-1	21578	2
21	5	false	TEK	ENST00000380036	true	false	false	false	1.103	Upstream	Coding	protein_coding	-1	2	1	74797	23
22	6	true	ABO	ENST00000453660	true	false	false	false	1.1560000000000001	Upstream	NonCoding	processed_transcript	-1	2	-1	92683	7
23	6	true	SURF6	ENST00000372022	true	false	false	false	1.1560000000000001	Upstream	Coding	protein_coding	-1	2	1	40065	5
24	6	true	Y_RNA	ENST00000364581	true	false	false	false	1.1560000000000001	Upstream	NonCoding	misc_RNA	-1	1	-1	38639	1
25	6	true	MED22	ENST00000491289	true	false	false	false	1.1560000000000001	Upstream	5P_UTR	protein_coding	-1	2	-1	28742	5
26	6	true	SURF1	ENST00000371974	true	false	false	false	1.1560000000000001	Upstream	Coding	protein_coding	-1	2	0	19939	9
27	6	true	SURF4	ENST00000371989	true	false	false	false	1.1560000000000001	Upstream	Coding	protein_coding	-1	2	0	330	6
28	6	true	C9orf96	ENST00000371957	true	true	true	false	1.1560000000000001	Exonic	5P_UTR	protein_coding	-1	0	-1	62	18
29	6	true	ADAMTS13	ENST00000371929	true	true	false	false	1.1560000000000001	Upstream	Coding	protein_coding	-1	0	-1	-27076	29
30	6	true	CACFD1	ENST00000540581	true	true	false	false	1.1560000000000001	Upstream	Coding	protein_coding	-1	0	-1	-80796	6
31	6	false	ABO	ENST00000453660	true	true	false	false	1.159	Upstream	NonCoding	processed_transcript	-1	0	-1	-44153	7
32	6	false	SURF6	ENST00000372022	true	true	false	false	1.159	Upstream	Coding	protein_coding	-1	0	-1	-38676	5
33	6	false	Y_RNA	ENST00000364581	true	true	false	false	1.159	Upstream	NonCoding	misc_RNA	-1	0	-1	-34793	1
34	6	false	MED22	ENST00000491289	true	true	false	false	1.159	Upstream	5P_UTR	protein_coding	-1	0	-1	-24500	5
35	6	false	SURF1	ENST00000371974	true	true	false	false	1.159	Upstream	Coding	protein_coding	-1	0	-1	-12986	9
36	6	false	SURF4	ENST00000371989	true	true	false	false	1.159	Upstream	Coding	protein_coding	-1	0	-1	28859	6
37	6	false	C9orf96	ENST00000371957	true	false	true	false	1.159	Exonic	5P_UTR	protein_coding	-1	2	0	2570	18
38	6	false	ADAMTS13	ENST00000371929	true	false	false	false	1.159	Upstream	Coding	protein_coding	-1	2	0	44884	29
39	6	false	CACFD1	ENST00000540581	true	false	false	false	1.159	Upstream	Coding	protein_coding	-1	2	1	85268	6
