Id	SvId	IsStart	Gene	TranscriptId	Canonical	IsUpstream	Disruptive	ReportedDisruption	UndisruptedCopyNumber	RegionType	CodingContext	Biotype	ExonBasePhase	NextSpliceRank	NextSplicePhase	NextSpliceDistance	TotalExonCount
0	4	true	PROSP	ENST00000474651	true	true	false	false	2.013	Upstream	NonCoding	unprocessed_pseudogene	-1	0	-1	-30143	14
1	4	true	HSPE1P19	ENST00000603327	true	true	false	false	2.013	Upstream	NonCoding	processed_pseudogene	-1	0	-1	-1	1
2	7	true	AC004769.1	ENST00000578911	true	true	false	false	2.02	Upstream	NonCoding	miRNA	-1	0	-1	-1	1
3	7	false	AC004769.1	ENST00000578911	true	false	false	false	2.0	Upstream	NonCoding	miRNA	-1	1	-1	17164	1
4	8	true	FRA10AC1	ENST00000359204	true	true	false	false	2.008	Upstream	5P_UTR	protein_coding	-1	0	-1	-1	14
5	8	true	LGI1	ENST00000371418	true	false	false	false	2.008	Upstream	Coding	protein_coding	-1	2	2	40807	8
6	8	false	FRA10AC1	ENST00000359204	true	false	false	false	1.996	Upstream	5P_UTR	protein_coding	-1	2	-1	15428	14
7	8	false	LGI1	ENST00000371418	true	true	false	false	1.996	Upstream	Coding	protein_coding	-1	0	-1	52640	8
8	10	true	RP11-56P9.5	ENST00000525520	true	false	false	false	2.01	Upstream	NonCoding	unprocessed_pseudogene	-1	2	-1	85863	3
9	10	true	RP11-56P9.6	ENST00000534243	true	false	false	false	2.01	Upstream	NonCoding	unprocessed_pseudogene	-1	2	-1	98512	4
10	11	true	RP11-56P9.10	ENST00000530465	true	false	false	false	2.07	Upstream	NonCoding	unprocessed_pseudogene	-1	2	-1	24267	10
11	11	true	TRIM51CP	ENST00000505076	true	true	false	false	2.07	Upstream	NonCoding	unprocessed_pseudogene	-1	0	-1	18160	6
12	11	true	RP11-56P9.8	ENST00000528030	true	true	false	false	2.07	Upstream	NonCoding	unprocessed_pseudogene	-1	0	-1	-24950	4
13	14	true	RP11-486O13.4	ENST00000556646	true	false	false	false	1.2849999999999997	Upstream	NonCoding	lincRNA	-1	2	-1	34515	3
14	14	true	ADAM20P1	ENST00000556964	true	false	false	false	1.2849999999999997	Upstream	NonCoding	lincRNA	-1	2	-1	98223	2
15	14	true	ADAM20	ENST00000256389	true	false	false	false	1.2849999999999997	Upstream	5P_UTR	protein_coding	-1	2	-1	46964	2
16	14	true	KRT18P7	ENST00000557241	true	true	false	false	1.2849999999999997	Upstream	NonCoding	processed_pseudogene	-1	0	-1	85872	1
17	14	true	RN7SL77P	ENST00000473332	true	true	false	false	1.2849999999999997	Upstream	NonCoding	misc_RNA	-1	0	-1	-12573	1
18	14	true	TTC9	ENST00000256367	true	true	false	false	1.2849999999999997	Upstream	Coding	protein_coding	-1	0	-1	-28107	3
19	14	false	RP11-486O13.4	ENST00000556646	true	true	false	false	1.282	Upstream	NonCoding	lincRNA	-1	0	-1	-524	3
20	14	false	ADAM20P1	ENST00000556964	true	true	false	false	1.282	Upstream	NonCoding	lincRNA	-1	0	-1	-57079	2
21	14	false	ADAM20	ENST00000256389	true	true	false	false	1.282	Upstream	5P_UTR	protein_coding	-1	0	-1	-34548	2
22	14	false	KRT18P7	ENST00000557241	true	false	false	false	1.282	Upstream	NonCoding	processed_pseudogene	-1	1	-1	12540	1
23	14	false	RN7SL77P	ENST00000473332	true	false	false	false	1.282	Upstream	NonCoding	misc_RNA	-1	1	-1	28074	1
24	14	false	TTC9	ENST00000256367	true	false	false	false	1.282	Upstream	Coding	protein_coding	-1	2	1	85552	3
25	15	true	RP11-3D23.1	ENST00000455793	true	true	false	false	2.0090000000000003	Upstream	NonCoding	processed_pseudogene	-1	0	-1	-1	1
