SampleId	Chromosome	Start	End	CopyNumber	BAF
EGAF00001014394	11	1	53144204	2.0007	0.5086
EGAF00001014394	11	53144205	135006516	1.9939	0.5097
EGAF00001014394	22	1	14499999	1.9555	0.5143
EGAF00001014394	22	14500000	51304566	1.9555	0.5143
EGAF00001014394	12	1	36356693	1.9870	0.5084
EGAF00001014394	12	36356694	38442000	2.4549	0.6035
EGAF00001014394	12	38442001	133851895	1.9878	0.5104
EGAF00001014394	13	1	17499999	2.0055	0.5065
EGAF00001014394	13	17500000	115169878	2.0055	0.5065
EGAF00001014394	14	1	17499999	1.9985	0.5125
EGAF00001014394	14	17500000	107349540	1.9985	0.5125
EGAF00001014394	15	1	18499999	1.9881	0.5094
EGAF00001014394	15	18500000	102531392	1.9881	0.5094
EGAF00001014394	16	1	36835800	1.9877	0.5142
EGAF00001014394	16	36835801	90354753	1.9992	0.5107
EGAF00001014394	17	1	23763005	1.9629	0.5109
EGAF00001014394	17	23763006	81195210	1.9598	0.5113
EGAF00001014394	18	1	16960897	2.0162	0.5105
EGAF00001014394	18	16960898	78077248	2.0023	0.5073
EGAF00001014394	19	1	26181781	1.9461	0.5250
EGAF00001014394	19	26181782	59128983	1.9614	0.5174
EGAF00001014394	1	1	123035433	1.9777	0.5093
EGAF00001014394	1	123035434	249250621	1.9790	0.5071
EGAF00001014394	2	1	93826170	1.9951	0.5093
EGAF00001014394	2	93826171	108981923	1.9953	0.5030
EGAF00001014394	2	108981924	109001643	2.9591	0.6667
EGAF00001014394	2	109001644	133027869	2.0027	0.5091
EGAF00001014394	2	133027870	133027886	1.9548	0.5028
EGAF00001014394	2	133027887	243199373	1.9855	0.5049
EGAF00001014394	3	1	92004853	2.0004	0.5074
EGAF00001014394	3	92004854	198022430	1.9902	0.5076
EGAF00001014394	4	1	51160116	2.0117	0.5091
EGAF00001014394	4	51160117	191154276	1.9941	0.5056
EGAF00001014394	5	1	47905640	2.0387	0.5136
EGAF00001014394	5	47905641	180915260	1.9920	0.5073
EGAF00001014394	6	1	60330165	1.9743	0.5089
EGAF00001014394	6	60330166	171115067	1.9974	0.5059
EGAF00001014394	7	1	59554330	1.9938	0.5077
EGAF00001014394	7	59554331	159138663	1.9977	0.5104
EGAF00001014394	8	1	45338886	2.0014	0.5103
EGAF00001014394	8	45338887	146364022	2.0054	0.5092
EGAF00001014394	X	1	60132011	0.9978	1.0000
EGAF00001014394	X	60132012	155270560	1.0075	1.0000
EGAF00001014394	9	1	48867678	1.9996	0.5076
EGAF00001014394	9	48867679	141213431	1.9822	0.5077
EGAF00001014394	Y	1	11604552	0.9905	1.0000
EGAF00001014394	Y	11604553	59373566	0.9993	1.0000
EGAF00001014394	20	1	27869568	1.9932	0.5068
EGAF00001014394	20	27869569	63025520	1.9805	0.5088
EGAF00001014394	10	1	40754934	1.9976	0.5077
EGAF00001014394	10	40754935	135534747	1.9909	0.5072
EGAF00001014394	21	1	12788128	2.0046	0.5099
EGAF00001014394	21	12788129	48129895	2.0046	0.5099
