SampleId	Chromosome	Start	End	CopyNumber	BAF
Healthy15CLONE2	11	1	53144204	2.0018	0.5097
Healthy15CLONE2	11	53144205	135006516	2.0002	0.5055
Healthy15CLONE2	22	1	14499999	1.9841	0.5045
Healthy15CLONE2	22	14500000	51304566	1.9841	0.5045
Healthy15CLONE2	12	1	36356693	2.0003	0.5080
Healthy15CLONE2	12	36356694	133851895	2.0019	0.5060
Healthy15CLONE2	13	1	17499999	1.9889	0.5074
Healthy15CLONE2	13	17500000	115169878	1.9889	0.5074
Healthy15CLONE2	14	1	17499999	1.9984	0.5049
Healthy15CLONE2	14	17500000	107349540	1.9984	0.5049
Healthy15CLONE2	15	1	18499999	2.0053	0.5048
Healthy15CLONE2	15	18500000	102531392	2.0053	0.5048
Healthy15CLONE2	16	1	33957539	1.9617	0.5108
Healthy15CLONE2	16	33957540	36835800	1.9842	0.5004
Healthy15CLONE2	16	36835801	90354753	1.9805	0.5103
Healthy15CLONE2	17	1	23763005	1.9677	0.5093
Healthy15CLONE2	17	23763006	81195210	1.9889	0.5066
Healthy15CLONE2	18	1	16960897	2.0071	0.5038
Healthy15CLONE2	18	16960898	78077248	1.9917	0.5060
Healthy15CLONE2	19	1	23293648	1.9147	0.5258
Healthy15CLONE2	19	23293649	23293691	1.2273	0.7398
Healthy15CLONE2	19	23293692	26181781	1.9327	0.5209
Healthy15CLONE2	19	26181782	59128983	1.9383	0.5166
Healthy15CLONE2	1	1	123035433	2.0021	0.5084
Healthy15CLONE2	1	123035434	249250621	2.0037	0.5068
Healthy15CLONE2	2	1	93826170	1.9949	0.5069
Healthy15CLONE2	2	93826171	133025158	1.9990	0.5081
Healthy15CLONE2	2	133025159	243199373	2.0074	0.5086
Healthy15CLONE2	3	1	92004853	1.9935	0.5057
Healthy15CLONE2	3	92004854	198022430	2.0044	0.5060
Healthy15CLONE2	4	1	51160116	1.9909	0.5078
Healthy15CLONE2	4	51160117	191154276	1.9901	0.5095
Healthy15CLONE2	5	1	47905640	1.9802	0.5078
Healthy15CLONE2	5	47905641	180915260	2.0034	0.5064
Healthy15CLONE2	6	1	60330165	2.0052	0.5065
Healthy15CLONE2	6	60330166	171115067	1.9949	0.5068
Healthy15CLONE2	7	1	59554330	2.0002	0.5105
Healthy15CLONE2	7	59554331	159138663	1.9853	0.5096
Healthy15CLONE2	8	1	45338886	1.9899	0.5115
Healthy15CLONE2	8	45338887	146364022	1.9937	0.5077
Healthy15CLONE2	X	1	60132011	1.9646	0.5122
Healthy15CLONE2	X	60132012	155270560	1.9573	0.5134
Healthy15CLONE2	9	1	48867678	1.9871	0.5076
Healthy15CLONE2	9	48867679	141213431	2.0009	0.5063
Healthy15CLONE2	20	1	27869568	2.0163	0.5047
Healthy15CLONE2	20	27869569	63025520	1.9892	0.5055
Healthy15CLONE2	10	1	40754934	1.9825	0.5079
Healthy15CLONE2	10	40754935	135534747	2.0036	0.5079
Healthy15CLONE2	21	1	12788128	1.9860	0.5061
Healthy15CLONE2	21	12788129	48129895	1.9860	0.5061
