SampleId	Chromosome	Start	End	CopyNumber	BAF
EGAF00000827249	11	1	53144204	2.0050	0.5050
EGAF00000827249	11	53144205	135006516	2.0107	0.5061
EGAF00000827249	22	1	14499999	2.0059	0.5017
EGAF00000827249	22	14500000	51304566	2.0059	0.5017
EGAF00000827249	12	1	36356693	2.0088	0.5045
EGAF00000827249	12	36356694	133851895	2.0077	0.5030
EGAF00000827249	13	1	17499999	2.0063	0.5061
EGAF00000827249	13	17500000	115169878	2.0063	0.5061
EGAF00000827249	14	1	17499999	2.0090	0.5049
EGAF00000827249	14	17500000	107349540	2.0090	0.5049
EGAF00000827249	15	1	18499999	2.0156	0.5043
EGAF00000827249	15	18500000	102531392	2.0156	0.5043
EGAF00000827249	16	1	33954751	2.0087	0.5020
EGAF00000827249	16	33954752	36835800	2.0085	0.5020
EGAF00000827249	16	36835801	90354753	2.0097	0.5031
EGAF00000827249	17	1	23763005	1.9973	0.5020
EGAF00000827249	17	23763006	81195210	2.0027	0.5020
EGAF00000827249	18	1	16960897	2.0207	0.5053
EGAF00000827249	18	16960898	78077248	2.0145	0.5037
EGAF00000827249	19	1	26181781	1.9671	0.5129
EGAF00000827249	19	26181782	59128983	1.9823	0.5048
EGAF00000827249	1	1	123035433	2.0075	0.5056
EGAF00000827249	1	123035434	249250621	2.0110	0.5053
EGAF00000827249	2	1	93826170	2.0117	0.5055
EGAF00000827249	2	93826171	243199373	2.0132	0.5047
EGAF00000827249	3	1	92004853	2.0115	0.5044
EGAF00000827249	3	92004854	198022430	2.0081	0.5041
EGAF00000827249	4	1	51160116	2.0066	0.5053
EGAF00000827249	4	51160117	191154276	1.9999	0.5034
EGAF00000827249	5	1	47905640	2.0057	0.5057
EGAF00000827249	5	47905641	180915260	2.0085	0.5032
EGAF00000827249	6	1	60330165	2.0169	0.5052
EGAF00000827249	6	60330166	171115067	2.0094	0.5057
EGAF00000827249	7	1	59554330	2.0172	0.5045
EGAF00000827249	7	59554331	159138663	2.0042	0.5035
EGAF00000827249	8	1	45338886	2.0184	0.5061
EGAF00000827249	8	45338887	146364022	2.0088	0.5046
EGAF00000827249	X	1	60132011	1.9931	0.5047
EGAF00000827249	X	60132012	155270560	1.9682	0.5084
EGAF00000827249	9	1	37329566	2.0031	0.5039
EGAF00000827249	9	37329567	37329641	2.7331	0.6364
EGAF00000827249	9	37329642	48867678	2.0324	0.5077
EGAF00000827249	9	48867679	141213431	2.0140	0.5038
EGAF00000827249	20	1	27869568	2.0343	0.5082
EGAF00000827249	20	27869569	63025520	2.0214	0.5068
EGAF00000827249	10	1	40754934	2.0206	0.5053
EGAF00000827249	10	40754935	42797290	1.9587	0.5088
EGAF00000827249	10	42797291	135534747	2.0163	0.5058
EGAF00000827249	21	1	12788128	2.0123	0.5059
EGAF00000827249	21	12788129	48129895	2.0123	0.5059
