Id	SvId	IsStart	Gene	TranscriptId	Canonical	IsUpstream	Disruptive	ReportedDisruption	UndisruptedCopyNumber	RegionType	CodingContext	Biotype	ExonBasePhase	NextSpliceRank	NextSplicePhase	NextSpliceDistance	TotalExonCount
0	0	true	MYOM3	ENST00000374434	true	true	false	false	1.9620000000000002	Upstream	5P_UTR	protein_coding	-1	0	-1	-38732	37
1	0	true	IL22RA1	ENST00000270800	true	true	false	false	1.9620000000000002	Upstream	Coding	protein_coding	-1	0	-1	-2665	7
2	0	true	IFNLR1	ENST00000327535	true	true	true	false	1.9620000000000002	Intronic	Coding	protein_coding	-1	4	0	1073	7
3	0	true	RP11-10N16.2	ENST00000439059	true	false	false	false	1.9620000000000002	Upstream	NonCoding	lincRNA	-1	2	-1	41995	3
4	0	true	AL590683.1	ENST00000408105	true	false	false	false	1.9620000000000002	Upstream	NonCoding	miRNA	-1	1	-1	67448	1
5	0	false	AL590683.2	ENST00000584309	true	false	false	false	2.0090000000000003	Upstream	NonCoding	miRNA	-1	1	-1	84440	1
6	0	false	RP11-10N16.3	ENST00000437965	true	false	false	false	2.0090000000000003	Upstream	NonCoding	antisense	-1	2	-1	42394	5
7	0	false	GRHL3	ENST00000350501	true	true	true	false	2.0090000000000003	Exonic	Coding	protein_coding	1	15	2	110	16
8	0	false	STPG1	ENST00000374409	true	false	true	false	2.0090000000000003	Intronic	Coding	protein_coding	-1	8	2	3254	9
9	0	false	NIPAL3	ENST00000374399	true	true	false	false	2.0090000000000003	Upstream	5P_UTR	protein_coding	-1	0	-1	110	12
10	8	true	GCN1L1	ENST00000300648	true	false	false	false	1.0359999999999998	Upstream	Coding	protein_coding	-1	2	0	97036	58
11	8	true	RPLP0	ENST00000551150	true	false	false	false	1.0359999999999998	Upstream	Coding	protein_coding	-1	2	0	90647	7
12	8	true	PXN	ENST00000267257	true	false	false	false	1.0359999999999998	Upstream	Coding	protein_coding	-1	2	1	25986	11
13	8	true	SIRT4	ENST00000202967	true	true	false	false	1.0359999999999998	Upstream	5P_UTR	protein_coding	-1	0	-1	9443	4
14	8	true	RPS27P25	ENST00000477404	true	true	false	false	1.0359999999999998	Upstream	NonCoding	processed_transcript	-1	0	-1	-21138	3
15	8	true	RP1-166H1.2	ENST00000536933	true	true	false	false	1.0359999999999998	Upstream	NonCoding	lincRNA	-1	0	-1	-79656	4
16	8	false	GCN1L1	ENST00000300648	true	true	false	false	1.036	Upstream	Coding	protein_coding	-1	0	-1	-94851	58
17	8	false	RPLP0	ENST00000551150	true	true	false	false	1.036	Upstream	Coding	protein_coding	-1	0	-1	-79205	7
18	8	false	PXN	ENST00000267257	true	true	false	false	1.036	Upstream	Coding	protein_coding	-1	0	-1	118	11
19	8	false	RNU4-2	ENST00000365668	true	true	true	false	1.036	Exonic	NonCoding	snRNA	-1	0	-1	118	1
20	8	false	SIRT4	ENST00000202967	true	false	false	false	1.036	Upstream	5P_UTR	protein_coding	-1	2	-1	11776	4
21	8	false	RPS27P25	ENST00000477404	true	false	false	false	1.036	Upstream	NonCoding	processed_transcript	-1	2	-1	79294	3
22	8	false	RP1-166H1.2	ENST00000536933	true	false	false	false	1.036	Upstream	NonCoding	lincRNA	-1	2	-1	101717	4
23	9	true	TJP1	ENST00000346128	true	true	false	false	1.956	Upstream	Coding	protein_coding	-1	0	-1	122775	28
24	9	false	TJP1	ENST00000346128	true	false	false	false	1.989	Upstream	Coding	protein_coding	-1	2	0	93511	28
25	9	false	CTD-2022H16.2	ENST00000557911	true	true	false	false	1.989	Upstream	NonCoding	unprocessed_pseudogene	-1	0	-1	-1	2
