SampleId	Chromosome	Start	End	CopyNumber	BAF
EGAF00001014392	11	1	53144204	2.0114	0.5060
EGAF00001014392	11	53144205	135006516	2.0066	0.5039
EGAF00001014392	22	1	14499999	1.9858	0.5079
EGAF00001014392	22	14500000	51304566	1.9858	0.5079
EGAF00001014392	12	1	36356693	2.0183	0.5047
EGAF00001014392	12	36356694	133851895	2.0115	0.5048
EGAF00001014392	13	1	17499999	2.0107	0.5047
EGAF00001014392	13	17500000	115169878	2.0107	0.5047
EGAF00001014392	14	1	17499999	2.0153	0.5046
EGAF00001014392	14	17500000	107349540	2.0153	0.5046
EGAF00001014392	15	1	18499999	2.0150	0.5043
EGAF00001014392	15	18500000	102531392	2.0150	0.5043
EGAF00001014392	16	1	36835800	2.0006	0.5053
EGAF00001014392	16	36835801	90354753	2.0048	0.5034
EGAF00001014392	17	1	23763005	2.0009	0.5056
EGAF00001014392	17	23763006	81195210	2.0018	0.5036
EGAF00001014392	18	1	16960897	2.0240	0.5067
EGAF00001014392	18	16960898	78077248	2.0065	0.5036
EGAF00001014392	19	1	26181781	1.9725	0.5121
EGAF00001014392	19	26181782	59128983	1.9792	0.5194
EGAF00001014392	1	1	123035433	2.0055	0.5037
EGAF00001014392	1	123035434	249250621	2.0106	0.5048
EGAF00001014392	2	1	93826170	2.0090	0.5037
EGAF00001014392	2	93826171	243199373	2.0110	0.5040
EGAF00001014392	3	1	92004853	2.0134	0.5058
EGAF00001014392	3	92004854	198022430	2.0133	0.5055
EGAF00001014392	4	1	51160116	2.0077	0.5041
EGAF00001014392	4	51160117	191154276	2.0087	0.5042
EGAF00001014392	5	1	47905640	2.0143	0.5044
EGAF00001014392	5	47905641	180915260	2.0101	0.5037
EGAF00001014392	6	1	60330165	2.0115	0.5040
EGAF00001014392	6	60330166	171115067	2.0125	0.5054
EGAF00001014392	7	1	59554330	2.0125	0.5046
EGAF00001014392	7	59554331	112670558	2.0086	0.5075
EGAF00001014392	7	112670559	112670576	2.1807	0.5416
EGAF00001014392	7	112670577	112670635	2.3551	0.5755
EGAF00001014392	7	112670636	112670655	2.1852	0.5425
EGAF00001014392	7	112670656	159138663	2.0127	0.5033
EGAF00001014392	8	1	45338886	2.0169	0.5046
EGAF00001014392	8	45338887	146364022	2.0090	0.5040
EGAF00001014392	X	1	60132011	1.0070	1.0000
EGAF00001014392	X	60132012	155270560	0.9992	1.0000
EGAF00001014392	9	1	48867678	2.0105	0.5068
EGAF00001014392	9	48867679	141213431	2.0093	0.5047
EGAF00001014392	Y	1	11604552	1.0002	1.0000
EGAF00001014392	Y	11604553	59373566	0.9918	1.0000
EGAF00001014392	20	1	27869568	2.0138	0.5049
EGAF00001014392	20	27869569	63025520	2.0023	0.5024
EGAF00001014392	10	1	40754934	2.0206	0.5058
EGAF00001014392	10	40754935	135534747	2.0071	0.5045
EGAF00001014392	21	1	12788128	2.0168	0.5091
EGAF00001014392	21	12788129	48129895	2.0168	0.5091
