SampleId	Chromosome	Start	End	CopyNumber	BAF
EGAF00000860184	11	1	53144204	2.0075	0.5046
EGAF00000860184	11	53144205	135006516	2.0074	0.5022
EGAF00000860184	22	1	14499999	1.9990	0.5014
EGAF00000860184	22	14500000	51304566	1.9990	0.5014
EGAF00000860184	12	1	36356693	2.0012	0.5025
EGAF00000860184	12	36356694	133851895	1.9978	0.5029
EGAF00000860184	13	1	17499999	1.9963	0.5031
EGAF00000860184	13	17500000	115169878	1.9963	0.5031
EGAF00000860184	14	1	17499999	2.0005	0.5023
EGAF00000860184	14	17500000	107349540	2.0005	0.5023
EGAF00000860184	15	1	18499999	2.0036	0.5016
EGAF00000860184	15	18500000	102531392	2.0036	0.5016
EGAF00000860184	16	1	36835800	1.9945	0.5041
EGAF00000860184	16	36835801	90354753	1.9995	0.5036
EGAF00000860184	17	1	23763005	1.9928	0.5040
EGAF00000860184	17	23763006	81195210	1.9901	0.5028
EGAF00000860184	18	1	16960897	2.0116	0.5029
EGAF00000860184	18	16960898	78077248	2.0039	0.5031
EGAF00000860184	19	1	17493702	1.9465	0.5133
EGAF00000860184	19	17493703	17493782	0.8973	1.0000
EGAF00000860184	19	17493783	26181781	1.9861	0.5079
EGAF00000860184	19	26181782	59128983	1.9773	0.5058
EGAF00000860184	1	1	123035433	2.0011	0.5025
EGAF00000860184	1	123035434	249250621	2.0001	0.5034
EGAF00000860184	2	1	93826170	2.0062	0.5026
EGAF00000860184	2	93826171	243199373	2.0060	0.5025
EGAF00000860184	3	1	92004853	2.0016	0.5029
EGAF00000860184	3	92004854	136487531	2.0029	0.5011
EGAF00000860184	3	136487532	136487769	1.1105	0.8937
EGAF00000860184	3	136487770	198022430	1.9950	0.5025
EGAF00000860184	4	1	51160116	2.0010	0.5040
EGAF00000860184	4	51160117	191154276	1.9917	0.5029
EGAF00000860184	5	1	47905640	2.0027	0.5059
EGAF00000860184	5	47905641	149557738	1.9985	0.5023
EGAF00000860184	5	149557739	149557799	3.1098	0.6801
EGAF00000860184	5	149557800	180915260	2.0037	0.5013
EGAF00000860184	6	1	60330165	2.0019	0.5024
EGAF00000860184	6	60330166	171115067	1.9975	0.5029
EGAF00000860184	7	1	10329984	1.9920	0.5024
EGAF00000860184	7	10329985	10329998	1.9990	0.5001
EGAF00000860184	7	10329999	59554330	2.0060	0.5017
EGAF00000860184	7	59554331	159138663	1.9969	0.5043
EGAF00000860184	8	1	45338886	2.0099	0.5031
EGAF00000860184	8	45338887	146364022	2.0060	0.5026
EGAF00000860184	X	1	60132011	1.9926	0.5028
EGAF00000860184	X	60132012	155270560	1.9931	0.5037
EGAF00000860184	9	1	48867678	1.9978	0.5023
EGAF00000860184	9	48867679	141213431	2.0049	0.5017
EGAF00000860184	20	1	27869568	2.0164	0.5041
EGAF00000860184	20	27869569	63025520	2.0063	0.5047
EGAF00000860184	10	1	40754934	1.9947	0.5031
EGAF00000860184	10	40754935	135534747	2.0077	0.5045
EGAF00000860184	21	1	12788128	2.0045	0.5045
EGAF00000860184	21	12788129	48129895	2.0045	0.5045
