SampleId	Chromosome	Start	End	CopyNumber	BAF
5FU-PATIENT12-COLN-CLONE1	11	1	53144204	1.9945	0.5153
5FU-PATIENT12-COLN-CLONE1	11	53144205	101150044	2.0052	0.5133
5FU-PATIENT12-COLN-CLONE1	11	101150045	101150049	2.8956	0.6629
5FU-PATIENT12-COLN-CLONE1	11	101150050	102445182	2.0300	0.5482
5FU-PATIENT12-COLN-CLONE1	11	102445183	102445183	1.1282	0.8557
5FU-PATIENT12-COLN-CLONE1	11	102445184	135006516	1.9826	0.5130
5FU-PATIENT12-COLN-CLONE1	22	1	14499999	2.0141	0.5110
5FU-PATIENT12-COLN-CLONE1	22	14500000	51304566	2.0141	0.5110
5FU-PATIENT12-COLN-CLONE1	12	1	36356693	2.0044	0.5103
5FU-PATIENT12-COLN-CLONE1	12	36356694	133851895	1.9981	0.5117
5FU-PATIENT12-COLN-CLONE1	13	1	17499999	1.9699	0.5150
5FU-PATIENT12-COLN-CLONE1	13	17500000	115169878	1.9699	0.5150
5FU-PATIENT12-COLN-CLONE1	14	1	17499999	1.9977	0.5119
5FU-PATIENT12-COLN-CLONE1	14	17500000	107349540	1.9977	0.5119
5FU-PATIENT12-COLN-CLONE1	15	1	18499999	2.0110	0.5138
5FU-PATIENT12-COLN-CLONE1	15	18500000	102531392	2.0110	0.5138
5FU-PATIENT12-COLN-CLONE1	16	1	36835800	1.9803	0.5143
5FU-PATIENT12-COLN-CLONE1	16	36835801	90354753	1.9751	0.5164
5FU-PATIENT12-COLN-CLONE1	17	1	23763005	2.0000	0.5104
5FU-PATIENT12-COLN-CLONE1	17	23763006	81195210	2.0253	0.5101
5FU-PATIENT12-COLN-CLONE1	18	1	16960897	1.9724	0.5149
5FU-PATIENT12-COLN-CLONE1	18	16960898	78077248	1.9704	0.5149
5FU-PATIENT12-COLN-CLONE1	19	1	26181781	1.9707	0.5079
5FU-PATIENT12-COLN-CLONE1	19	26181782	59128983	1.9728	0.5121
5FU-PATIENT12-COLN-CLONE1	1	1	123035433	2.0073	0.5126
5FU-PATIENT12-COLN-CLONE1	1	123035434	249250621	2.0092	0.5108
5FU-PATIENT12-COLN-CLONE1	2	1	93826170	1.9846	0.5158
5FU-PATIENT12-COLN-CLONE1	2	93826171	124315415	2.0105	0.5133
5FU-PATIENT12-COLN-CLONE1	2	124315416	124389375	2.7938	0.6639
5FU-PATIENT12-COLN-CLONE1	2	124389376	243199373	1.9934	0.5137
5FU-PATIENT12-COLN-CLONE1	3	1	92004853	1.9851	0.5127
5FU-PATIENT12-COLN-CLONE1	3	92004854	198022430	1.9949	0.5128
5FU-PATIENT12-COLN-CLONE1	4	1	51160116	1.9746	0.5141
5FU-PATIENT12-COLN-CLONE1	4	51160117	191154276	1.9743	0.5143
5FU-PATIENT12-COLN-CLONE1	5	1	47905640	1.9465	0.5162
5FU-PATIENT12-COLN-CLONE1	5	47905641	180915260	1.9957	0.5118
5FU-PATIENT12-COLN-CLONE1	6	1	29920523	2.0012	0.5117
5FU-PATIENT12-COLN-CLONE1	6	29920524	60330165	2.0310	0.5128
5FU-PATIENT12-COLN-CLONE1	6	60330166	171115067	1.9858	0.5135
5FU-PATIENT12-COLN-CLONE1	7	1	59554330	1.9872	0.5117
5FU-PATIENT12-COLN-CLONE1	7	59554331	136097205	1.9801	0.5159
5FU-PATIENT12-COLN-CLONE1	7	136097206	136097287	3.3373	0.7128
5FU-PATIENT12-COLN-CLONE1	7	136097288	159138663	1.9827	0.5154
5FU-PATIENT12-COLN-CLONE1	8	1	45338886	1.9824	0.5178
5FU-PATIENT12-COLN-CLONE1	8	45338887	146364022	1.9781	0.5133
5FU-PATIENT12-COLN-CLONE1	X	1	60132011	1.9539	0.5154
5FU-PATIENT12-COLN-CLONE1	X	60132012	110597255	1.9257	0.5222
5FU-PATIENT12-COLN-CLONE1	X	110597256	110722828	0.9232	1.0000
5FU-PATIENT12-COLN-CLONE1	X	110722829	155270560	1.9126	0.5258
5FU-PATIENT12-COLN-CLONE1	9	1	48867678	1.9863	0.5121
5FU-PATIENT12-COLN-CLONE1	9	48867679	141213431	2.0085	0.5114
5FU-PATIENT12-COLN-CLONE1	20	1	27869568	2.0120	0.5099
5FU-PATIENT12-COLN-CLONE1	20	27869569	63025520	2.0029	0.5137
5FU-PATIENT12-COLN-CLONE1	10	1	40754934	1.9806	0.5103
5FU-PATIENT12-COLN-CLONE1	10	40754935	92301556	1.9969	0.5126
5FU-PATIENT12-COLN-CLONE1	10	92301557	92301559	2.4516	0.6030
5FU-PATIENT12-COLN-CLONE1	10	92301560	135534747	2.0110	0.5115
5FU-PATIENT12-COLN-CLONE1	21	1	12788128	1.9845	0.5144
5FU-PATIENT12-COLN-CLONE1	21	12788129	48129895	1.9845	0.5144
