Id	SvId	IsStart	Gene	TranscriptId	Canonical	IsUpstream	Disruptive	ReportedDisruption	UndisruptedCopyNumber	RegionType	CodingContext	Biotype	ExonBasePhase	NextSpliceRank	NextSplicePhase	NextSpliceDistance	TotalExonCount
0	1	true	RGPD2	ENST00000398146	true	true	false	false	1.917740261638867	Upstream	Coding	protein_coding	-1	0	-1	103736	23
1	1	true	AC108479.1	ENST00000423198	true	false	false	false	1.917740261638867	Upstream	NonCoding	processed_pseudogene	-1	1	-1	61143	1
2	1	true	AC108479.2	ENST00000431142	true	false	false	false	1.917740261638867	Upstream	NonCoding	processed_pseudogene	-1	1	-1	65190	1
3	2	true	EPHA6	ENST00000389672	true	false	false	false	1.981	Intronic	Coding	protein_coding	-1	3	0	120164	18
4	2	false	EPHA6	ENST00000389672	true	true	false	false	2.0010000000000003	Intronic	Coding	protein_coding	-1	2	0	387	18
5	3	true	RGPD2	ENST00000398146	true	false	false	false	1.937740261638867	Upstream	Coding	protein_coding	-1	2	0	81514	23
6	3	true	AC108479.1	ENST00000423198	true	true	false	false	1.937740261638867	Upstream	NonCoding	processed_pseudogene	-1	0	-1	-1	1
7	3	true	AC108479.2	ENST00000431142	true	true	false	false	1.937740261638867	Upstream	NonCoding	processed_pseudogene	-1	0	-1	-61143	1
8	4	true	GSTA4	ENST00000370963	true	false	false	false	0.96	Upstream	5P_UTR	protein_coding	-1	2	-1	76759	7
9	4	true	Y_RNA	ENST00000516297	true	false	false	false	0.96	Upstream	NonCoding	misc_RNA	-1	1	-1	92882	1
10	4	true	ICK	ENST00000356971	true	false	false	false	0.96	Upstream	5P_UTR	protein_coding	-1	2	-1	10335	15
11	4	true	FBXO9	ENST00000244426	true	true	false	false	0.96	Intronic	Coding	protein_coding	-1	1	0	994	12
12	4	true	RN7SL244P	ENST00000493405	true	true	false	false	0.96	Upstream	NonCoding	misc_RNA	-1	0	-1	-10367	1
13	4	false	GSTA4	ENST00000370963	true	true	false	false	0.9699999999999998	Upstream	5P_UTR	protein_coding	-1	0	-1	-66903	7
14	4	false	Y_RNA	ENST00000516297	true	true	false	false	0.9699999999999998	Upstream	NonCoding	misc_RNA	-1	0	-1	-89501	1
15	4	false	ICK	ENST00000356971	true	true	false	false	0.9699999999999998	Upstream	5P_UTR	protein_coding	-1	0	-1	53940	15
16	4	false	FBXO9	ENST00000244426	true	false	false	false	0.9699999999999998	Intronic	Coding	protein_coding	-1	2	0	1275	12
17	4	false	RN7SL244P	ENST00000493405	true	false	false	false	0.9699999999999998	Upstream	NonCoding	misc_RNA	-1	1	-1	18755	1
18	5	true	RP11-367G18.2	ENST00000402798	true	true	false	false	1.2890000000000001	Upstream	NonCoding	processed_pseudogene	-1	0	-1	11032	1
19	5	true	AL357519.2	ENST00000583518	true	true	false	false	1.2890000000000001	Upstream	NonCoding	miRNA	-1	0	-1	-27066	1
20	5	false	RP11-367G18.2	ENST00000402798	true	false	false	false	1.2890000000000001	Upstream	NonCoding	processed_pseudogene	-1	1	-1	27025	1
21	5	false	AL357519.2	ENST00000583518	true	false	false	false	1.2890000000000001	Upstream	NonCoding	miRNA	-1	1	-1	48439	1
22	7	true	SLC25A47P1	ENST00000531577	true	false	false	false	1.7363135845829534	Upstream	NonCoding	processed_pseudogene	-1	1	-1	95507	1
23	7	true	RP11-1036E20.9	ENST00000399003	true	false	false	false	1.7363135845829534	Upstream	NonCoding	lincRNA	-1	2	-1	75276	2
24	7	true	RP11-1036E20.7	ENST00000532980	true	false	false	false	1.7363135845829534	Upstream	NonCoding	processed_pseudogene	-1	1	-1	69823	1
25	7	true	RN7SL435P	ENST00000584418	true	false	false	false	1.7363135845829534	Upstream	NonCoding	misc_RNA	-1	1	-1	67976	1
26	7	true	OR5AN2P	ENST00000534535	true	false	false	false	1.7363135845829534	Upstream	NonCoding	unprocessed_pseudogene	-1	1	-1	48733	1
27	7	true	OR5BR1P	ENST00000524992	true	false	false	false	1.7363135845829534	Upstream	NonCoding	unprocessed_pseudogene	-1	1	-1	25223	1
28	7	true	OR5AN1	ENST00000313940	true	true	false	false	1.7363135845829534	Upstream	5P_UTR	protein_coding	-1	0	-1	-1	1
29	7	true	OR5A1	ENST00000302030	true	true	false	false	1.7363135845829534	Upstream	5P_UTR	protein_coding	-1	0	-1	-5103	1
30	7	true	OR4D6	ENST00000300127	true	true	false	false	1.7363135845829534	Upstream	5P_UTR	protein_coding	-1	0	-1	-83835	1
31	8	true	SYT7	ENST00000540677	true	false	false	false	0.8699999999999999	Intronic	Coding	protein_coding	-1	5	2	5244	10
32	8	true	RP11-855O10.2	ENST00000506329	true	true	false	false	0.8699999999999999	Upstream	NonCoding	lincRNA	-1	0	-1	29568	4
33	8	true	RPLP0P2	ENST00000496593	true	true	false	false	0.8699999999999999	Upstream	NonCoding	processed_transcript	-1	0	-1	-67127	5
34	8	false	SYT7	ENST00000540677	true	true	false	false	0.8700000000000001	Intronic	Coding	protein_coding	-1	4	2	4011	10
