SampleId	ClusterId	ChainId	SvId	Type	ResolvedType	IsSynthetic	ChrStart	ChrEnd	PosStart	PosEnd	OrientStart	OrientEnd	InfoStart	InfoEnd	Ploidy
5FU-PATIENT3-N-CLONE2	5	1	0	DEL	DEL	false	1	1	9709290	9709329	1	-1	NORMAL	NORMAL	0.3163
5FU-PATIENT3-N-CLONE2	6	0	2	INV	RECIP_INV_DUPS	true	2	2	143956019	143956182	-1	-1	NORMAL	NORMAL	0.5604
5FU-PATIENT3-N-CLONE2	6	0	3	INV	RECIP_INV_DUPS	true	2	2	143956026	143956503	1	1	NORMAL	NORMAL	0.5018
5FU-PATIENT3-N-CLONE2	6	0	4	DEL	RECIP_INV_DUPS	true	2	2	143956174	143957032	1	-1	NORMAL	NORMAL	0.5867
5FU-PATIENT3-N-CLONE2	7	1	5	DEL	DEL	false	3	3	151807541	151811675	1	-1	NORMAL	NORMAL	0.9076
5FU-PATIENT3-N-CLONE2	8	0	6	INV	RECIP_INV	false	4	4	125431020	126294799	-1	-1	NORMAL	NORMAL	0.4212
5FU-PATIENT3-N-CLONE2	8	0	7	INV	RECIP_INV	false	4	4	125431014	126294802	1	1	NORMAL	NORMAL	0.4485
5FU-PATIENT3-N-CLONE2	27	0	8	INF	COMPLEX	false	5	-1	37833000	0	1	0	NORMAL		0.6840
5FU-PATIENT3-N-CLONE2	27	0	9	INV	COMPLEX	false	5	5	37973373	37973422	-1	-1	NORMAL	NORMAL	0.5516
5FU-PATIENT3-N-CLONE2	27	1	10	DEL	COMPLEX	false	5	5	38226806	38435995	1	-1	NORMAL	NORMAL	0.3555
5FU-PATIENT3-N-CLONE2	27	1	11	INV	COMPLEX	false	5	5	38152421	38895108	-1	-1	NORMAL	NORMAL	0.6551
5FU-PATIENT3-N-CLONE2	27	1	12	INV	COMPLEX	false	5	5	38754647	39080859	1	1	NORMAL	NORMAL	0.6386
5FU-PATIENT3-N-CLONE2	27	1	13	DEL	COMPLEX	false	5	5	38888187	39138173	1	-1	NORMAL	NORMAL	0.6737
5FU-PATIENT3-N-CLONE2	27	1	14	INV	COMPLEX	false	5	5	38513302	39219420	-1	-1	NORMAL	NORMAL	0.5206
5FU-PATIENT3-N-CLONE2	27	1	15	INV	COMPLEX	false	5	5	38560790	39344421	-1	-1	NORMAL	NORMAL	0.6568
5FU-PATIENT3-N-CLONE2	27	3	16	INV	COMPLEX	false	5	5	39465792	39465870	-1	-1	NORMAL	NORMAL	1.1690
5FU-PATIENT3-N-CLONE2	27	1	17	DUP	COMPLEX	false	5	5	39465816	39466223	-1	1	NORMAL	NORMAL	7.9386
5FU-PATIENT3-N-CLONE2	27	4	17	DUP	COMPLEX	false	5	5	39465816	39466223	-1	1	NORMAL	NORMAL	7.9386
5FU-PATIENT3-N-CLONE2	27	1	18	DUP	COMPLEX	false	5	5	38231783	39466245	-1	1	NORMAL	NORMAL	0.7569
5FU-PATIENT3-N-CLONE2	27	4	19	DUP	COMPLEX	false	5	5	39465740	39466393	-1	1	NORMAL	NORMAL	2.6867
5FU-PATIENT3-N-CLONE2	27	4	20	DUP	COMPLEX	false	5	5	39465772	39466418	-1	1	NORMAL	NORMAL	1.9520
5FU-PATIENT3-N-CLONE2	27	4	21	DUP	COMPLEX	false	5	5	39465860	39466422	-1	1	NORMAL	NORMAL	1.5203
5FU-PATIENT3-N-CLONE2	27	4	22	DUP	COMPLEX	false	5	5	39466188	39466446	-1	1	NORMAL	NORMAL	2.8680
5FU-PATIENT3-N-CLONE2	27	4	23	DUP	COMPLEX	false	5	5	39465775	39466478	-1	1	NORMAL	NORMAL	1.8076
5FU-PATIENT3-N-CLONE2	27	0	24	DUP	COMPLEX	false	5	5	39466701	39466792	-1	1	NORMAL	NORMAL	0.5959
5FU-PATIENT3-N-CLONE2	27	0	25	DEL	COMPLEX	false	5	5	37973416	39557971	1	-1	NORMAL	NORMAL	0.6997
5FU-PATIENT3-N-CLONE2	27	2	26	INV	COMPLEX	false	5	5	38232648	39602466	1	1	FOLDBACK	NORMAL	0.4472
5FU-PATIENT3-N-CLONE2	27	0	27	DUP	COMPLEX	false	5	5	39433842	39602887	-1	1	NORMAL	NORMAL	0.7454
5FU-PATIENT3-N-CLONE2	27	1	28	DEL	COMPLEX	false	5	5	39369282	39841720	1	-1	NORMAL	NORMAL	0.6005
5FU-PATIENT3-N-CLONE2	27	2	29	INV	COMPLEX	false	5	5	38232406	39841751	-1	-1	NORMAL	NORMAL	0.8183
5FU-PATIENT3-N-CLONE2	27	1	30	DEL	COMPLEX	false	5	5	39466463	39841804	1	-1	NORMAL	NORMAL	1.1300
5FU-PATIENT3-N-CLONE2	27	5	31	INV	COMPLEX	false	5	5	39465872	39841838	-1	-1	NORMAL	NORMAL	0.4559
5FU-PATIENT3-N-CLONE2	27	1	32	DUP	COMPLEX	false	5	5	39465810	39842117	-1	1	NORMAL	NORMAL	0.6223
5FU-PATIENT3-N-CLONE2	27	3	33	INV	COMPLEX	false	5	5	39842117	39842126	1	1	FOLDBACK	FOLDBACK	0.3859
5FU-PATIENT3-N-CLONE2	27	3	34	DEL	COMPLEX	false	5	5	39466226	39855005	1	-1	NORMAL	NORMAL	1.0756
5FU-PATIENT3-N-CLONE2	27	5	35	INF	COMPLEX	false	5	-1	39855005	0	1	0	NORMAL		0.3740
5FU-PATIENT3-N-CLONE2	27	3	36	DEL	COMPLEX	false	5	5	39467450	39898401	1	-1	NORMAL	NORMAL	0.9313
5FU-PATIENT3-N-CLONE2	27	3	37	DUP	COMPLEX	false	5	5	39898395	39915584	-1	1	NORMAL	NORMAL	0.7277
5FU-PATIENT3-N-CLONE2	27	3	38	INV	COMPLEX	false	5	5	39083586	39919607	-1	-1	NORMAL	NORMAL	0.6967
5FU-PATIENT3-N-CLONE2	27	1	39	INV	COMPLEX	false	5	5	38761145	39919629	-1	-1	NORMAL	NORMAL	0.7819
5FU-PATIENT3-N-CLONE2	27	4	40	INV	COMPLEX	false	5	5	39466465	39919662	1	1	NORMAL	NORMAL	3.0137
5FU-PATIENT3-N-CLONE2	27	1	41	INV	COMPLEX	false	5	5	39747188	39923650	1	1	NORMAL	NORMAL	0.7486
5FU-PATIENT3-N-CLONE2	27	1	42	INV	COMPLEX	false	5	5	39724934	39927749	-1	-1	NORMAL	NORMAL	0.7035
5FU-PATIENT3-N-CLONE2	27	1	43	INV	COMPLEX	false	5	5	39923307	39927783	-1	-1	NORMAL	NORMAL	0.7028
5FU-PATIENT3-N-CLONE2	27	1	44	INV	COMPLEX	false	5	5	39926907	39927897	1	1	NORMAL	NORMAL	0.4936
5FU-PATIENT3-N-CLONE2	27	3	45	DUP	COMPLEX	false	5	5	39841677	39928051	-1	1	NORMAL	NORMAL	0.9310
5FU-PATIENT3-N-CLONE2	27	1	46	DEL	COMPLEX	false	5	5	38232600	39930079	1	-1	NORMAL	NORMAL	0.6716
5FU-PATIENT3-N-CLONE2	27	1	47	INV	COMPLEX	false	5	5	38631211	39964981	1	1	NORMAL	NORMAL	0.6434
5FU-PATIENT3-N-CLONE2	27	1	48	INV	COMPLEX	false	5	5	39339999	40033963	1	1	NORMAL	NORMAL	0.6753
5FU-PATIENT3-N-CLONE2	27	2	49	DEL	COMPLEX	false	5	5	38244944	40550290	1	-1	FOLDBACK	NORMAL	0.8179
5FU-PATIENT3-N-CLONE2	27	2	50	DUP	COMPLEX	false	5	5	39602346	40550410	-1	1	NORMAL	NORMAL	0.4825
5FU-PATIENT3-N-CLONE2	27	0	51	DEL	COMPLEX	false	5	5	39466163	40552418	1	-1	NORMAL	NORMAL	0.5184
5FU-PATIENT3-N-CLONE2	27	0	52	DUP	COMPLEX	false	5	5	37784511	40565872	-1	1	NORMAL	NORMAL	0.5719
5FU-PATIENT3-N-CLONE2	27	1	53	INV	COMPLEX	false	5	5	40082374	40606956	-1	-1	NORMAL	NORMAL	0.7420
5FU-PATIENT3-N-CLONE2	27	1	54	DUP	COMPLEX	false	5	5	39294268	40633717	-1	1	NORMAL	NORMAL	0.7692
5FU-PATIENT3-N-CLONE2	27	1	55	INV	COMPLEX	false	5	5	40196139	40772263	1	1	NORMAL	NORMAL	0.7029
5FU-PATIENT3-N-CLONE2	27	1	56	DEL	COMPLEX	false	5	5	39284949	40978039	1	-1	NORMAL	NORMAL	0.6799
5FU-PATIENT3-N-CLONE2	27	0	57	INV	COMPLEX	false	5	5	39467110	40978569	1	1	NORMAL	NORMAL	0.6937
5FU-PATIENT3-N-CLONE2	27	0	58	INV	COMPLEX	false	5	5	40816708	40996044	-1	-1	NORMAL	NORMAL	0.6524
5FU-PATIENT3-N-CLONE2	27	3	59	DEL	COMPLEX	false	5	5	39416773	40996298	1	-1	NORMAL	NORMAL	0.6527
5FU-PATIENT3-N-CLONE2	27	3	60	INV	COMPLEX	false	5	5	39898444	40996575	1	1	NORMAL	NORMAL	0.6757
