Id	SvId	IsStart	Gene	TranscriptId	Canonical	IsUpstream	Disruptive	ReportedDisruption	UndisruptedCopyNumber	RegionType	CodingContext	Biotype	ExonBasePhase	NextSpliceRank	NextSplicePhase	NextSpliceDistance	TotalExonCount
0	6	true	PKD1L1	ENST00000289672	true	true	false	false	1.0608119346633642	Intronic	Coding	protein_coding	-1	45	2	1775	57
1	6	false	RPL17P35	ENST00000432217	true	true	false	false	1.0418119346633645	Upstream	NonCoding	processed_pseudogene	-1	0	-1	-1	1
2	7	true	PKD1L1	ENST00000289672	true	false	false	false	1.1824924985192222	Intronic	Coding	protein_coding	-1	46	2	4658	57
3	7	false	RPL17P35	ENST00000432217	true	false	false	false	1.2214924985192224	Upstream	NonCoding	processed_pseudogene	-1	1	-1	35406	1
4	8	true	DDX10	ENST00000322536	true	false	false	false	2.0200000000000005	Intronic	Coding	protein_coding	-1	17	0	27698	18
5	8	true	CYCSP29	ENST00000533731	true	true	false	false	2.0200000000000005	Upstream	NonCoding	processed_pseudogene	-1	0	-1	-1	1
6	8	true	AP003027.1	ENST00000366160	true	false	false	false	2.0200000000000005	Upstream	NonCoding	pseudogene	-1	2	0	69011	3
7	8	false	DDX10	ENST00000322536	true	true	false	false	2.0100000000000002	Intronic	Coding	protein_coding	-1	16	0	38126	18
8	8	false	CYCSP29	ENST00000533731	true	false	false	false	2.0100000000000002	Upstream	NonCoding	processed_pseudogene	-1	1	-1	67685	1
9	8	false	AP003027.1	ENST00000366160	true	true	false	false	2.0100000000000002	Upstream	NonCoding	pseudogene	-1	0	-1	-49911	3
10	10	true	SNORA25	ENST00000364121	true	false	false	false	1.2599999999999998	Upstream	NonCoding	snoRNA	-1	1	-1	46347	1
11	10	true	SLC28A1	ENST00000394573	true	true	false	false	1.2599999999999998	Intronic	Coding	protein_coding	-1	6	2	3839	19
12	10	true	PDE8A	ENST00000310298	true	true	false	false	1.2599999999999998	Upstream	5P_UTR	protein_coding	-1	0	-1	-76543	23
13	10	false	SNORA25	ENST00000364121	true	true	false	false	1.2639999999999998	Upstream	NonCoding	snoRNA	-1	0	-1	39528	1
14	10	false	SLC28A1	ENST00000394573	true	false	false	false	1.2639999999999998	Intronic	Coding	protein_coding	-1	7	2	5103	19
15	10	false	PDE8A	ENST00000310298	true	false	false	false	1.2639999999999998	Upstream	5P_UTR	protein_coding	-1	2	-1	82980	23
16	11	true	RBFOX1	ENST00000311745	true	true	false	false	0.9399999999999997	Upstream	Coding	protein_coding	-1	0	-1	-168827	13
17	11	false	RBFOX1	ENST00000311745	true	false	false	false	0.94	Upstream	Coding	protein_coding	-1	2	0	801480	13
18	11	false	RP11-185J20.2	ENST00000567192	true	false	false	false	0.94	Upstream	NonCoding	processed_pseudogene	-1	1	-1	5118	1
19	11	false	RNU7-99P	ENST00000516271	true	false	false	false	0.94	Upstream	NonCoding	snRNA	-1	1	-1	32240	1
20	13	true	KIAA1328	ENST00000280020	true	true	false	false	1.5489999999999997	Intronic	Coding	protein_coding	-1	6	0	89120	10
21	14	true	HCG4P7	ENST00000420084	true	true	false	false	2.0189999999999997	Upstream	NonCoding	unprocessed_pseudogene	-1	0	-1	-44840	1
22	14	true	MCCD1P1	ENST00000445732	true	true	false	false	2.0189999999999997	Upstream	NonCoding	unprocessed_pseudogene	-1	0	-1	-25810	2
23	14	true	HCG4B	ENST00000450128	true	true	false	false	2.0189999999999997	Upstream	NonCoding	unprocessed_pseudogene	-1	0	-1	-9716	1
24	14	true	HCG4P5	ENST00000429656	true	true	false	false	2.0189999999999997	Upstream	NonCoding	unprocessed_pseudogene	-1	0	-1	18293	1
25	14	true	HLA-W	ENST00000439514	true	false	false	false	2.0189999999999997	Upstream	NonCoding	unprocessed_pseudogene	-1	2	-1	4656	5
26	14	true	HCG9	ENST00000376800	true	false	false	false	2.0189999999999997	Upstream	NonCoding	lincRNA	-1	2	-1	24871	3
27	14	true	DDX39BP2	ENST00000453923	true	false	false	false	2.0189999999999997	Upstream	NonCoding	unprocessed_pseudogene	-1	2	-1	40688	2
28	14	true	HLA-J	ENST00000462773	true	false	false	false	2.0189999999999997	Upstream	NonCoding	processed_transcript	-1	2	-1	54017	6
29	14	true	ETF1P1	ENST00000427296	true	false	false	false	2.0189999999999997	Upstream	NonCoding	processed_pseudogene	-1	2	-1	79673	2
30	14	false	KIAA1328	ENST00000280020	true	false	false	false	1.548	Intronic	Coding	protein_coding	-1	7	0	18332	10
31	16	true	SMOX	ENST00000305958	true	true	false	false	1.2160000000000002	Intronic	Coding	protein_coding	-1	3	0	1692	7
32	16	true	RP4-779E11.3	ENST00000419003	true	true	false	false	1.2160000000000002	Upstream	NonCoding	antisense	-1	0	-1	-8001	3
33	16	false	SMOX	ENST00000305958	true	false	false	false	1.2159999999999997	Intronic	Coding	protein_coding	-1	4	0	2489	7
34	16	false	RP4-779E11.3	ENST00000419003	true	false	false	false	1.2159999999999997	Upstream	NonCoding	antisense	-1	2	-1	15968	3
35	18	true	OR5K1	ENST00000332650	true	true	false	false	1.1812539197580996	Upstream	5P_UTR	protein_coding	-1	0	-1	3092	1
36	18	true	OR5K2	ENST00000427338	true	true	false	false	1.1812539197580996	Upstream	5P_UTR	protein_coding	-1	0	-1	-8693	1
37	18	true	RP11-227H4.5	ENST00000502999	true	true	false	false	1.1812539197580996	Upstream	NonCoding	antisense	-1	0	-1	-36817	2
38	18	true	GPR15	ENST00000284311	true	true	false	false	1.1812539197580996	Upstream	5P_UTR	protein_coding	-1	0	-1	-64424	1
39	18	false	ARHGAP6	ENST00000337414	true	true	false	false	1.943	Upstream	Coding	protein_coding	-1	0	-1	-9196	13
40	18	false	GS1-590J6.2	ENST00000422830	true	true	false	false	1.943	Upstream	NonCoding	processed_pseudogene	-1	0	-1	-1	1
41	18	false	MSL3	ENST00000312196	true	false	false	false	1.943	Upstream	Coding	protein_coding	-1	2	0	45006	13
42	19	true	OR5K1	ENST00000332650	true	false	false	false	0.9231255277226158	Upstream	5P_UTR	protein_coding	-1	1	-1	8705	1
43	19	true	OR5K2	ENST00000427338	true	false	false	false	0.9231255277226158	Upstream	5P_UTR	protein_coding	-1	1	-1	36829	1
44	19	true	RP11-227H4.5	ENST00000502999	true	false	false	false	0.9231255277226158	Upstream	NonCoding	antisense	-1	2	-1	64436	2
45	19	true	GPR15	ENST00000284311	true	false	false	false	0.9231255277226158	Upstream	5P_UTR	protein_coding	-1	1	-1	71124	1
46	19	false	ARHGAP6	ENST00000337414	true	false	false	false	1.988	Upstream	Coding	protein_coding	-1	2	0	49647	13
47	19	false	GS1-590J6.2	ENST00000422830	true	false	false	false	1.988	Upstream	NonCoding	processed_pseudogene	-1	1	-1	9758	1
48	19	false	MSL3	ENST00000312196	true	true	false	false	1.988	Upstream	Coding	protein_coding	-1	0	-1	-1	13
49	11	true	RP11-420N3.2	ENST00000569895	false	true	true	false	0.0	Intronic	NonCoding	processed_transcript	-1	5	-1	289849	7
50	11	false	RBFOX1	ENST00000547605	false	false	true	false	0.0	Intronic	5P_UTR	protein_coding	-1	4	-1	335389	12
