SampleId	Chromosome	Start	End	CopyNumber	BAF
5FU-PATIENT12-COLN-CLONE7	11	1	53144204	2.0125	0.5138
5FU-PATIENT12-COLN-CLONE7	11	53144205	108760901	2.0160	0.5125
5FU-PATIENT12-COLN-CLONE7	11	108760902	108761062	3.4307	0.7135
5FU-PATIENT12-COLN-CLONE7	11	108761063	135006516	2.0095	0.5110
5FU-PATIENT12-COLN-CLONE7	22	1	14499999	2.0301	0.5111
5FU-PATIENT12-COLN-CLONE7	22	14500000	51304566	2.0301	0.5111
5FU-PATIENT12-COLN-CLONE7	12	1	36356693	2.0243	0.5140
5FU-PATIENT12-COLN-CLONE7	12	36356694	133851895	2.0159	0.5109
5FU-PATIENT12-COLN-CLONE7	13	1	17499999	1.9885	0.5135
5FU-PATIENT12-COLN-CLONE7	13	17500000	115169878	1.9885	0.5135
5FU-PATIENT12-COLN-CLONE7	14	1	17499999	2.0141	0.5130
5FU-PATIENT12-COLN-CLONE7	14	17500000	107349540	2.0141	0.5130
5FU-PATIENT12-COLN-CLONE7	15	1	18499999	2.0323	0.5131
5FU-PATIENT12-COLN-CLONE7	15	18500000	85442193	2.0323	0.5131
5FU-PATIENT12-COLN-CLONE7	15	85442194	85442224	1.2621	0.7840
5FU-PATIENT12-COLN-CLONE7	15	85442225	102531392	2.0083	0.5105
5FU-PATIENT12-COLN-CLONE7	16	1	6656907	2.0054	0.5146
5FU-PATIENT12-COLN-CLONE7	16	6656908	6766668	0.9369	1.0000
5FU-PATIENT12-COLN-CLONE7	16	6766669	36835800	1.9971	0.5130
5FU-PATIENT12-COLN-CLONE7	16	36835801	90354753	1.9933	0.5137
5FU-PATIENT12-COLN-CLONE7	17	1	23763005	2.0138	0.5086
5FU-PATIENT12-COLN-CLONE7	17	23763006	81195210	2.0392	0.5121
5FU-PATIENT12-COLN-CLONE7	18	1	16960897	1.9872	0.5117
5FU-PATIENT12-COLN-CLONE7	18	16960898	34628518	2.0081	0.5131
5FU-PATIENT12-COLN-CLONE7	18	34628519	34628520	1.5476	0.6245
5FU-PATIENT12-COLN-CLONE7	18	34628521	78077248	1.9796	0.5118
5FU-PATIENT12-COLN-CLONE7	19	1	26181781	1.9855	0.5064
5FU-PATIENT12-COLN-CLONE7	19	26181782	59128983	1.9914	0.5108
5FU-PATIENT12-COLN-CLONE7	1	1	123035433	2.0239	0.5126
5FU-PATIENT12-COLN-CLONE7	1	123035434	249250621	2.0237	0.5118
5FU-PATIENT12-COLN-CLONE7	2	1	93826170	2.0028	0.5145
5FU-PATIENT12-COLN-CLONE7	2	93826171	243199373	2.0137	0.5122
5FU-PATIENT12-COLN-CLONE7	3	1	92004853	2.0015	0.5135
5FU-PATIENT12-COLN-CLONE7	3	92004854	98179618	1.9515	0.5125
5FU-PATIENT12-COLN-CLONE7	3	98179619	98179631	2.9280	0.6643
5FU-PATIENT12-COLN-CLONE7	3	98179632	198022430	2.0158	0.5124
5FU-PATIENT12-COLN-CLONE7	4	1	51160116	1.9936	0.5133
5FU-PATIENT12-COLN-CLONE7	4	51160117	191154276	1.9923	0.5135
5FU-PATIENT12-COLN-CLONE7	5	1	47905640	1.9667	0.5139
5FU-PATIENT12-COLN-CLONE7	5	47905641	180915260	2.0130	0.5115
5FU-PATIENT12-COLN-CLONE7	6	1	29920559	2.0161	0.5113
5FU-PATIENT12-COLN-CLONE7	6	29920560	60330165	2.0476	0.5136
5FU-PATIENT12-COLN-CLONE7	6	60330166	171115067	2.0044	0.5112
5FU-PATIENT12-COLN-CLONE7	7	1	47865172	2.0059	0.5104
5FU-PATIENT12-COLN-CLONE7	7	47865173	47865442	2.8762	0.6586
5FU-PATIENT12-COLN-CLONE7	7	47865443	59554330	1.9783	0.5147
5FU-PATIENT12-COLN-CLONE7	7	59554331	159138663	1.9978	0.5111
5FU-PATIENT12-COLN-CLONE7	8	1	45338886	1.9984	0.5143
5FU-PATIENT12-COLN-CLONE7	8	45338887	146364022	1.9982	0.5113
5FU-PATIENT12-COLN-CLONE7	X	1	11732905	1.9419	0.5203
5FU-PATIENT12-COLN-CLONE7	X	11732906	11733468	2.9085	0.6676
5FU-PATIENT12-COLN-CLONE7	X	11733469	60132011	1.9863	0.5133
5FU-PATIENT12-COLN-CLONE7	X	60132012	155270560	1.9498	0.5176
5FU-PATIENT12-COLN-CLONE7	9	1	48867678	2.0018	0.5129
5FU-PATIENT12-COLN-CLONE7	9	48867679	141213431	2.0252	0.5114
5FU-PATIENT12-COLN-CLONE7	20	1	4159916	2.0358	0.5088
5FU-PATIENT12-COLN-CLONE7	20	4159917	4159960	1.2116	0.8232
5FU-PATIENT12-COLN-CLONE7	20	4159961	27869568	2.0255	0.5076
5FU-PATIENT12-COLN-CLONE7	20	27869569	63025520	2.0192	0.5101
5FU-PATIENT12-COLN-CLONE7	10	1	40754934	1.9925	0.5085
5FU-PATIENT12-COLN-CLONE7	10	40754935	66416070	1.9943	0.5087
5FU-PATIENT12-COLN-CLONE7	10	66416071	66416085	2.8935	0.6590
5FU-PATIENT12-COLN-CLONE7	10	66416086	135534747	2.0248	0.5127
5FU-PATIENT12-COLN-CLONE7	21	1	12788128	2.0000	0.5138
5FU-PATIENT12-COLN-CLONE7	21	12788129	48129895	2.0000	0.5138
