SampleId	Chromosome	Start	End	CopyNumber	BAF
Healthy15CLONE1	11	1	53144204	2.0157	0.5099
Healthy15CLONE1	11	53144205	55012000	2.5124	0.5782
Healthy15CLONE1	11	55012001	135006516	2.0065	0.5053
Healthy15CLONE1	22	1	14499999	1.9854	0.5057
Healthy15CLONE1	22	14500000	51304566	1.9854	0.5057
Healthy15CLONE1	12	1	36356693	2.0096	0.5088
Healthy15CLONE1	12	36356694	133851895	2.0046	0.5057
Healthy15CLONE1	13	1	17499999	1.9980	0.5080
Healthy15CLONE1	13	17500000	115169878	1.9980	0.5080
Healthy15CLONE1	14	1	17499999	2.0005	0.5055
Healthy15CLONE1	14	17500000	107349540	2.0005	0.5055
Healthy15CLONE1	15	1	18499999	2.0074	0.5057
Healthy15CLONE1	15	18500000	102531392	2.0074	0.5057
Healthy15CLONE1	16	1	33957539	1.9688	0.5079
Healthy15CLONE1	16	33957540	36835800	1.9734	0.6429
Healthy15CLONE1	16	36835801	90354753	1.9839	0.5057
Healthy15CLONE1	17	1	23763005	1.9657	0.5099
Healthy15CLONE1	17	23763006	59205243	1.9771	0.5067
Healthy15CLONE1	17	59205244	59205305	2.7527	0.6457
Healthy15CLONE1	17	59205306	81195210	1.9929	0.5123
Healthy15CLONE1	18	1	16960897	2.0163	0.5053
Healthy15CLONE1	18	16960898	78077248	1.9980	0.5045
Healthy15CLONE1	19	1	26181781	1.9075	0.5261
Healthy15CLONE1	19	26181782	59128983	1.9370	0.5165
Healthy15CLONE1	1	1	123035433	2.0003	0.5077
Healthy15CLONE1	1	123035434	249250621	2.0077	0.5075
Healthy15CLONE1	2	1	69821094	2.0017	0.5056
Healthy15CLONE1	2	69821095	69821138	1.3540	0.7309
Healthy15CLONE1	2	69821139	93826170	1.9841	0.5065
Healthy15CLONE1	2	93826171	133025158	2.0086	0.5058
Healthy15CLONE1	2	133025159	243199373	2.0112	0.5073
Healthy15CLONE1	3	1	92004853	2.0025	0.5057
Healthy15CLONE1	3	92004854	198022430	2.0080	0.5051
Healthy15CLONE1	4	1	51160116	1.9989	0.5072
Healthy15CLONE1	4	51160117	191154276	1.9930	0.5074
Healthy15CLONE1	5	1	47905640	1.9892	0.5055
Healthy15CLONE1	5	47905641	180915260	2.0088	0.5063
Healthy15CLONE1	6	1	60330165	2.0092	0.5057
Healthy15CLONE1	6	60330166	171115067	2.0016	0.5056
Healthy15CLONE1	7	1	59554330	2.0071	0.5060
Healthy15CLONE1	7	59554331	159138663	1.9903	0.5070
Healthy15CLONE1	8	1	45338886	2.0006	0.5076
Healthy15CLONE1	8	45338887	146364022	2.0005	0.5067
Healthy15CLONE1	X	1	60132011	1.9779	0.5101
Healthy15CLONE1	X	60132012	155270560	1.9698	0.5113
Healthy15CLONE1	9	1	48867678	1.9944	0.5081
Healthy15CLONE1	9	48867679	141213431	2.0058	0.5043
Healthy15CLONE1	20	1	27869568	2.0236	0.5056
Healthy15CLONE1	20	27869569	63025520	1.9932	0.5080
Healthy15CLONE1	10	1	40754934	1.9954	0.5058
Healthy15CLONE1	10	40754935	135534747	2.0068	0.5065
Healthy15CLONE1	21	1	12788128	1.9904	0.5059
Healthy15CLONE1	21	12788129	48129895	1.9904	0.5059
