SampleId	Chromosome	Start	End	CopyNumber	BAF
5FU-PATIENT10-LIVN-CLONE5	11	1	53144204	1.9995	0.5060
5FU-PATIENT10-LIVN-CLONE5	11	53144205	135006516	1.9954	0.5041
5FU-PATIENT10-LIVN-CLONE5	22	1	14499999	1.9748	0.5076
5FU-PATIENT10-LIVN-CLONE5	22	14500000	51304566	1.9748	0.5076
5FU-PATIENT10-LIVN-CLONE5	12	1	36356693	1.9993	0.5041
5FU-PATIENT10-LIVN-CLONE5	12	36356694	133851895	1.9968	0.5059
5FU-PATIENT10-LIVN-CLONE5	13	1	17499999	1.9923	0.5057
5FU-PATIENT10-LIVN-CLONE5	13	17500000	115169878	1.9923	0.5057
5FU-PATIENT10-LIVN-CLONE5	14	1	17499999	1.9939	0.5047
5FU-PATIENT10-LIVN-CLONE5	14	17500000	107349540	1.9939	0.5047
5FU-PATIENT10-LIVN-CLONE5	15	1	18499999	1.9977	0.5049
5FU-PATIENT10-LIVN-CLONE5	15	18500000	102531392	1.9977	0.5049
5FU-PATIENT10-LIVN-CLONE5	16	1	36835800	1.9677	0.5110
5FU-PATIENT10-LIVN-CLONE5	16	36835801	90354753	1.9816	0.5063
5FU-PATIENT10-LIVN-CLONE5	17	1	23763005	1.9647	0.5090
5FU-PATIENT10-LIVN-CLONE5	17	23763006	81195210	1.9789	0.5094
5FU-PATIENT10-LIVN-CLONE5	18	1	16960897	1.9984	0.5035
5FU-PATIENT10-LIVN-CLONE5	18	16960898	78077248	1.9971	0.5050
5FU-PATIENT10-LIVN-CLONE5	19	1	26181781	1.9209	0.5218
5FU-PATIENT10-LIVN-CLONE5	19	26181782	59128983	1.9451	0.5168
5FU-PATIENT10-LIVN-CLONE5	1	1	123035433	1.9938	0.5054
5FU-PATIENT10-LIVN-CLONE5	1	123035434	249250621	2.0003	0.5064
5FU-PATIENT10-LIVN-CLONE5	2	1	93826170	1.9945	0.5055
5FU-PATIENT10-LIVN-CLONE5	2	93826171	179063911	2.0036	0.5046
5FU-PATIENT10-LIVN-CLONE5	2	179063912	179063943	1.4395	0.6896
5FU-PATIENT10-LIVN-CLONE5	2	179063944	234311440	2.0005	0.5031
5FU-PATIENT10-LIVN-CLONE5	2	234311441	234311483	1.2377	0.8032
5FU-PATIENT10-LIVN-CLONE5	2	234311484	243199373	1.9959	0.5046
5FU-PATIENT10-LIVN-CLONE5	3	1	92004853	1.9968	0.5043
5FU-PATIENT10-LIVN-CLONE5	3	92004854	198022430	2.0026	0.5043
5FU-PATIENT10-LIVN-CLONE5	4	1	33371702	1.9895	0.5072
5FU-PATIENT10-LIVN-CLONE5	4	33371703	33371737	1.1756	0.8339
5FU-PATIENT10-LIVN-CLONE5	4	33371738	51160116	1.9919	0.5056
5FU-PATIENT10-LIVN-CLONE5	4	51160117	191154276	1.9943	0.5060
5FU-PATIENT10-LIVN-CLONE5	5	1	47905640	1.9873	0.5051
5FU-PATIENT10-LIVN-CLONE5	5	47905641	180915260	2.0021	0.5047
5FU-PATIENT10-LIVN-CLONE5	6	1	60330165	2.0007	0.5047
5FU-PATIENT10-LIVN-CLONE5	6	60330166	171115067	1.9964	0.5048
5FU-PATIENT10-LIVN-CLONE5	7	1	59554330	1.9969	0.5066
5FU-PATIENT10-LIVN-CLONE5	7	59554331	159138663	1.9869	0.5063
5FU-PATIENT10-LIVN-CLONE5	8	1	45338886	1.9939	0.5071
5FU-PATIENT10-LIVN-CLONE5	8	45338887	146364022	1.9963	0.5046
5FU-PATIENT10-LIVN-CLONE5	X	1	60132011	1.0012	1.0000
5FU-PATIENT10-LIVN-CLONE5	X	60132012	155270560	0.9949	1.0000
5FU-PATIENT10-LIVN-CLONE5	9	1	48867678	1.9935	0.5041
5FU-PATIENT10-LIVN-CLONE5	9	48867679	141213431	1.9939	0.5064
5FU-PATIENT10-LIVN-CLONE5	Y	1	11604552	1.0148	1.0000
5FU-PATIENT10-LIVN-CLONE5	Y	11604553	59373566	0.9964	1.0000
5FU-PATIENT10-LIVN-CLONE5	20	1	27869568	2.0083	0.5049
5FU-PATIENT10-LIVN-CLONE5	20	27869569	63025520	1.9829	0.5078
5FU-PATIENT10-LIVN-CLONE5	10	1	40754934	1.9916	0.5053
5FU-PATIENT10-LIVN-CLONE5	10	40754935	135534747	1.9991	0.5060
5FU-PATIENT10-LIVN-CLONE5	21	1	12788128	1.9891	0.5058
5FU-PATIENT10-LIVN-CLONE5	21	12788129	48129895	1.9891	0.5058
