Id	SvId	IsStart	Gene	TranscriptId	Canonical	IsUpstream	Disruptive	ReportedDisruption	UndisruptedCopyNumber	RegionType	CodingContext	Biotype	ExonBasePhase	NextSpliceRank	NextSplicePhase	NextSpliceDistance	TotalExonCount
0	0	true	SLC2A7	ENST00000400906	true	false	false	false	0.7	Upstream	Coding	protein_coding	-1	2	0	54842	12
1	0	true	SLC2A5	ENST00000377424	true	false	false	false	0.7	Upstream	Coding	protein_coding	-1	2	0	11471	12
2	0	true	SCARNA16	ENST00000516595	true	true	false	false	0.7	Upstream	NonCoding	snoRNA	-1	0	-1	-1	1
3	0	false	SLC2A7	ENST00000400906	true	true	false	false	0.7	Upstream	Coding	protein_coding	-1	0	-1	-43433	12
4	0	false	SLC2A5	ENST00000377424	true	true	false	false	0.7	Upstream	Coding	protein_coding	-1	0	-1	23412	12
5	0	false	SCARNA16	ENST00000516595	true	false	false	false	0.7	Upstream	NonCoding	snoRNA	-1	1	-1	1474	1
6	1	true	ZSWIM5	ENST00000359600	true	false	false	false	0.73	Upstream	Coding	protein_coding	-1	2	1	93974	14
7	1	true	AL592294.1	ENST00000408780	true	false	false	false	0.73	Upstream	NonCoding	miRNA	-1	1	-1	68223	1
8	1	true	HPDL	ENST00000334815	true	true	false	false	0.73	Upstream	5P_UTR	protein_coding	-1	0	-1	-1	1
9	1	true	TOE1	ENST00000372090	true	true	false	false	0.73	Upstream	Coding	protein_coding	-1	0	-1	-26343	8
10	1	false	ZSWIM5	ENST00000359600	true	true	false	false	0.73	Upstream	Coding	protein_coding	-1	0	-1	28842	14
11	1	false	AL592294.1	ENST00000408780	true	true	false	false	0.73	Upstream	NonCoding	miRNA	-1	0	-1	3462	1
12	1	false	HPDL	ENST00000334815	true	false	false	false	0.73	Upstream	5P_UTR	protein_coding	-1	1	0	26278	1
13	1	false	TOE1	ENST00000372090	true	false	false	false	0.73	Upstream	Coding	protein_coding	-1	2	1	40478	8
14	2	true	VPRBP	ENST00000423656	true	true	false	false	1.983	Upstream	Coding	protein_coding	-1	0	-1	-1	16
15	2	true	RAD54L2	ENST00000409535	true	false	false	false	1.983	Intronic	5P_UTR	protein_coding	-1	2	-1	17056	22
16	2	true	TEX264	ENST00000415259	true	false	false	false	1.983	Upstream	5P_UTR	protein_coding	-1	2	-1	100960	5
17	2	false	VPRBP	ENST00000423656	true	false	false	false	1.991	Upstream	Coding	protein_coding	-1	2	0	139706	16
18	2	false	RAD54L2	ENST00000409535	true	true	false	false	1.991	Intronic	5P_UTR	protein_coding	-1	1	-1	31704	22
