SampleId	Chromosome	Start	End	CopyNumber	BAF
EGAF00000860185	11	1	53144204	2.0083	0.5098
EGAF00000860185	11	53144205	135006516	2.0151	0.5060
EGAF00000860185	22	1	14499999	2.0220	0.5054
EGAF00000860185	22	14500000	51304566	2.0220	0.5054
EGAF00000860185	12	1	36356693	2.0171	0.5086
EGAF00000860185	12	36356694	133851895	2.0075	0.5052
EGAF00000860185	13	1	17499999	2.9903	0.6671
EGAF00000860185	13	17500000	115169878	2.9903	0.6671
EGAF00000860185	14	1	17499999	2.0082	0.5084
EGAF00000860185	14	17500000	107349540	2.0082	0.5084
EGAF00000860185	15	1	18499999	2.0191	0.5064
EGAF00000860185	15	18500000	102531392	2.0191	0.5064
EGAF00000860185	16	1	36835800	2.0019	0.5056
EGAF00000860185	16	36835801	90354753	2.0015	0.5060
EGAF00000860185	17	1	23763005	2.0103	0.5046
EGAF00000860185	17	23763006	70080588	2.0134	0.5033
EGAF00000860185	17	70080589	81195210	2.0305	0.5074
EGAF00000860185	18	1	16960897	2.0083	0.5058
EGAF00000860185	18	16960898	78077248	1.9940	0.5057
EGAF00000860185	19	1	26181781	1.9687	0.5096
EGAF00000860185	19	26181782	59128983	1.9846	0.5053
EGAF00000860185	1	1	123035433	2.0145	0.5074
EGAF00000860185	1	123035434	249250621	2.0116	0.5069
EGAF00000860185	2	1	93826170	2.0043	0.5075
EGAF00000860185	2	93826171	210320949	2.0055	0.5065
EGAF00000860185	2	210320950	243199373	2.0131	0.5081
EGAF00000860185	3	1	92004853	2.0022	0.5068
EGAF00000860185	3	92004854	198022430	2.0027	0.5050
EGAF00000860185	4	1	51160116	1.9944	0.5053
EGAF00000860185	4	51160117	191154276	1.9881	0.5078
EGAF00000860185	5	1	47905640	1.9795	0.5069
EGAF00000860185	5	47905641	180915260	2.0065	0.5052
EGAF00000860185	6	1	60330165	2.0193	0.5069
EGAF00000860185	6	60330166	171115067	2.0006	0.5067
EGAF00000860185	7	1	59554330	2.0071	0.5045
EGAF00000860185	7	59554331	159138663	1.9960	0.5077
EGAF00000860185	8	1	45338886	2.0100	0.5085
EGAF00000860185	8	45338887	146364022	1.9957	0.5075
EGAF00000860185	X	1	60132011	1.9771	0.5077
EGAF00000860185	X	60132012	155270560	1.9652	0.5115
EGAF00000860185	9	1	48867678	1.9989	0.5068
EGAF00000860185	9	48867679	141213431	2.0180	0.5061
EGAF00000860185	20	1	27869568	2.0289	0.5071
EGAF00000860185	20	27869569	63025520	2.0231	0.5058
EGAF00000860185	10	1	40754934	2.0011	0.5043
EGAF00000860185	10	40754935	135534747	2.0149	0.5065
EGAF00000860185	21	1	12788128	2.0033	0.5109
EGAF00000860185	21	12788129	48129895	2.0033	0.5109
