svId	clusterId	clusterReason	fragileSiteStart	fragileSiteEnd	isFoldback	lineTypeStart	lineTypeEnd	ploidyMin	ploidyMax	geneStart	geneEnd	replicationTimingStart	replicationTimingEnd	localTopologyIdStart	localTopologyIdEnd	localTopologyStart	localTopologyEnd	localTICountStart	localTICountEnd
0	3		false	false	false	None	None	0.0123	1.7535	CISD1P1	CISD1P1	0.5943	0.5943	0	0	DSB	DSB	0	0
1	4		false	false	false	None	None	0.0161	0.3045			0.3712	0.3846	0	1	ISOLATED_BE	ISOLATED_BE	0	0
3	5		false	false	false	None	None	0.0429	1.7641			0.1195	0.1195	0	0	DSB	DSB	0	0
4	6		false	false	false	None	None	0.2366	2.0573			0.1060	0.1060	0	0	DSB	DSB	0	0
5	7		false	false	false	None	None	0.0071	2.0574			0.1142	0.1142	0	0	SIMPLE_DUP	SIMPLE_DUP	0	0
6	1	Prox_8	false	false	false	None	None	-0.0911	1.5599	RP3-399L15.1	RP3-399L15.1	0.2096	0.2088	1	1	DSB	DSB	1	1
7	8		false	false	false	None	None	-0.0321	1.9137			0.5098	0.5098	0	0	SIMPLE_DUP	SIMPLE_DUP	0	0
8	1	Prox_9	false	false	false	None	None	0.0298	1.7452	RP3-399L15.1	RP3-399L15.1	0.2096	0.7692	1	0	DSB	DSB	1	0
9	1	Prox_8	false	false	false	None	None	0.0325	1.8573	RP3-399L15.1	RP3-399L15.1	0.2088	0.7692	1	0	DSB	DSB	1	0
10	2		false	false	false	None	None	0.0266	1.7745	METTL1;METTL21B;RP11-571M6.15	METTL1;METTL21B;RP11-571M6.15	0.7580	0.7580	0	0	DSB	DSB	0	0
12	0		false	false	false	None	None	0.0040	0.2677			0.0000	0.0000	0	1	ISOLATED_BE	ISOLATED_BE	0	0
