svId	clusterId	clusterReason	fragileSiteStart	fragileSiteEnd	isFoldback	lineTypeStart	lineTypeEnd	ploidyMin	ploidyMax	geneStart	geneEnd	replicationTimingStart	replicationTimingEnd	localTopologyIdStart	localTopologyIdEnd	localTopologyStart	localTopologyEnd	localTICountStart	localTICountEnd
0	305		false	false	false	None	None	-0.1440	0.2520	TP73	TP73	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
1	15		false	false	false	None	None	-0.1672	0.2332	RPL22	RPL22	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
2	97		false	false	false	None	None	-0.1448	0.2608	CAMTA1	CAMTA1	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
3	112		false	false	false	None	None	-0.1903	0.2036			0.0000	0.0000	0	-1	ISOLATED_BE		0	0
4	48		false	false	false	None	None	-0.1116	0.2996	DHRS3;RP11-474O21.5	DHRS3;RP11-474O21.5	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
5	90		false	false	false	None	None	-0.1782	0.2362	SPEN;snoU13	SPEN;snoU13	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
6	104		false	false	false	None	None	-0.1468	0.2848	RP1-20B21.4	RP1-20B21.4	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
7	132		false	false	false	None	None	-0.1396	0.2936	ARHGEF10L	ARHGEF10L	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
8	354		false	false	false	None	None	-0.2014	0.2014	RP1-224A6.9	RP1-224A6.9	0.7490	0.0000	0	-1	ISOLATED_BE		0	0
9	313		false	false	false	None	None	-0.1453	0.2933	RP11-293P20.2	RP11-293P20.2	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
10	79		false	false	false	None	None	-0.1063	0.3323			0.0000	0.0000	0	-1	ISOLATED_BE		0	0
11	301		false	false	false	None	None	-0.1039	0.3079	RP11-84A19.2;RP11-84A19.4	RP11-84A19.2;RP11-84A19.4	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
12	170		false	false	false	None	None	-0.0664	0.3484	DLGAP3;SNORD112	DLGAP3;SNORD112	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
13	105		false	false	false	None	None	-0.0485	0.3825			0.0000	0.0000	0	-1	ISOLATED_BE		0	0
14	242		false	false	false	None	None	-0.1575	0.2735			0.0000	0.0000	0	-1	ISOLATED_BE		0	0
15	86		false	false	false	None	None	-0.1706	0.2446	RP11-399E6.1	RP11-399E6.1	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
16	173		false	false	false	None	None	-0.1533	0.3333	FAAH	FAAH	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
17	355		false	false	false	None	None	-0.0785	0.4245	DMBX1	DMBX1	0.7498	0.0000	0	-1	ISOLATED_BE		0	0
18	274		false	false	false	None	None	-0.2219	0.2272	STIL	STIL	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
19	259		false	false	false	None	None	-0.1560	0.2760	FAF1	FAF1	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
20	269		false	false	false	None	None	-0.1488	0.2848	MAGOH;RP5-1024G6.8	MAGOH;RP5-1024G6.8	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
21	20		false	false	false	None	None	-0.2141	0.2361	ZZZ3	ZZZ3	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
22	29		false	false	false	None	None	-0.2086	0.2426			0.0000	0.0000	0	-1	ISOLATED_BE		0	0
23	4		false	false	false	None	None	-0.1294	0.3354	RP4-651E10.4;SH3GLB1	RP4-651E10.4;SH3GLB1	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
24	223		false	false	false	None	None	-0.1546	0.3046	HS2ST1;RP5-1052I5.2	HS2ST1;RP5-1052I5.2	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
25	257		false	false	false	None	None	-0.1288	0.3228			0.0000	0.0000	0	-1	ISOLATED_BE		0	0
26	195		false	false	false	None	None	-0.1198	0.3338			0.0000	0.0000	0	-1	ISOLATED_BE		0	0
27	230		false	false	false	None	None	-0.1920	0.2640			0.0000	0.0000	0	-1	ISOLATED_BE		0	0
28	194		false	false	false	None	None	-0.2154	0.2354	AKNAD1;CLCC1	AKNAD1;CLCC1	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
29	108		false	false	false	None	None	-0.0052	0.5072	RNU1-120P	RNU1-120P	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
30	0		false	false	false	None	None	-0.1168	0.3708	RP6-74O6.6	RP6-74O6.6	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
31	225		false	false	false	None	None	-0.1476	0.2636			0.0000	0.0000	0	-1	ISOLATED_BE		0	0
32	356		false	false	false	None	None	-0.0927	0.3307	CCT3;TSACC	CCT3;TSACC	0.7573	0.0000	0	-1	ISOLATED_BE		0	0
33	357		false	false	false	None	None	-0.1503	0.2803			0.2741	0.0000	0	-1	ISOLATED_BE		0	0
34	142		false	false	false	None	None	-0.1992	0.2292	PBX1	PBX1	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
35	210		false	false	false	None	None	-0.1506	0.2866			0.0000	0.0000	0	-1	ISOLATED_BE		0	0
36	358		false	false	false	None	None	-0.1902	0.2382	TNR	TNR	0.2539	0.0000	0	-1	ISOLATED_BE		0	0
37	82		false	false	false	None	None	-0.1690	0.2930	AXDND1	AXDND1	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
38	251		false	false	false	None	None	-0.2273	0.2347	RP11-12M5.4	RP11-12M5.4	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
39	207		false	false	false	None	None	-0.0047	0.4587	NAV1;IPO9-AS1;IPO9	NAV1;IPO9-AS1;IPO9	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
40	51		false	false	false	None	None	-0.0839	0.3619	PTPRVP	PTPRVP	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
41	302		false	false	false	None	None	-0.1806	0.2366			0.0000	0.0000	0	-1	ISOLATED_BE		0	0
42	273		false	false	false	None	None	-0.1804	0.2704			0.0000	0.0000	0	-1	ISOLATED_BE		0	0
43	359		false	false	false	None	None	-0.2155	0.2263			0.7114	0.0000	0	-1	ISOLATED_BE		0	0
45	63		false	false	false	None	None	-0.1295	0.2955			0.0000	0.0000	0	-1	ISOLATED_BE		0	0
46	32		false	false	false	None	None	-0.1420	0.2800	KIF26B	KIF26B	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
47	152		false	false	false	None	None	-0.0514	0.4474			0.0000	0.0000	0	-1	ISOLATED_BE		0	0
48	44		false	false	false	None	None	-0.0634	0.4354	RP11-116D2.1	RP11-116D2.1	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
49	87		false	false	false	None	None	-0.2106	0.2126	TTC27	TTC27	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
50	116		false	false	false	None	None	-0.1800	0.2500	FAM98A	FAM98A	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
51	360		false	false	false	None	None	-0.2165	0.2231			0.5804	0.0000	0	-1	ISOLATED_BE		0	0
52	92		false	false	false	None	None	-0.2027	0.2407	ATL2	ATL2	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
53	137		false	false	false	None	None	-0.1704	0.2564	AC073257.1	AC073257.1	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
54	171		false	false	false	None	None	-0.1981	0.2201			0.0000	0.0000	0	-1	ISOLATED_BE		0	0
55	177		false	false	false	None	None	-0.1589	0.3229	PLEKHB2	PLEKHB2	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
56	143		false	false	false	None	None	-0.0316	0.4376			0.0000	0.0000	0	-1	ISOLATED_BE		0	0
57	281		false	false	false	None	None	-0.0965	0.3585	NDUFS1	NDUFS1	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
58	127		false	false	false	None	None	-0.1388	0.2988	CRYGEP;CRYGD	CRYGEP;CRYGD	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
59	155		false	false	false	None	None	-0.2068	0.2308	UNC80;RPE	UNC80;RPE	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
60	136		false	false	false	None	None	-0.1223	0.3103	AC098820.2	AC098820.2	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
61	253		false	false	false	None	None	-0.1718	0.2498	DES	DES	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
62	361		false	false	false	None	None	-0.1975	0.2715	SERPINE2	SERPINE2	0.6649	0.0000	0	-1	ISOLATED_BE		0	0
63	254		false	false	false	None	None	-0.2340	0.2351			0.0000	0.0000	0	-1	ISOLATED_BE		0	0
64	293		false	false	false	None	None	-0.1588	0.2908	PID1	PID1	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
65	236		false	false	false	None	None	-0.1661	0.2701			0.0000	0.0000	0	-1	ISOLATED_BE		0	0
66	58		false	false	false	None	None	-0.1500	0.2880			0.0000	0.0000	0	-1	ISOLATED_BE		0	0
67	76		false	false	false	None	None	-0.1030	0.3350	HDAC4	HDAC4	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
68	49		false	false	false	None	None	-0.1870	0.2270			0.0000	0.0000	0	-1	ISOLATED_BE		0	0
69	362		false	false	false	None	None	-0.1220	0.2920	KIF1A	KIF1A	0.5374	0.0000	0	-1	ISOLATED_BE		0	0
70	300		false	false	false	None	None	-0.1201	0.3161	SRGAP3;RP11-380O24.1	SRGAP3;RP11-380O24.1	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
71	238		false	false	false	None	None	-0.1579	0.2699	CIDEC	CIDEC	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
72	363		false	false	false	None	None	-0.2040	0.2300	HDAC11	HDAC11	0.7618	0.0000	0	-1	ISOLATED_BE		0	0
73	204		false	false	false	None	None	-0.1387	0.3127	TPRXL	TPRXL	0.0000	0.0000	0	-1	ISOLATED_BE		0	0
