svId	clusterId	clusterReason	fragileSiteStart	fragileSiteEnd	isFoldback	lineTypeStart	lineTypeEnd	ploidyMin	ploidyMax	geneStart	geneEnd	replicationTimingStart	replicationTimingEnd	localTopologyIdStart	localTopologyIdEnd	localTopologyStart	localTopologyEnd	localTICountStart	localTICountEnd
1	3		false	false	false	None	None	0.0573	2.0620			0.2722	0.2722	0	0	SIMPLE_DUP	SIMPLE_DUP	0	0
2	4		false	false	false	None	None	-0.0477	1.6706	PTCD2	PTCD2	0.7073	0.7073	0	0	DSB	DSB	0	0
4	0		false	false	false	None	None	-0.0656	0.3420			0.0000	0.0000	0	1	ISOLATED_BE	ISOLATED_BE	0	0
5	7		false	false	false	None	None	-0.1743	1.5305			0.2964	0.2964	0	0	DSB	DSB	0	0
6	8		false	false	false	None	None	-0.0472	1.7153	RP11-12J10.3;FAM53B	RP11-12J10.3;FAM53B	0.7061	0.7061	0	0	DSB	DSB	0	0
7	1		false	false	false	None	None	-0.0908	1.6064	RP11-178H8.3	RP11-178H8.3	0.4771	0.4771	0	0	DSB	DSB	0	0
9	2	Prox_10	false	false	false	None	None	2.1007	6.6019			0.5372	0.0000	0	-1	DSB		0	0
10	2	Prox_9	false	false	false	None	None	2.1314	6.6657			0.5372	0.0000	0	-1	DSB		0	0
15	5		false	false	false	None	None	-0.1390	1.6150	ANKRD40	ANKRD40	0.7836	0.7836	0	0	SIMPLE_DUP	SIMPLE_DUP	0	0
17	6		false	false	false	None	None	2.8899	4.3188			0.2290	0.0000	1	0	ISOLATED_BE	ISOLATED_BE	0	0
