SampleId	Chromosome	Start	End	CopyNumber	BAF
c080216DCLONE2	11	1	53144204	2.0227	0.5125
c080216DCLONE2	11	53144205	93343431	2.0142	0.5049
c080216DCLONE2	11	93343432	93343464	1.2655	0.7831
c080216DCLONE2	11	93343465	135006516	2.0102	0.5070
c080216DCLONE2	22	1	14499999	2.9990	0.6709
c080216DCLONE2	22	14500000	51304566	2.9990	0.6709
c080216DCLONE2	12	1	36356693	2.0133	0.5102
c080216DCLONE2	12	36356694	133851895	2.0131	0.5077
c080216DCLONE2	13	1	17499999	1.9995	0.5094
c080216DCLONE2	13	17500000	115169878	1.9995	0.5094
c080216DCLONE2	14	1	17499999	2.0234	0.5078
c080216DCLONE2	14	17500000	39008669	2.0234	0.5078
c080216DCLONE2	14	39008670	39008693	6.3928	0.8446
c080216DCLONE2	14	39008694	107349540	2.0098	0.5057
c080216DCLONE2	15	1	18499999	2.0145	0.5061
c080216DCLONE2	15	18500000	102531392	2.0145	0.5061
c080216DCLONE2	16	1	36835800	1.9696	0.5081
c080216DCLONE2	16	36835801	90354753	1.9859	0.5086
c080216DCLONE2	17	1	23763005	1.9659	0.5094
c080216DCLONE2	17	23763006	48775680	1.9950	0.5071
c080216DCLONE2	17	48775681	48775821	2.7235	0.6375
c080216DCLONE2	17	48775822	81195210	1.9950	0.5052
c080216DCLONE2	18	1	16960897	2.0207	0.5065
c080216DCLONE2	18	16960898	78077248	2.0054	0.5102
c080216DCLONE2	19	1	26181781	1.9135	0.5264
c080216DCLONE2	19	26181782	59128983	1.9347	0.5195
c080216DCLONE2	1	1	123035433	2.0093	0.5071
c080216DCLONE2	1	123035434	249250621	2.0211	0.5079
c080216DCLONE2	2	1	93826170	2.0018	0.5095
c080216DCLONE2	2	93826171	243199373	2.0189	0.5062
c080216DCLONE2	3	1	92004853	2.0121	0.5063
c080216DCLONE2	3	92004854	198022430	2.0201	0.5083
c080216DCLONE2	4	1	12966731	2.0069	0.5063
c080216DCLONE2	4	12966732	12966806	3.0426	0.6774
c080216DCLONE2	4	12966807	51160116	2.0047	0.5103
c080216DCLONE2	4	51160117	68264212	1.9678	0.5093
c080216DCLONE2	4	68264213	191154276	2.0115	0.5101
c080216DCLONE2	5	1	47905640	1.9890	0.5104
c080216DCLONE2	5	47905641	71631545	2.0399	0.5101
c080216DCLONE2	5	71631546	71631622	1.2251	0.8094
c080216DCLONE2	5	71631623	180915260	2.0112	0.5070
c080216DCLONE2	6	1	60330165	2.0200	0.5074
c080216DCLONE2	6	60330166	171115067	2.0103	0.5071
c080216DCLONE2	7	1	59554330	2.0119	0.5092
c080216DCLONE2	7	59554331	159138663	1.9941	0.5106
c080216DCLONE2	8	1	45338886	2.0006	0.5073
c080216DCLONE2	8	45338887	146364022	2.0042	0.5091
c080216DCLONE2	X	1	60132011	1.9677	0.5090
c080216DCLONE2	X	60132012	155270560	1.9626	0.5115
c080216DCLONE2	9	1	48867678	2.0077	0.5104
c080216DCLONE2	9	48867679	141213431	2.0072	0.5052
c080216DCLONE2	20	1	27869568	2.0313	0.5093
c080216DCLONE2	20	27869569	63025520	1.9889	0.5077
c080216DCLONE2	10	1	40754934	1.9977	0.5121
c080216DCLONE2	10	40754935	42409186	1.6211	0.6101
c080216DCLONE2	10	42409187	86377742	2.0116	0.5083
c080216DCLONE2	10	86377743	86377777	1.3515	0.7319
c080216DCLONE2	10	86377778	126352734	2.0232	0.5077
c080216DCLONE2	10	126352735	126352767	1.1921	0.8355
c080216DCLONE2	10	126352768	135534747	1.9815	0.5082
c080216DCLONE2	21	1	9827582	5.0223	0.8047
c080216DCLONE2	21	9827583	12788128	1.4241	0.6889
c080216DCLONE2	21	12788129	48129895	1.9974	0.5088
