Id	SvId	IsStart	Gene	TranscriptId	Canonical	IsUpstream	Disruptive	ReportedDisruption	UndisruptedCopyNumber	RegionType	CodingContext	Biotype	ExonBasePhase	NextSpliceRank	NextSplicePhase	NextSpliceDistance	TotalExonCount
0	0	true	MYOM3	ENST00000374434	true	true	false	false	1.9650000000000003	Upstream	5P_UTR	protein_coding	-1	0	-1	-38732	37
1	0	true	IL22RA1	ENST00000270800	true	true	false	false	1.9650000000000003	Upstream	Coding	protein_coding	-1	0	-1	-2665	7
2	0	true	IFNLR1	ENST00000327535	true	true	true	false	1.9650000000000003	Intronic	Coding	protein_coding	-1	4	0	1073	7
3	0	true	RP11-10N16.2	ENST00000439059	true	false	false	false	1.9650000000000003	Upstream	NonCoding	lincRNA	-1	2	-1	41995	3
4	0	true	AL590683.1	ENST00000408105	true	false	false	false	1.9650000000000003	Upstream	NonCoding	miRNA	-1	1	-1	67448	1
5	0	false	AL590683.2	ENST00000584309	true	false	false	false	1.999	Upstream	NonCoding	miRNA	-1	1	-1	84440	1
6	0	false	RP11-10N16.3	ENST00000437965	true	false	false	false	1.999	Upstream	NonCoding	antisense	-1	2	-1	42394	5
7	0	false	GRHL3	ENST00000350501	true	true	true	false	1.999	Exonic	Coding	protein_coding	1	15	2	110	16
8	0	false	STPG1	ENST00000374409	true	false	true	false	1.999	Intronic	Coding	protein_coding	-1	8	2	3254	9
9	0	false	NIPAL3	ENST00000374399	true	true	false	false	1.999	Upstream	5P_UTR	protein_coding	-1	0	-1	110	12
10	1	true	RP11-344P13.6	ENST00000609485	true	true	false	false	1.9980000000000002	Upstream	NonCoding	lincRNA	-1	0	-1	-39625	1
11	1	true	RP11-344P13.1	ENST00000450546	true	true	false	false	1.9980000000000002	Upstream	NonCoding	lincRNA	-1	0	-1	-1	2
12	2	true	SNORA26	ENST00000516427	true	true	false	false	-15.060550181064286	Upstream	NonCoding	snoRNA	-1	0	-1	27538	1
13	2	true	PMF1-BGLAP	ENST00000368276	true	false	false	false	-15.060550181064286	Intronic	Coding	protein_coding	-1	2	2	15455	7
14	2	true	PMF1	ENST00000567140	true	false	false	false	-15.060550181064286	Intronic	Coding	protein_coding	-1	2	2	15455	7
15	2	true	BGLAP	ENST00000368272	true	false	false	false	-15.060550181064286	Upstream	Coding	protein_coding	-1	2	1	25688	4
16	2	true	TMEM79	ENST00000405535	true	false	false	false	-15.060550181064286	Upstream	5P_UTR	protein_coding	-1	2	-1	68319	4
